https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPT,Volume USD
1750010400000,2025-06-15 18:00:00,LPT/USD,6.7535,6.8464,6.7535,6.8325,32.542095,222.3438640875
1750006800000,2025-06-15 17:00:00,LPT/USD,6.7535,6.7535,6.7535,6.7535,0.0,0.0
1750003200000,2025-06-15 16:00:00,LPT/USD,6.7535,6.7535,6.7535,6.7535,0.0,0.0
1749999600000,2025-06-15 15:00:00,LPT/USD,6.7535,6.7535,6.7535,6.7535,0.0,0.0
1749996000000,2025-06-15 14:00:00,LPT/USD,6.8568,6.8568,6.7535,6.7535,0.107181,0.7238468834999999
1749992400000,2025-06-15 13:00:00,LPT/USD,6.8568,6.8568,6.8568,6.8568,0.0,0.0
1749988800000,2025-06-15 12:00:00,LPT/USD,6.8568,6.8568,6.8568,6.8568,0.0,0.0
1749985200000,2025-06-15 11:00:00,LPT/USD,6.8568,6.8568,6.8568,6.8568,0.0,0.0
1749981600000,2025-06-15 10:00:00,LPT/USD,6.8568,6.8568,6.8568,6.8568,0.0,0.0
1749978000000,2025-06-15 09:00:00,LPT/USD,6.8568,6.8568,6.8568,6.8568,0.0,0.0
1749974400000,2025-06-15 08:00:00,LPT/USD,6.8831,6.8831,6.8568,6.8568,9.697016,66.4904993088
1749970800000,2025-06-15 07:00:00,LPT/USD,6.8831,6.8831,6.8831,6.8831,0.0,0.0
1749967200000,2025-06-15 06:00:00,LPT/USD,6.8831,6.8831,6.8831,6.8831,0.0,0.0
1749963600000,2025-06-15 05:00:00,LPT/USD,6.8831,6.8831,6.8831,6.8831,0.0,0.0
1749960000000,2025-06-15 04:00:00,LPT/USD,6.8831,6.8831,6.8831,6.8831,0.0,0.0
1749956400000,2025-06-15 03:00:00,LPT/USD,6.8831,6.8831,6.8831,6.8831,0.0,0.0
1749952800000,2025-06-15 02:00:00,LPT/USD,6.8831,6.8831,6.8831,6.8831,0.0,0.0
1749949200000,2025-06-15 01:00:00,LPT/USD,6.8831,6.8831,6.8831,6.8831,0.0,0.0
1749945600000,2025-06-15 00:00:00,LPT/USD,6.8454,6.8831,6.8454,6.8831,14.479515,99.6639496965
1749942000000,2025-06-14 23:00:00,LPT/USD,6.8113,6.8454,6.8113,6.8454,1.0,6.8454
1749938400000,2025-06-14 22:00:00,LPT/USD,6.8113,6.8113,6.8113,6.8113,0.0,0.0
1749934800000,2025-06-14 21:00:00,LPT/USD,6.6801,6.8113,6.6801,6.8113,14.319354,97.53341590020001
1749931200000,2025-06-14 20:00:00,LPT/USD,6.7633,6.7633,6.6461,6.6801,500.0,3340.05
1749927600000,2025-06-14 19:00:00,LPT/USD,6.6302,6.7633,6.6302,6.7633,18.230786,123.30027495379998
1749924000000,2025-06-14 18:00:00,LPT/USD,6.75,6.75,6.6302,6.6302,330.117023,2188.7418858946003
1749920400000,2025-06-14 17:00:00,LPT/USD,6.7733,6.7849,6.75,6.75,33.855876,228.527163
1749916800000,2025-06-14 16:00:00,LPT/USD,6.8419,6.8419,6.7733,6.7733,10.270576,69.5656924208
1749913200000,2025-06-14 15:00:00,LPT/USD,7.0167,7.0167,6.8419,6.8419,1.352895,9.256372300499999
1749909600000,2025-06-14 14:00:00,LPT/USD,6.9334,7.0167,6.9334,7.0167,0.069203,0.48557669010000004
1749906000000,2025-06-14 13:00:00,LPT/USD,6.9334,6.9334,6.9334,6.9334,0.0,0.0
1749902400000,2025-06-14 12:00:00,LPT/USD,6.9334,6.9334,6.9334,6.9334,0.0,0.0
1749898800000,2025-06-14 11:00:00,LPT/USD,6.9348,7.0714,6.9334,6.9334,364.119138,2524.5836314092003
1749895200000,2025-06-14 10:00:00,LPT/USD,6.9667,6.9667,6.9143,6.9348,27.813315,192.879776862
1749891600000,2025-06-14 09:00:00,LPT/USD,6.9667,6.9667,6.9667,6.9667,0.0,0.0
1749888000000,2025-06-14 08:00:00,LPT/USD,7.1005,7.1005,6.9667,6.9667,0.633325,4.412185277500001
1749884400000,2025-06-14 07:00:00,LPT/USD,7.1005,7.1005,7.1005,7.1005,0.0,0.0
1749880800000,2025-06-14 06:00:00,LPT/USD,7.1005,7.1005,7.1005,7.1005,0.0,0.0
1749877200000,2025-06-14 05:00:00,LPT/USD,6.9399,7.1005,6.9399,7.1005,7.316599,51.951511199500004
1749873600000,2025-06-14 04:00:00,LPT/USD,6.9399,6.9399,6.9399,6.9399,0.0,0.0
1749870000000,2025-06-14 03:00:00,LPT/USD,6.9399,6.9399,6.9399,6.9399,0.0,0.0
1749866400000,2025-06-14 02:00:00,LPT/USD,6.9399,6.9399,6.9399,6.9399,0.0,0.0
1749862800000,2025-06-14 01:00:00,LPT/USD,6.9399,6.9399,6.9399,6.9399,0.0,0.0
1749859200000,2025-06-14 00:00:00,LPT/USD,7.0184,7.2,6.9399,6.9399,45.351044,314.7317102556
1749855600000,2025-06-13 23:00:00,LPT/USD,7.0184,7.0184,7.0184,7.0184,0.0,0.0
1749852000000,2025-06-13 22:00:00,LPT/USD,7.0184,7.0184,7.0184,7.0184,0.0,0.0
1749848400000,2025-06-13 21:00:00,LPT/USD,7.0184,7.0184,7.0184,7.0184,0.0,0.0
1749844800000,2025-06-13 20:00:00,LPT/USD,6.8816,7.0184,6.8816,7.0184,44.365776,311.37676227839995
1749841200000,2025-06-13 19:00:00,LPT/USD,6.8816,6.8816,6.8816,6.8816,0.0,0.0
1749837600000,2025-06-13 18:00:00,LPT/USD,6.9938,6.9938,6.8816,6.8816,56.986225,392.15640596
1749834000000,2025-06-13 17:00:00,LPT/USD,6.9938,6.9938,6.9938,6.9938,0.0,0.0
1749830400000,2025-06-13 16:00:00,LPT/USD,6.9938,6.9938,6.9938,6.9938,0.0,0.0
1749826800000,2025-06-13 15:00:00,LPT/USD,6.9047,6.9938,6.9047,6.9938,7.837474,54.8137256612
1749823200000,2025-06-13 14:00:00,LPT/USD,6.7844,6.9202,6.7844,6.9047,1.527305,10.5455828335
1749819600000,2025-06-13 13:00:00,LPT/USD,6.8937,6.8937,6.7711,6.7844,16.856957,114.3643390708
1749816000000,2025-06-13 12:00:00,LPT/USD,6.75,6.8937,6.75,6.8937,25.774174,177.67942330379998
1749812400000,2025-06-13 11:00:00,LPT/USD,6.8429,6.8429,6.75,6.75,114.036142,769.7439585
1749808800000,2025-06-13 10:00:00,LPT/USD,6.9142,6.9142,6.8429,6.8429,9.503034,65.02831135859999
1749805200000,2025-06-13 09:00:00,LPT/USD,6.9142,6.9142,6.9142,6.9142,0.0,0.0
1749801600000,2025-06-13 08:00:00,LPT/USD,6.921,6.921,6.9142,6.9142,0.320274,2.2144384908
1749798000000,2025-06-13 07:00:00,LPT/USD,6.921,6.921,6.921,6.921,0.0,0.0
1749794400000,2025-06-13 06:00:00,LPT/USD,7.0196,7.0196,6.921,6.921,24.881567,172.20532520700002
1749790800000,2025-06-13 05:00:00,LPT/USD,7.0337,7.0337,7.0196,7.0196,0.315465,2.214438114
1749787200000,2025-06-13 04:00:00,LPT/USD,7.1248,7.1248,7.0337,7.0337,11.895074,83.66638199379999
1749783600000,2025-06-13 03:00:00,LPT/USD,6.95,7.1248,6.95,7.1248,251.368935,1790.9533880879999
1749780000000,2025-06-13 02:00:00,LPT/USD,7.3162,7.3162,6.95,6.95,342.884433,2383.04680935
1749776400000,2025-06-13 01:00:00,LPT/USD,7.1747,7.3162,7.1266,7.3162,139.772147,1022.6009818814
1749772800000,2025-06-13 00:00:00,LPT/USD,7.43,7.43,7.1747,7.1747,24.579357,176.3495126679
1749769200000,2025-06-12 23:00:00,LPT/USD,7.3627,7.43,7.3627,7.43,0.301473,2.23994439
1749765600000,2025-06-12 22:00:00,LPT/USD,7.3627,7.3627,7.3627,7.3627,0.0,0.0
1749762000000,2025-06-12 21:00:00,LPT/USD,7.2902,7.3627,7.2902,7.3627,1.75766,12.941123282000001
1749758400000,2025-06-12 20:00:00,LPT/USD,7.4746,7.4746,7.2902,7.2902,66.31844,483.4746912879999
1749754800000,2025-06-12 19:00:00,LPT/USD,7.4865,7.5433,7.4746,7.4746,149.432674,1116.9494650804
1749751200000,2025-06-12 18:00:00,LPT/USD,8.1236,8.1236,7.3674,7.4865,37.3524,279.63874260000006
1749747600000,2025-06-12 17:00:00,LPT/USD,8.1037,8.1236,8.1037,8.1236,128.344047,1042.6157002092
1749744000000,2025-06-12 16:00:00,LPT/USD,8.1037,8.1037,8.1037,8.1037,0.0,0.0
1749740400000,2025-06-12 15:00:00,LPT/USD,8.1675,8.1675,8.1037,8.1037,0.127524,1.0334162387999999
1749736800000,2025-06-12 14:00:00,LPT/USD,8.2788,8.2788,8.1646,8.1675,2.461932,20.10782961
1749733200000,2025-06-12 13:00:00,LPT/USD,7.7164,8.2788,7.7164,8.2788,27.219256,225.34277657280003
1749729600000,2025-06-12 12:00:00,LPT/USD,7.5553,7.7164,7.5553,7.7164,150.875158,1164.2130691912
1749726000000,2025-06-12 11:00:00,LPT/USD,7.5553,7.5553,7.5553,7.5553,0.0,0.0
1749722400000,2025-06-12 10:00:00,LPT/USD,7.5298,7.5553,7.5298,7.5553,1.0,7.5553
1749718800000,2025-06-12 09:00:00,LPT/USD,7.5298,7.5298,7.5298,7.5298,0.0,0.0
1749715200000,2025-06-12 08:00:00,LPT/USD,7.6364,7.6364,7.5275,7.5298,20.0,150.596
1749711600000,2025-06-12 07:00:00,LPT/USD,7.5548,7.6364,7.5548,7.6364,19.920931,152.1241974884
1749708000000,2025-06-12 06:00:00,LPT/USD,7.5548,7.5548,7.5548,7.5548,0.0,0.0
1749704400000,2025-06-12 05:00:00,LPT/USD,7.5548,7.5548,7.5548,7.5548,0.0,0.0
1749700800000,2025-06-12 04:00:00,LPT/USD,7.5026,7.5548,7.5026,7.5548,0.221707,1.6749520436
1749697200000,2025-06-12 03:00:00,LPT/USD,7.5986,7.5986,7.5026,7.5026,1.907809,14.313527803400001
1749693600000,2025-06-12 02:00:00,LPT/USD,7.5986,7.5986,7.5986,7.5986,0.0,0.0
1749690000000,2025-06-12 01:00:00,LPT/USD,7.6834,7.6834,7.5986,7.5986,13.551238,102.9704370668
1749686400000,2025-06-12 00:00:00,LPT/USD,7.7379,7.7379,7.6834,7.6834,3.541866,27.2135732244
1749682800000,2025-06-11 23:00:00,LPT/USD,7.7447,7.7447,7.7379,7.7379,3.2926,25.47780954
1749679200000,2025-06-11 22:00:00,LPT/USD,7.8627,7.8627,7.7447,7.7447,150.569704,1166.1171865688
1749675600000,2025-06-11 21:00:00,LPT/USD,8.0431,8.0431,7.8627,7.8627,0.851777,6.697267017900001
1749672000000,2025-06-11 20:00:00,LPT/USD,8.0612,8.0612,8.0431,8.0431,0.275321,2.2144343351
1749668400000,2025-06-11 19:00:00,LPT/USD,8.2945,8.2945,8.0612,8.0612,34.40655,277.35808086000003
1749664800000,2025-06-11 18:00:00,LPT/USD,8.2945,8.2945,8.2945,8.2945,0.0,0.0
1749661200000,2025-06-11 17:00:00,LPT/USD,8.2945,8.2945,8.2945,8.2945,0.0,0.0
1749657600000,2025-06-11 16:00:00,LPT/USD,8.2313,8.2945,8.2313,8.2945,9.207992,76.375689644
1749654000000,2025-06-11 15:00:00,LPT/USD,8.0745,8.2313,8.0745,8.2313,0.821796,6.764449414799999
1749650400000,2025-06-11 14:00:00,LPT/USD,8.0137,8.0745,8.0137,8.0745,0.367849,2.9701967505
1749646800000,2025-06-11 13:00:00,LPT/USD,7.8815,8.0137,7.8815,8.0137,0.279516,2.2399573692
1749643200000,2025-06-11 12:00:00,LPT/USD,7.8815,7.8815,7.8815,7.8815,0.0,0.0
1749639600000,2025-06-11 11:00:00,LPT/USD,7.9584,7.9584,7.8815,7.8815,23.921775,188.5394696625
1749636000000,2025-06-11 10:00:00,LPT/USD,8.1036,8.1036,7.9584,7.9584,2.131515,16.963448976
1749632400000,2025-06-11 09:00:00,LPT/USD,8.1366,8.1366,8.1036,8.1036,0.273266,2.2144383576
1749628800000,2025-06-11 08:00:00,LPT/USD,8.1366,8.1366,8.1366,8.1366,0.0,0.0
1749625200000,2025-06-11 07:00:00,LPT/USD,8.2205,8.2205,8.1366,8.1366,1.9403,15.787444979999998
1749621600000,2025-06-11 06:00:00,LPT/USD,8.2205,8.2205,8.2205,8.2205,0.0,0.0
1749618000000,2025-06-11 05:00:00,LPT/USD,8.2205,8.2205,8.2205,8.2205,0.0,0.0
1749614400000,2025-06-11 04:00:00,LPT/USD,8.1453,8.2205,8.1453,8.2205,58.348795,479.6562692975
1749610800000,2025-06-11 03:00:00,LPT/USD,8.2366,8.2366,8.1453,8.1453,3.1463,25.627557390000003
1749607200000,2025-06-11 02:00:00,LPT/USD,8.0591,8.2366,8.0591,8.2366,11.925161,98.22278109259999
1749603600000,2025-06-11 01:00:00,LPT/USD,8.0791,8.0791,8.0591,8.0591,4.95666,39.94621860600001
1749600000000,2025-06-11 00:00:00,LPT/USD,8.1498,8.1886,8.0791,8.0791,235.855094,1905.4968899354
1749596400000,2025-06-10 23:00:00,LPT/USD,8.1358,8.1896,8.1358,8.1498,115.554252,941.7440429496002
1749592800000,2025-06-10 22:00:00,LPT/USD,8.135,8.1358,8.135,8.1358,39.752969,323.4222051902
1749589200000,2025-06-10 21:00:00,LPT/USD,8.0745,8.135,8.0745,8.135,22.646494,184.22922869
1749585600000,2025-06-10 20:00:00,LPT/USD,8.0745,8.0745,8.0745,8.0745,0.0,0.0
1749582000000,2025-06-10 19:00:00,LPT/USD,8.0441,8.0745,8.0441,8.0745,0.277411,2.2399551195000003
1749578400000,2025-06-10 18:00:00,LPT/USD,7.9937,8.0441,7.9937,8.0441,21.629965,173.9936014565
1749574800000,2025-06-10 17:00:00,LPT/USD,8.0653,8.0653,7.9937,7.9937,0.309601,2.4748575137
1749571200000,2025-06-10 16:00:00,LPT/USD,8.0186,8.0653,8.0186,8.0653,18.323397,147.7836938241
1749567600000,2025-06-10 15:00:00,LPT/USD,8.0186,8.0186,8.0186,8.0186,0.0,0.0
1749564000000,2025-06-10 14:00:00,LPT/USD,7.9803,8.066,7.9803,8.0186,0.090452,0.7252984071999999
1749560400000,2025-06-10 13:00:00,LPT/USD,8.1358,8.1358,7.9803,7.9803,2.0,15.9606
1749556800000,2025-06-10 12:00:00,LPT/USD,8.0745,8.1358,8.0745,8.1358,18.758569,152.6159656702
1749553200000,2025-06-10 11:00:00,LPT/USD,8.0484,8.0745,8.0484,8.0745,3.992575,32.2380468375
1749549600000,2025-06-10 10:00:00,LPT/USD,8.0057,8.0484,8.0057,8.0484,58.408984,470.0988668256
1749546000000,2025-06-10 09:00:00,LPT/USD,7.9784,8.0057,7.9784,8.0057,2.51625,20.144342624999997
1749542400000,2025-06-10 08:00:00,LPT/USD,8.0704,8.15,7.9784,7.9784,18.546905,147.97462685199997
1749538800000,2025-06-10 07:00:00,LPT/USD,8.2834,8.2834,8.0704,8.0704,7.238601,58.41840551039999
1749535200000,2025-06-10 06:00:00,LPT/USD,8.321,8.321,8.2249,8.2834,19.193932,158.99101632880001
1749531600000,2025-06-10 05:00:00,LPT/USD,8.4542,8.744,8.321,8.321,125.470374,1044.038982054
1749528000000,2025-06-10 04:00:00,LPT/USD,8.6817,8.6817,8.4332,8.4542,13.308808,112.51532459360001
1749524400000,2025-06-10 03:00:00,LPT/USD,8.5252,8.6817,8.4888,8.6817,24.766958,215.01929926859998
1749520800000,2025-06-10 02:00:00,LPT/USD,8.4765,8.5742,8.4765,8.5252,8.369062,71.3479273624
1749517200000,2025-06-10 01:00:00,LPT/USD,8.5703,8.5703,8.4765,8.4765,0.520537,4.4123318805
1749513600000,2025-06-10 00:00:00,LPT/USD,8.1,8.6898,8.1,8.5703,92.014763,788.5941233389
1749510000000,2025-06-09 23:00:00,LPT/USD,7.9877,8.1,7.9877,8.1,101.870058,825.1474698
1749506400000,2025-06-09 22:00:00,LPT/USD,7.8338,8.03,7.8338,7.9877,129.166771,1031.7454167167002
1749502800000,2025-06-09 21:00:00,LPT/USD,7.7075,7.8338,7.7075,7.8338,22.070865,172.89874223700002
1749499200000,2025-06-09 20:00:00,LPT/USD,7.7075,7.7075,7.7075,7.7075,0.0,0.0
1749495600000,2025-06-09 19:00:00,LPT/USD,7.6584,7.7088,7.6584,7.7075,1.843813,14.211188697499999
1749492000000,2025-06-09 18:00:00,LPT/USD,7.6899,7.6899,7.6584,7.6584,18.522974,141.8563440816
1749488400000,2025-06-09 17:00:00,LPT/USD,7.6724,7.6957,7.6724,7.6899,50.482242,388.2033927558
1749484800000,2025-06-09 16:00:00,LPT/USD,7.5986,7.7279,7.5986,7.6724,16.109185,123.596110994
1749481200000,2025-06-09 15:00:00,LPT/USD,7.6507,7.6507,7.5986,7.5986,2.2078,16.77618908
1749477600000,2025-06-09 14:00:00,LPT/USD,7.6139,7.6507,7.6139,7.6507,0.145134,1.1103766938000001
1749474000000,2025-06-09 13:00:00,LPT/USD,7.6441,7.6441,7.6139,7.6139,6.155496,46.8673309944
1749470400000,2025-06-09 12:00:00,LPT/USD,7.6095,7.6786,7.6095,7.6441,14.333647,109.56783103269998
1749466800000,2025-06-09 11:00:00,LPT/USD,7.6059,7.6095,7.6059,7.6095,3.272447,24.9016854465
1749463200000,2025-06-09 10:00:00,LPT/USD,7.6059,7.6059,7.6059,7.6059,0.0,0.0
1749459600000,2025-06-09 09:00:00,LPT/USD,7.6059,7.6059,7.6059,7.6059,0.0,0.0
1749456000000,2025-06-09 08:00:00,LPT/USD,7.6059,7.6059,7.6059,7.6059,0.0,0.0
1749452400000,2025-06-09 07:00:00,LPT/USD,7.6059,7.6059,7.6059,7.6059,0.0,0.0
1749448800000,2025-06-09 06:00:00,LPT/USD,7.6059,7.6059,7.6059,7.6059,0.0,0.0
1749445200000,2025-06-09 05:00:00,LPT/USD,7.6688,7.6688,7.6059,7.6059,1.729455,13.1540617845
1749441600000,2025-06-09 04:00:00,LPT/USD,7.6688,7.6688,7.6688,7.6688,0.0,0.0
1749438000000,2025-06-09 03:00:00,LPT/USD,7.7022,7.7022,7.6688,7.6688,11.000066,84.3573061408
1749434400000,2025-06-09 02:00:00,LPT/USD,7.6976,7.7335,7.6976,7.7022,1.532427,11.8030592394
1749430800000,2025-06-09 01:00:00,LPT/USD,7.9544,7.9544,7.6976,7.6976,56.766642,436.9669034592
1749427200000,2025-06-09 00:00:00,LPT/USD,7.9225,8.0,7.8801,7.9544,91.344466,726.5904203504
1749423600000,2025-06-08 23:00:00,LPT/USD,7.9225,7.9225,7.9225,7.9225,0.0,0.0
1749420000000,2025-06-08 22:00:00,LPT/USD,7.9209,8.0202,7.9209,7.9225,46.534846,368.672317435
1749416400000,2025-06-08 21:00:00,LPT/USD,7.88,7.9533,7.88,7.9209,22.437993,177.7290987537
1749412800000,2025-06-08 20:00:00,LPT/USD,7.8958,7.8958,7.88,7.88,93.869708,739.69329904
1749409200000,2025-06-08 19:00:00,LPT/USD,7.886,7.8958,7.886,7.8958,96.590293,762.6576354694
1749405600000,2025-06-08 18:00:00,LPT/USD,7.9101,7.9101,7.886,7.886,0.24736,1.95068096
1749402000000,2025-06-08 17:00:00,LPT/USD,7.8796,7.9143,7.8796,7.9101,27.669836,218.8711697436
1749398400000,2025-06-08 16:00:00,LPT/USD,7.9229,7.9229,7.8483,7.8796,21.17398,166.842492808
1749394800000,2025-06-08 15:00:00,LPT/USD,7.9679,7.9679,7.9225,7.9229,19.486704,154.3912071216
1749391200000,2025-06-08 14:00:00,LPT/USD,8.1887,8.1887,7.9679,7.9679,153.958803,1226.7283464237
1749387600000,2025-06-08 13:00:00,LPT/USD,7.9394,8.1887,7.9394,8.1887,206.013061,1686.9791526107
1749384000000,2025-06-08 12:00:00,LPT/USD,8.03,8.03,7.9394,7.9394,137.107094,1088.5480621036
1749380400000,2025-06-08 11:00:00,LPT/USD,8.0818,8.0818,8.03,8.03,244.596053,1964.10630559
1749376800000,2025-06-08 10:00:00,LPT/USD,8.2276,8.2276,8.0818,8.0818,138.926892,1122.7793557656
1749373200000,2025-06-08 09:00:00,LPT/USD,8.4308,8.4308,8.226,8.2276,20.673546,170.09366706960003
1749369600000,2025-06-08 08:00:00,LPT/USD,8.2239,8.4308,8.2239,8.4308,1.710508,14.420950846399998
1749366000000,2025-06-08 07:00:00,LPT/USD,7.8934,8.2587,7.8934,8.2239,14.69501,120.85029273900001
1749362400000,2025-06-08 06:00:00,LPT/USD,7.7476,7.8934,7.7476,7.8934,1.901306,15.0077687804
1749358800000,2025-06-08 05:00:00,LPT/USD,7.9731,7.9731,7.7476,7.7476,66.197392,512.8709142591999
1749355200000,2025-06-08 04:00:00,LPT/USD,8.047,8.047,7.9716,7.9731,1.556006,12.406191438599999
1749351600000,2025-06-08 03:00:00,LPT/USD,8.0124,8.4405,8.0124,8.047,188.300902,1515.2573583940002
1749348000000,2025-06-08 02:00:00,LPT/USD,7.8274,8.0704,7.8274,8.0124,31.625591,253.39688532839997
1749344400000,2025-06-08 01:00:00,LPT/USD,7.8,7.8339,7.8,7.8274,109.304089,855.5668262386
1749340800000,2025-06-08 00:00:00,LPT/USD,7.5285,7.8339,7.5285,7.8,257.98007,2012.2445460000001
1749337200000,2025-06-07 23:00:00,LPT/USD,7.6508,7.6508,7.5285,7.5285,7.645368,57.558152988
1749333600000,2025-06-07 22:00:00,LPT/USD,7.5001,7.6564,7.5001,7.6508,65.631,502.1296548
1749330000000,2025-06-07 21:00:00,LPT/USD,7.5001,7.5001,7.5001,7.5001,3.952,29.6403952
1749326400000,2025-06-07 20:00:00,LPT/USD,7.5001,7.5001,7.5001,7.5001,0.0,0.0
1749322800000,2025-06-07 19:00:00,LPT/USD,7.5001,7.5001,7.5001,7.5001,0.0,0.0
1749319200000,2025-06-07 18:00:00,LPT/USD,7.5853,7.5853,7.5001,7.5001,6.63218,49.742013218
1749315600000,2025-06-07 17:00:00,LPT/USD,7.5853,7.5853,7.5853,7.5853,0.0,0.0
1749312000000,2025-06-07 16:00:00,LPT/USD,7.5853,7.5853,7.5853,7.5853,0.0,0.0
1749308400000,2025-06-07 15:00:00,LPT/USD,7.5853,7.5853,7.5853,7.5853,0.0,0.0
1749304800000,2025-06-07 14:00:00,LPT/USD,7.6095,7.799,7.5853,7.5853,27.169053,206.0854177209
1749301200000,2025-06-07 13:00:00,LPT/USD,7.6068,7.6095,7.6068,7.6095,8.630292,65.672206974
1749297600000,2025-06-07 12:00:00,LPT/USD,7.56,7.6068,7.56,7.6068,2.132502,16.2215162136
1749294000000,2025-06-07 11:00:00,LPT/USD,7.56,7.56,7.56,7.56,0.0,0.0
1749290400000,2025-06-07 10:00:00,LPT/USD,7.3131,7.56,7.3131,7.56,17.874768,135.13324608
1749286800000,2025-06-07 09:00:00,LPT/USD,7.3131,7.3131,7.3131,7.3131,0.0,0.0
1749283200000,2025-06-07 08:00:00,LPT/USD,7.3075,7.3131,7.3075,7.3131,1.63948,11.989681188
1749279600000,2025-06-07 07:00:00,LPT/USD,7.2268,7.3075,7.2268,7.3075,4.064791,29.703460232499996
1749276000000,2025-06-07 06:00:00,LPT/USD,7.2618,7.2618,7.2268,7.2268,1.349618,9.753419362399999
1749272400000,2025-06-07 05:00:00,LPT/USD,7.2618,7.2618,7.2618,7.2618,0.0,0.0
1749268800000,2025-06-07 04:00:00,LPT/USD,7.4723,7.4723,7.2618,7.2618,0.005808,0.0421765344
1749265200000,2025-06-07 03:00:00,LPT/USD,7.4723,7.4723,7.4723,7.4723,0.0,0.0
1749261600000,2025-06-07 02:00:00,LPT/USD,7.7,7.7,7.4246,7.4723,8.107818,60.5840484414
1749258000000,2025-06-07 01:00:00,LPT/USD,7.7,7.7,7.7,7.7,0.0,0.0
1749254400000,2025-06-07 00:00:00,LPT/USD,7.1816,7.7314,7.1816,7.7,66.87203,514.914631
1749250800000,2025-06-06 23:00:00,LPT/USD,7.1817,7.1817,7.1816,7.1816,1.0,7.1816
1749247200000,2025-06-06 22:00:00,LPT/USD,7.25,7.25,7.1376,7.1817,11.201063,80.44267414709999
1749243600000,2025-06-06 21:00:00,LPT/USD,7.25,7.25,7.25,7.25,0.0,0.0
1749240000000,2025-06-06 20:00:00,LPT/USD,7.2502,7.2916,7.25,7.25,69.071319,500.76706275000004
1749236400000,2025-06-06 19:00:00,LPT/USD,7.2865,7.2902,7.2502,7.2502,0.682182,4.9459559364
1749232800000,2025-06-06 18:00:00,LPT/USD,7.3001,7.3001,7.2743,7.2865,7.324269,53.368286068500005
1749229200000,2025-06-06 17:00:00,LPT/USD,7.5,7.7288,7.2735,7.3001,149.016708,1087.8368700708
1749225600000,2025-06-06 16:00:00,LPT/USD,7.72,7.8934,7.5,7.5,65.513954,491.354655
1749222000000,2025-06-06 15:00:00,LPT/USD,7.8459,7.8459,7.72,7.72,65.052768,502.20736896
1749218400000,2025-06-06 14:00:00,LPT/USD,7.845,7.86,7.7606,7.8459,73.873095,579.6009160605
1749214800000,2025-06-06 13:00:00,LPT/USD,7.8214,7.845,7.7447,7.845,15.355544,120.46424268
1749211200000,2025-06-06 12:00:00,LPT/USD,7.7867,7.8214,7.7867,7.8214,0.48454,3.789781156
1749207600000,2025-06-06 11:00:00,LPT/USD,7.8247,7.8247,7.7867,7.7867,2.087481,16.2545883027
1749204000000,2025-06-06 10:00:00,LPT/USD,8.0043,8.0043,7.8247,7.8247,0.563345,4.4080056215
1749200400000,2025-06-06 09:00:00,LPT/USD,8.0043,8.0043,8.0043,8.0043,0.0,0.0
1749196800000,2025-06-06 08:00:00,LPT/USD,8.0043,8.0043,8.0043,8.0043,0.0,0.0
1749193200000,2025-06-06 07:00:00,LPT/USD,7.7447,8.0043,7.7447,8.0043,8.163827,65.3457204561
1749189600000,2025-06-06 06:00:00,LPT/USD,7.7791,7.7791,7.7447,7.7447,0.285929,2.2144343262999997
1749186000000,2025-06-06 05:00:00,LPT/USD,7.7791,7.7791,7.7791,7.7791,0.0,0.0
1749182400000,2025-06-06 04:00:00,LPT/USD,7.8035,7.8035,7.7791,7.7791,11.221935,87.29655455849999
1749178800000,2025-06-06 03:00:00,LPT/USD,7.8035,7.8035,7.8035,7.8035,0.0,0.0
1749175200000,2025-06-06 02:00:00,LPT/USD,7.8035,7.8035,7.8035,7.8035,0.0,0.0
1749171600000,2025-06-06 01:00:00,LPT/USD,7.8196,7.8196,7.8035,7.8035,3.684591,28.7527058685
1749168000000,2025-06-06 00:00:00,LPT/USD,7.8647,7.9484,7.8196,7.8196,932.899997,7294.9048165412005
1749164400000,2025-06-05 23:00:00,LPT/USD,7.9505,8.0,7.8647,7.8647,34.894882,274.4377784654
1749160800000,2025-06-05 22:00:00,LPT/USD,8.0836,8.0836,7.9505,7.9505,32.649779,259.5820679395
1749157200000,2025-06-05 21:00:00,LPT/USD,7.921,8.0836,7.8995,8.0836,115.671702,935.0437702872
1749153600000,2025-06-05 20:00:00,LPT/USD,8.1905,8.1905,7.863,7.921,162.790884,1289.466592164
1749150000000,2025-06-05 19:00:00,LPT/USD,8.2261,8.2261,8.1646,8.1905,7.382581,60.4670296805
1749146400000,2025-06-05 18:00:00,LPT/USD,8.4006,8.4006,8.2261,8.2261,25.83322,212.50665104200002
1749142800000,2025-06-05 17:00:00,LPT/USD,8.4,8.4006,8.4,8.4006,1.0,8.4006
1749139200000,2025-06-05 16:00:00,LPT/USD,8.4481,8.4481,8.4,8.4,30.025114,252.2109576
1749135600000,2025-06-05 15:00:00,LPT/USD,8.4051,8.5589,8.4051,8.4481,40.098401,338.75530148810003
1749132000000,2025-06-05 14:00:00,LPT/USD,8.5404,8.5404,8.4051,8.4051,13.186355,110.8326324105
1749128400000,2025-06-05 13:00:00,LPT/USD,8.4479,8.8001,8.4479,8.5404,139.732944,1193.3752349376
