https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC,Volume USD
1755500400000,2025-08-18 07:00:00,MATIC/USD,0.23931,0.24361,0.23931,0.24361,62.411302,15.204017280219999
1755496800000,2025-08-18 06:00:00,MATIC/USD,0.23931,0.23931,0.23931,0.23931,0.0,0.0
1755493200000,2025-08-18 05:00:00,MATIC/USD,0.24506,0.24506,0.23931,0.23931,5430.717156,1299.62492260236
1755489600000,2025-08-18 04:00:00,MATIC/USD,0.24,0.24506,0.23931,0.24506,2926.076408,717.06428454448
1755486000000,2025-08-18 03:00:00,MATIC/USD,0.24958,0.24958,0.24,0.24,12207.671327,2929.8411184799997
1755482400000,2025-08-18 02:00:00,MATIC/USD,0.25035,0.25035,0.245,0.24958,3271.0377,816.3855891659999
1755478800000,2025-08-18 01:00:00,MATIC/USD,0.24913,0.25458,0.24913,0.25035,15796.344186,3954.6147669651004
1755475200000,2025-08-18 00:00:00,MATIC/USD,0.24778,0.24913,0.24538,0.24913,26213.867604,6530.660836184519
1755471600000,2025-08-17 23:00:00,MATIC/USD,0.24913,0.24913,0.247,0.24778,398.870624,98.83216321472001
1755468000000,2025-08-17 22:00:00,MATIC/USD,0.24687,0.24913,0.24587,0.24913,8852.101628,2205.32407858364
1755464400000,2025-08-17 21:00:00,MATIC/USD,0.24798,0.24798,0.24643,0.24687,1009.899033,249.31377427671
1755460800000,2025-08-17 20:00:00,MATIC/USD,0.24736,0.24807,0.24736,0.24798,410.334038,101.75463474324
1755457200000,2025-08-17 19:00:00,MATIC/USD,0.24749,0.24918,0.24708,0.24736,5705.92541,1411.4177094176
1755453600000,2025-08-17 18:00:00,MATIC/USD,0.25067,0.25168,0.24749,0.24749,10687.090416,2644.9480070558398
1755450000000,2025-08-17 17:00:00,MATIC/USD,0.25144,0.25144,0.25067,0.25067,1959.319663,491.14265992421
1755446400000,2025-08-17 16:00:00,MATIC/USD,0.25332,0.25499,0.24802,0.25144,8407.60997,2114.0094508568
1755442800000,2025-08-17 15:00:00,MATIC/USD,0.25,0.25332,0.24802,0.25332,2669.656733,676.27744360356
1755439200000,2025-08-17 14:00:00,MATIC/USD,0.24769,0.25068,0.2467,0.25,3609.032173,902.25804325
