https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC,Volume USD
1743598800000,2025-04-02 13:00:00,MATIC/USD,0.19824,0.19841,0.19562,0.19772,1191.662612,235.61553164464001
1743595200000,2025-04-02 12:00:00,MATIC/USD,0.19655,0.19824,0.19655,0.19824,203.075951,40.25777652624
1743591600000,2025-04-02 11:00:00,MATIC/USD,0.19842,0.19842,0.19655,0.19655,821.380392,161.4423160476
1743588000000,2025-04-02 10:00:00,MATIC/USD,0.19945,0.19945,0.19842,0.19842,11.454643,2.2728302640600004
1743584400000,2025-04-02 09:00:00,MATIC/USD,0.19716,0.1995,0.19716,0.19945,4230.492922,843.7718132929
1743580800000,2025-04-02 08:00:00,MATIC/USD,0.19601,0.19716,0.19601,0.19716,883.399663,174.17107755708
1743577200000,2025-04-02 07:00:00,MATIC/USD,0.19486,0.19648,0.19486,0.19601,365.653857,71.67181251056999
1743573600000,2025-04-02 06:00:00,MATIC/USD,0.19558,0.19617,0.19234,0.19486,6054.677324,1179.81442335464
1743570000000,2025-04-02 05:00:00,MATIC/USD,0.19617,0.19735,0.185,0.19558,86559.361346,16929.279892050683
1743566400000,2025-04-02 04:00:00,MATIC/USD,0.19882,0.20081,0.19617,0.19617,1534.642539,301.05082687563
1743562800000,2025-04-02 03:00:00,MATIC/USD,0.19691,0.19882,0.19691,0.19882,51.234753,10.18649359146
1743559200000,2025-04-02 02:00:00,MATIC/USD,0.19843,0.20303,0.19691,0.19691,3063.699701,603.27310812391
1743555600000,2025-04-02 01:00:00,MATIC/USD,0.19959,0.20305,0.19843,0.19843,1163.702771,230.91354084953
1743552000000,2025-04-02 00:00:00,MATIC/USD,0.20219,0.2047,0.19959,0.19959,7647.610773,1526.38663418307
1743548400000,2025-04-01 23:00:00,MATIC/USD,0.20199,0.20219,0.2019,0.20219,1781.006989,360.10180310591
1743544800000,2025-04-01 22:00:00,MATIC/USD,0.20138,0.204,0.20138,0.20199,882.6211,178.280635989
1743541200000,2025-04-01 21:00:00,MATIC/USD,0.20215,0.204,0.20003,0.20138,2230.608508,449.19994134103996
1743537600000,2025-04-01 20:00:00,MATIC/USD,0.20099,0.2047,0.20087,0.20215,8624.50431,1743.4435462665
1743534000000,2025-04-01 19:00:00,MATIC/USD,0.20227,0.20269,0.20099,0.20099,2490.419596,500.54943460004006
1743530400000,2025-04-01 18:00:00,MATIC/USD,0.20604,0.20604,0.20227,0.20227,741.70273,150.0242111971
1743526800000,2025-04-01 17:00:00,MATIC/USD,0.20553,0.20604,0.2043,0.20604,2855.024856,588.24932133024
1743523200000,2025-04-01 16:00:00,MATIC/USD,0.2061,0.20803,0.20444,0.20553,588.755368,121.00689078503999
1743519600000,2025-04-01 15:00:00,MATIC/USD,0.20378,0.20781,0.202,0.2061,4699.986784,968.6672761824
1743516000000,2025-04-01 14:00:00,MATIC/USD,0.20517,0.20838,0.20204,0.20378,3432.854714,699.5471336189199
1743512400000,2025-04-01 13:00:00,MATIC/USD,0.20282,0.20517,0.20282,0.20517,1090.131866,223.66235494721997
1743508800000,2025-04-01 12:00:00,MATIC/USD,0.204,0.204,0.20282,0.20282,846.610186,171.70947792452
1743505200000,2025-04-01 11:00:00,MATIC/USD,0.20644,0.20837,0.204,0.204,526.182982,107.341328328
1743501600000,2025-04-01 10:00:00,MATIC/USD,0.20748,0.20748,0.20644,0.20644,80.041145,16.5236939738
1743498000000,2025-04-01 09:00:00,MATIC/USD,0.20672,0.20748,0.20672,0.20748,354.84982,73.6242406536
1743494400000,2025-04-01 08:00:00,MATIC/USD,0.20491,0.20795,0.20491,0.20672,1421.321643,293.81561004096
1743490800000,2025-04-01 07:00:00,MATIC/USD,0.20677,0.20677,0.20488,0.20491,1599.421951,327.73755197941
1743487200000,2025-04-01 06:00:00,MATIC/USD,0.20366,0.20695,0.20366,0.20677,7121.230717,1472.4568753540902
1743483600000,2025-04-01 05:00:00,MATIC/USD,0.20407,0.20615,0.20366,0.20366,1722.812396,350.86797256936
1743480000000,2025-04-01 04:00:00,MATIC/USD,0.2049,0.2049,0.20347,0.20407,946.67775,193.1885284425
1743476400000,2025-04-01 03:00:00,MATIC/USD,0.20402,0.20526,0.20341,0.2049,7358.020106,1507.6583197194
1743472800000,2025-04-01 02:00:00,MATIC/USD,0.20297,0.20477,0.20286,0.20402,2450.970309,500.04696244217996
1743469200000,2025-04-01 01:00:00,MATIC/USD,0.20507,0.20524,0.20297,0.20297,434.534993,88.19756752921
1743465600000,2025-04-01 00:00:00,MATIC/USD,0.20519,0.20519,0.20506,0.20507,4285.203359,878.76665283013
1743462000000,2025-03-31 23:00:00,MATIC/USD,0.20519,0.20519,0.20519,0.20519,0.0,0.0
1743458400000,2025-03-31 22:00:00,MATIC/USD,0.201,0.20519,0.201,0.20519,122.829915,25.20347025885
1743454800000,2025-03-31 21:00:00,MATIC/USD,0.20113,0.20525,0.201,0.201,4120.313675,828.1830486750001
1743451200000,2025-03-31 20:00:00,MATIC/USD,0.20393,0.21145,0.20099,0.20113,34343.239288,6907.45571799544
1743447600000,2025-03-31 19:00:00,MATIC/USD,0.20679,0.20679,0.20393,0.20393,4046.129943,825.12727927599
1743444000000,2025-03-31 18:00:00,MATIC/USD,0.20487,0.20679,0.20487,0.20679,258.714631,53.49959854449
1743440400000,2025-03-31 17:00:00,MATIC/USD,0.20759,0.20759,0.20451,0.20487,1366.49087,279.95298453690003
1743436800000,2025-03-31 16:00:00,MATIC/USD,0.20914,0.20914,0.20759,0.20759,1689.485772,350.72035140948
1743433200000,2025-03-31 15:00:00,MATIC/USD,0.20746,0.20914,0.20746,0.20914,1048.173707,219.21504908197997
1743429600000,2025-03-31 14:00:00,MATIC/USD,0.20555,0.20838,0.20555,0.20746,1219.686062,253.03607042252
1743426000000,2025-03-31 13:00:00,MATIC/USD,0.20615,0.20615,0.20555,0.20555,106.323182,21.854730060100003
1743422400000,2025-03-31 12:00:00,MATIC/USD,0.20399,0.20615,0.20399,0.20615,1402.550361,289.13575692015
1743418800000,2025-03-31 11:00:00,MATIC/USD,0.20281,0.20399,0.20281,0.20399,581.282822,118.57588285978001
1743415200000,2025-03-31 10:00:00,MATIC/USD,0.20009,0.2033,0.20009,0.20281,2742.959064,556.29952776984
1743411600000,2025-03-31 09:00:00,MATIC/USD,0.20195,0.20195,0.20009,0.20009,1853.985987,370.96405613882996
1743408000000,2025-03-31 08:00:00,MATIC/USD,0.20195,0.20195,0.20195,0.20195,0.0,0.0
1743404400000,2025-03-31 07:00:00,MATIC/USD,0.20252,0.203,0.20195,0.20195,67.930435,13.71855134825
1743400800000,2025-03-31 06:00:00,MATIC/USD,0.20252,0.20252,0.20252,0.20252,0.0,0.0
1743397200000,2025-03-31 05:00:00,MATIC/USD,0.20252,0.20252,0.20252,0.20252,0.0,0.0
1743393600000,2025-03-31 04:00:00,MATIC/USD,0.20252,0.20252,0.20252,0.20252,0.0,0.0
1743390000000,2025-03-31 03:00:00,MATIC/USD,0.20573,0.20573,0.20252,0.20252,117.404778,23.77681564056
1743386400000,2025-03-31 02:00:00,MATIC/USD,0.20573,0.20573,0.20573,0.20573,0.0,0.0
1743382800000,2025-03-31 01:00:00,MATIC/USD,0.20469,0.20573,0.20469,0.20573,166.039184,34.15924132432
1743379200000,2025-03-31 00:00:00,MATIC/USD,0.20469,0.20469,0.20469,0.20469,0.0,0.0
1743375600000,2025-03-30 23:00:00,MATIC/USD,0.20474,0.20474,0.20469,0.20469,476.492212,97.53319087428001
1743372000000,2025-03-30 22:00:00,MATIC/USD,0.20557,0.20557,0.20147,0.20474,726.599309,148.76394252466
1743368400000,2025-03-30 21:00:00,MATIC/USD,0.20417,0.20557,0.20044,0.20557,6897.256727,1417.86906536939
1743364800000,2025-03-30 20:00:00,MATIC/USD,0.20474,0.20501,0.20417,0.20417,204.624089,41.77810025113
1743361200000,2025-03-30 19:00:00,MATIC/USD,0.20474,0.20474,0.20474,0.20474,117.903641,24.13959145834
1743357600000,2025-03-30 18:00:00,MATIC/USD,0.20312,0.20474,0.20312,0.20474,2812.768946,575.8863140040401
1743354000000,2025-03-30 17:00:00,MATIC/USD,0.20195,0.20312,0.20195,0.20312,28.09676,5.7070138912
1743350400000,2025-03-30 16:00:00,MATIC/USD,0.20486,0.20486,0.20195,0.20195,541.235012,109.30241067339999
1743346800000,2025-03-30 15:00:00,MATIC/USD,0.20421,0.20544,0.20421,0.20486,219.029667,44.870417581619996
1743343200000,2025-03-30 14:00:00,MATIC/USD,0.20266,0.20711,0.20266,0.20421,485.946685,99.23517254385
1743339600000,2025-03-30 13:00:00,MATIC/USD,0.20744,0.20744,0.20266,0.20266,3109.931158,630.25864848028
1743336000000,2025-03-30 12:00:00,MATIC/USD,0.20424,0.20744,0.20424,0.20744,33.610256,6.97211150464
1743332400000,2025-03-30 11:00:00,MATIC/USD,0.20424,0.20424,0.20424,0.20424,0.0,0.0
1743328800000,2025-03-30 10:00:00,MATIC/USD,0.20511,0.20511,0.20424,0.20424,519.245868,106.05077608031999
1743325200000,2025-03-30 09:00:00,MATIC/USD,0.20511,0.20511,0.20511,0.20511,0.0,0.0
1743321600000,2025-03-30 08:00:00,MATIC/USD,0.20511,0.20511,0.20511,0.20511,0.0,0.0
1743318000000,2025-03-30 07:00:00,MATIC/USD,0.20511,0.20511,0.20511,0.20511,0.0,0.0
1743314400000,2025-03-30 06:00:00,MATIC/USD,0.20511,0.20511,0.20511,0.20511,0.0,0.0
1743310800000,2025-03-30 05:00:00,MATIC/USD,0.20669,0.20669,0.20511,0.20511,1793.940761,367.95518948871
1743307200000,2025-03-30 04:00:00,MATIC/USD,0.2069,0.2069,0.2057,0.20669,474.315366,98.03624299854
1743303600000,2025-03-30 03:00:00,MATIC/USD,0.20695,0.2074,0.2069,0.2069,1424.526292,294.7344898148
1743300000000,2025-03-30 02:00:00,MATIC/USD,0.20494,0.20695,0.20494,0.20695,1437.914645,297.57643578275
1743296400000,2025-03-30 01:00:00,MATIC/USD,0.20192,0.20494,0.20192,0.20494,1044.131772,213.98436535368
1743292800000,2025-03-30 00:00:00,MATIC/USD,0.20339,0.20386,0.20192,0.20192,2360.57976,476.64826513919996
1743289200000,2025-03-29 23:00:00,MATIC/USD,0.20277,0.20339,0.20213,0.20339,734.886091,149.46848204849
1743285600000,2025-03-29 22:00:00,MATIC/USD,0.20269,0.203,0.20269,0.20277,1924.236008,390.17733534216
1743282000000,2025-03-29 21:00:00,MATIC/USD,0.20071,0.20269,0.20071,0.20269,6754.290075,1369.0270553017501
1743278400000,2025-03-29 20:00:00,MATIC/USD,0.20003,0.20306,0.20003,0.20071,26949.659842,5409.06622688782
1743274800000,2025-03-29 19:00:00,MATIC/USD,0.20025,0.201,0.20003,0.20003,693.28,138.6767984
1743271200000,2025-03-29 18:00:00,MATIC/USD,0.19916,0.20306,0.19916,0.20025,1443.276406,289.0161003015
1743267600000,2025-03-29 17:00:00,MATIC/USD,0.2,0.20477,0.198,0.19916,4696.753622,935.4054513575201
1743264000000,2025-03-29 16:00:00,MATIC/USD,0.20179,0.21134,0.2,0.2,47023.081132,9404.6162264
1743260400000,2025-03-29 15:00:00,MATIC/USD,0.20272,0.20382,0.20179,0.20179,1695.640071,342.16320992709
1743256800000,2025-03-29 14:00:00,MATIC/USD,0.2041,0.20526,0.2021,0.20272,570.693552,115.69099686144
1743253200000,2025-03-29 13:00:00,MATIC/USD,0.20352,0.205,0.20352,0.2041,1572.506217,320.94851888970004
1743249600000,2025-03-29 12:00:00,MATIC/USD,0.20145,0.20393,0.20145,0.20352,1524.21428,310.2080902656
1743246000000,2025-03-29 11:00:00,MATIC/USD,0.2042,0.2042,0.20145,0.20145,2091.512076,421.33510771019996
1743242400000,2025-03-29 10:00:00,MATIC/USD,0.20393,0.2042,0.20393,0.2042,557.247796,113.7899999432
1743238800000,2025-03-29 09:00:00,MATIC/USD,0.20533,0.20533,0.20393,0.20393,1896.640711,386.78194019423
1743235200000,2025-03-29 08:00:00,MATIC/USD,0.20533,0.20533,0.20533,0.20533,0.0,0.0
1743231600000,2025-03-29 07:00:00,MATIC/USD,0.20734,0.20734,0.20533,0.20533,545.125849,111.93069057517
1743228000000,2025-03-29 06:00:00,MATIC/USD,0.2087,0.2087,0.20698,0.20734,2389.198768,495.37647255712005
1743224400000,2025-03-29 05:00:00,MATIC/USD,0.20883,0.20925,0.2085,0.2087,266.177044,55.5511490828
1743220800000,2025-03-29 04:00:00,MATIC/USD,0.20956,0.20956,0.20883,0.20883,354.435664,74.01679971312
1743217200000,2025-03-29 03:00:00,MATIC/USD,0.21001,0.21001,0.20808,0.20956,649.890419,136.19103620564
1743213600000,2025-03-29 02:00:00,MATIC/USD,0.21248,0.21248,0.21001,0.21001,2134.327227,448.23006094227003
1743210000000,2025-03-29 01:00:00,MATIC/USD,0.21293,0.21293,0.21126,0.21248,1406.029599,298.75316919552
1743206400000,2025-03-29 00:00:00,MATIC/USD,0.21305,0.21305,0.21293,0.21293,288.8886,61.513049598
1743202800000,2025-03-28 23:00:00,MATIC/USD,0.21187,0.21305,0.21187,0.21305,792.770395,168.89973265474998
1743199200000,2025-03-28 22:00:00,MATIC/USD,0.21305,0.21348,0.21187,0.21187,9687.615264,2052.51504598368
1743195600000,2025-03-28 21:00:00,MATIC/USD,0.21121,0.21305,0.21121,0.21305,3665.638015,780.96417909575
1743192000000,2025-03-28 20:00:00,MATIC/USD,0.20925,0.21121,0.20852,0.21121,3087.034025,652.01245642025
1743188400000,2025-03-28 19:00:00,MATIC/USD,0.20999,0.21082,0.20889,0.20925,3942.705815,825.0111917887499
1743184800000,2025-03-28 18:00:00,MATIC/USD,0.20914,0.20999,0.20914,0.20999,2127.713114,446.7984768088601
1743181200000,2025-03-28 17:00:00,MATIC/USD,0.20526,0.20914,0.20526,0.20914,18436.933457,3855.9002631969797
1743177600000,2025-03-28 16:00:00,MATIC/USD,0.2109,0.21224,0.19764,0.20526,249452.386615,51202.5968765949
1743174000000,2025-03-28 15:00:00,MATIC/USD,0.21067,0.21188,0.21067,0.2109,2453.989313,517.5463461117
1743170400000,2025-03-28 14:00:00,MATIC/USD,0.21207,0.21233,0.21067,0.21067,899.43432,189.4838281944
1743166800000,2025-03-28 13:00:00,MATIC/USD,0.21264,0.21377,0.21207,0.21207,165.500598,35.09771181786
1743163200000,2025-03-28 12:00:00,MATIC/USD,0.21399,0.21399,0.21264,0.21264,9339.853462,1986.0264401596799
1743159600000,2025-03-28 11:00:00,MATIC/USD,0.214,0.21411,0.21339,0.21399,30933.437916,6619.44637964484
1743156000000,2025-03-28 10:00:00,MATIC/USD,0.214,0.21408,0.214,0.214,43841.070608,9381.989110112001
1743152400000,2025-03-28 09:00:00,MATIC/USD,0.21431,0.21431,0.214,0.214,57542.544064,12314.104429696
1743148800000,2025-03-28 08:00:00,MATIC/USD,0.21431,0.21431,0.21431,0.21431,0.0,0.0
1743145200000,2025-03-28 07:00:00,MATIC/USD,0.2152,0.2152,0.21431,0.21431,454.163188,97.33171282028
1743141600000,2025-03-28 06:00:00,MATIC/USD,0.21634,0.21634,0.21499,0.2152,5448.587966,1172.5361302832
1743138000000,2025-03-28 05:00:00,MATIC/USD,0.22028,0.22032,0.21634,0.21634,3092.710838,669.07706269292
1743134400000,2025-03-28 04:00:00,MATIC/USD,0.22549,0.22549,0.22021,0.22028,8488.006662,1869.73810750536
1743130800000,2025-03-28 03:00:00,MATIC/USD,0.22739,0.22806,0.22549,0.22549,355.771165,80.22283999585
1743127200000,2025-03-28 02:00:00,MATIC/USD,0.22807,0.22807,0.22729,0.22739,1691.860337,384.71212203043
1743123600000,2025-03-28 01:00:00,MATIC/USD,0.22743,0.22894,0.22743,0.22807,1049.968466,239.46630804062
1743120000000,2025-03-28 00:00:00,MATIC/USD,0.23092,0.23092,0.22606,0.22743,2839.500112,645.78751047216
1743116400000,2025-03-27 23:00:00,MATIC/USD,0.2326,0.2326,0.23092,0.23092,1434.478406,331.24975351352
1743112800000,2025-03-27 22:00:00,MATIC/USD,0.23228,0.23332,0.23168,0.2326,2799.460671,651.1545520745999
1743109200000,2025-03-27 21:00:00,MATIC/USD,0.23218,0.23228,0.23066,0.23228,568.823526,132.12632861928
1743105600000,2025-03-27 20:00:00,MATIC/USD,0.23266,0.23266,0.23118,0.23218,1221.538969,283.61691782241996
1743102000000,2025-03-27 19:00:00,MATIC/USD,0.23031,0.23266,0.23031,0.23266,2229.274716,518.66305542456
1743098400000,2025-03-27 18:00:00,MATIC/USD,0.23042,0.23042,0.23031,0.23031,89.675844,20.65324363164
1743094800000,2025-03-27 17:00:00,MATIC/USD,0.23375,0.23388,0.23042,0.23042,18112.837287,4173.55996767054
1743091200000,2025-03-27 16:00:00,MATIC/USD,0.2358,0.23709,0.23375,0.23375,116.841692,27.311745505
1743087600000,2025-03-27 15:00:00,MATIC/USD,0.23387,0.23611,0.23299,0.2358,6399.438333,1508.9875589214
1743084000000,2025-03-27 14:00:00,MATIC/USD,0.23101,0.23466,0.23046,0.23387,440.544512,103.03014502143999
1743080400000,2025-03-27 13:00:00,MATIC/USD,0.23403,0.23403,0.22995,0.23101,6984.74089,1613.5449929989
1743076800000,2025-03-27 12:00:00,MATIC/USD,0.2316,0.23403,0.2313,0.23403,1452.538334,339.93754630602
1743073200000,2025-03-27 11:00:00,MATIC/USD,0.23411,0.23422,0.2316,0.2316,1049.444326,243.05130590160002
1743069600000,2025-03-27 10:00:00,MATIC/USD,0.23413,0.23459,0.23411,0.23411,395.489615,92.58807376765
1743066000000,2025-03-27 09:00:00,MATIC/USD,0.23825,0.23825,0.23413,0.23413,476.147649,111.48044906037
1743062400000,2025-03-27 08:00:00,MATIC/USD,0.23825,0.23825,0.23825,0.23825,0.0,0.0
1743058800000,2025-03-27 07:00:00,MATIC/USD,0.23824,0.23825,0.23824,0.23825,79.048703,18.83335348975
1743055200000,2025-03-27 06:00:00,MATIC/USD,0.24147,0.24147,0.23824,0.23824,249.970422,59.55295333728
1743051600000,2025-03-27 05:00:00,MATIC/USD,0.24132,0.24156,0.24132,0.24147,1457.278336,351.88899979392
1743048000000,2025-03-27 04:00:00,MATIC/USD,0.23699,0.24132,0.23621,0.24132,3490.247878,842.26661791896
1743044400000,2025-03-27 03:00:00,MATIC/USD,0.23639,0.23699,0.23628,0.23699,6789.713528,1609.0942090007202
1743040800000,2025-03-27 02:00:00,MATIC/USD,0.23515,0.23639,0.23515,0.23639,1269.773926,300.16185836714
1743037200000,2025-03-27 01:00:00,MATIC/USD,0.23103,0.2353,0.23103,0.23515,4851.35528,1140.796194092
1743033600000,2025-03-27 00:00:00,MATIC/USD,0.23167,0.23339,0.23103,0.23103,556.5812,128.586954636
1743030000000,2025-03-26 23:00:00,MATIC/USD,0.23422,0.23422,0.23154,0.23167,841.591686,194.97154589561998
1743026400000,2025-03-26 22:00:00,MATIC/USD,0.23608,0.23636,0.23422,0.23422,763.644468,178.86080729496
1743022800000,2025-03-26 21:00:00,MATIC/USD,0.23616,0.23616,0.23608,0.23608,638.342863,150.69998309704
1743019200000,2025-03-26 20:00:00,MATIC/USD,0.23325,0.23616,0.23325,0.23616,20484.45466,4837.6088125056
1743015600000,2025-03-26 19:00:00,MATIC/USD,0.23122,0.23341,0.22977,0.23325,3047.146892,710.747012559
1743012000000,2025-03-26 18:00:00,MATIC/USD,0.23217,0.23408,0.23122,0.23122,1950.388675,450.9688694335
1743008400000,2025-03-26 17:00:00,MATIC/USD,0.23512,0.23695,0.23217,0.23217,1046.657511,243.00247432887002
1743004800000,2025-03-26 16:00:00,MATIC/USD,0.23314,0.23709,0.23301,0.23512,3033.117584,713.14660635008
1743001200000,2025-03-26 15:00:00,MATIC/USD,0.233,0.23384,0.22905,0.23314,39945.733179,9312.948233352061
1742997600000,2025-03-26 14:00:00,MATIC/USD,0.23411,0.23626,0.2307,0.233,1630.505877,379.90786934100004
1742994000000,2025-03-26 13:00:00,MATIC/USD,0.23986,0.23998,0.23411,0.23411,9575.380516,2241.69233260076
1742990400000,2025-03-26 12:00:00,MATIC/USD,0.24553,0.24553,0.23986,0.23986,2962.057719,710.4791644793399
1742986800000,2025-03-26 11:00:00,MATIC/USD,0.2444,0.24553,0.2444,0.24553,715.594225,175.69985006425
1742983200000,2025-03-26 10:00:00,MATIC/USD,0.2443,0.2444,0.24084,0.2444,2020.661709,493.8497216796
1742979600000,2025-03-26 09:00:00,MATIC/USD,0.24372,0.24441,0.24242,0.2443,472.315375,115.3866461125
1742976000000,2025-03-26 08:00:00,MATIC/USD,0.24339,0.24404,0.24273,0.24372,6657.450436,1622.55382026192
1742972400000,2025-03-26 07:00:00,MATIC/USD,0.24269,0.24339,0.24269,0.24339,38.431692,9.353889515879999
1742968800000,2025-03-26 06:00:00,MATIC/USD,0.23909,0.2433,0.23619,0.24269,18807.665526,4564.43234650494
1742965200000,2025-03-26 05:00:00,MATIC/USD,0.23481,0.23909,0.2347,0.23909,16393.856153,3919.60706762077
1742961600000,2025-03-26 04:00:00,MATIC/USD,0.2295,0.23498,0.2295,0.23481,2117.08714,497.1132313434
1742958000000,2025-03-26 03:00:00,MATIC/USD,0.22918,0.2295,0.22918,0.2295,12.393464,2.844299988
1742954400000,2025-03-26 02:00:00,MATIC/USD,0.23284,0.23295,0.22918,0.22918,2988.342645,684.8683673811
1742950800000,2025-03-26 01:00:00,MATIC/USD,0.2312,0.23339,0.2312,0.23284,8395.635184,1954.8396962425602
1742947200000,2025-03-26 00:00:00,MATIC/USD,0.22677,0.2312,0.22677,0.2312,2834.823697,655.4112387463999
1742943600000,2025-03-25 23:00:00,MATIC/USD,0.22817,0.22817,0.22677,0.22677,411.289851,93.26819951127
1742940000000,2025-03-25 22:00:00,MATIC/USD,0.22739,0.22849,0.22739,0.22817,4077.484536,930.3596465791201
1742936400000,2025-03-25 21:00:00,MATIC/USD,0.22739,0.22847,0.22739,0.22739,12766.885203,2903.06202631017
1742932800000,2025-03-25 20:00:00,MATIC/USD,0.22703,0.22847,0.22703,0.22739,34598.054657,7867.251648455231
1742929200000,2025-03-25 19:00:00,MATIC/USD,0.2247,0.22703,0.2247,0.22703,12116.642487,2750.84134382361
1742925600000,2025-03-25 18:00:00,MATIC/USD,0.225,0.22651,0.22437,0.2247,11443.084459,2571.2610779373
1742922000000,2025-03-25 17:00:00,MATIC/USD,0.22516,0.22605,0.2245,0.225,9885.763623,2224.296815175
1742918400000,2025-03-25 16:00:00,MATIC/USD,0.22336,0.22516,0.2227,0.22516,22387.232837,5040.70934557892
1742914800000,2025-03-25 15:00:00,MATIC/USD,0.22449,0.22449,0.2227,0.22336,1064.485705,237.76352706880002
1742911200000,2025-03-25 14:00:00,MATIC/USD,0.22381,0.22449,0.22214,0.22449,9000.250198,2020.46616694902
1742907600000,2025-03-25 13:00:00,MATIC/USD,0.224,0.22535,0.22312,0.22381,34143.90635,7641.7476801935
1742904000000,2025-03-25 12:00:00,MATIC/USD,0.22139,0.224,0.22139,0.224,46157.099701,10339.190333024
1742900400000,2025-03-25 11:00:00,MATIC/USD,0.22055,0.22139,0.22055,0.22139,398.295648,88.17867351072
1742896800000,2025-03-25 10:00:00,MATIC/USD,0.22056,0.22056,0.22055,0.22055,107.814419,23.778470110449998
1742893200000,2025-03-25 09:00:00,MATIC/USD,0.22207,0.22207,0.22056,0.22056,1052.128699,232.05750585144003
1742889600000,2025-03-25 08:00:00,MATIC/USD,0.21956,0.22207,0.21853,0.22207,64960.109886,14425.691602384019
1742886000000,2025-03-25 07:00:00,MATIC/USD,0.21766,0.21956,0.21766,0.21956,93.221307,20.46767016492
1742882400000,2025-03-25 06:00:00,MATIC/USD,0.21766,0.21766,0.21766,0.21766,0.0,0.0
1742878800000,2025-03-25 05:00:00,MATIC/USD,0.21699,0.21766,0.21699,0.21766,67.693076,14.734074922160001
1742875200000,2025-03-25 04:00:00,MATIC/USD,0.21652,0.21785,0.21652,0.21699,1108.689548,240.57454502052
1742871600000,2025-03-25 03:00:00,MATIC/USD,0.21832,0.21894,0.21652,0.21652,985.359596,213.35005972592
1742868000000,2025-03-25 02:00:00,MATIC/USD,0.21752,0.21832,0.21752,0.21832,230.891824,50.40830301568
1742864400000,2025-03-25 01:00:00,MATIC/USD,0.22,0.22,0.21752,0.21752,528.432949,114.94473506647999
1742860800000,2025-03-25 00:00:00,MATIC/USD,0.21886,0.22,0.21886,0.22,16300.483609,3586.10639398
1742857200000,2025-03-24 23:00:00,MATIC/USD,0.21884,0.21922,0.21806,0.21886,1301.849368,284.92275268047996
1742853600000,2025-03-24 22:00:00,MATIC/USD,0.22042,0.22042,0.21884,0.21884,176.072882,38.53178949688
1742850000000,2025-03-24 21:00:00,MATIC/USD,0.22037,0.22094,0.21976,0.22042,99.844739,22.00777737038
1742846400000,2025-03-24 20:00:00,MATIC/USD,0.2208,0.22113,0.21976,0.22037,657.041935,144.79233121595
1742842800000,2025-03-24 19:00:00,MATIC/USD,0.22,0.22113,0.22,0.2208,2228.767164,492.11178981119997
1742839200000,2025-03-24 18:00:00,MATIC/USD,0.21785,0.22,0.21634,0.22,16915.30509,3721.3671198
1742835600000,2025-03-24 17:00:00,MATIC/USD,0.21975,0.22,0.21785,0.21785,29985.554015,6532.35294216775
1742832000000,2025-03-24 16:00:00,MATIC/USD,0.21975,0.21975,0.21975,0.21975,0.0,0.0
1742828400000,2025-03-24 15:00:00,MATIC/USD,0.218,0.22,0.218,0.21975,2398.96029,527.1715237275
1742824800000,2025-03-24 14:00:00,MATIC/USD,0.21862,0.22497,0.218,0.218,97478.219854,21250.251928171998
1742821200000,2025-03-24 13:00:00,MATIC/USD,0.22028,0.22028,0.21829,0.21862,828.278571,181.07826119202002
1742817600000,2025-03-24 12:00:00,MATIC/USD,0.21902,0.22133,0.21702,0.22028,1451.570316,319.75190920848
1742814000000,2025-03-24 11:00:00,MATIC/USD,0.21961,0.22177,0.21829,0.21902,293.647779,64.31473655658
1742810400000,2025-03-24 10:00:00,MATIC/USD,0.22021,0.22177,0.21839,0.21961,637.32376,139.9626709336
1742806800000,2025-03-24 09:00:00,MATIC/USD,0.22111,0.22183,0.2184,0.22021,1561.690709,343.89991102888996
1742803200000,2025-03-24 08:00:00,MATIC/USD,0.21944,0.22141,0.21879,0.22111,1784.97861,394.6766204571
1742799600000,2025-03-24 07:00:00,MATIC/USD,0.21999,0.21999,0.21865,0.21944,1171.377567,257.04709330248
1742796000000,2025-03-24 06:00:00,MATIC/USD,0.21595,0.21999,0.21595,0.21999,3082.411659,678.0997408634099
1742792400000,2025-03-24 05:00:00,MATIC/USD,0.21502,0.21787,0.21502,0.21595,33469.027482,7227.6364847379
1742788800000,2025-03-24 04:00:00,MATIC/USD,0.21306,0.21502,0.21202,0.21502,4189.27797,900.7785491093999
1742785200000,2025-03-24 03:00:00,MATIC/USD,0.21101,0.21306,0.21101,0.21306,2261.0219,481.73332601400006
1742781600000,2025-03-24 02:00:00,MATIC/USD,0.21112,0.21112,0.21101,0.21101,5.042991,1.06412153091
1742778000000,2025-03-24 01:00:00,MATIC/USD,0.2145,0.2145,0.21112,0.21112,964.940571,203.71825334951998
1742774400000,2025-03-24 00:00:00,MATIC/USD,0.21404,0.2145,0.21277,0.2145,1702.983005,365.2898545725
1742770800000,2025-03-23 23:00:00,MATIC/USD,0.21319,0.21404,0.21319,0.21404,47.877188,10.24763331952
1742767200000,2025-03-23 22:00:00,MATIC/USD,0.21199,0.21368,0.21199,0.21319,8594.459405,1832.2528005519498
1742763600000,2025-03-23 21:00:00,MATIC/USD,0.21142,0.21199,0.21142,0.21199,22.222362,4.71091852038
1742760000000,2025-03-23 20:00:00,MATIC/USD,0.21142,0.21142,0.21142,0.21142,0.0,0.0
