https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUBE,Volume USD
1738155600000,2025-01-29 13:00:00,CUBE/USD,0.5325,0.5325,0.5325,0.5325,0.0,0.0
1738152000000,2025-01-29 12:00:00,CUBE/USD,0.5365,0.5365,0.5325,0.5325,396.188755,210.9705120375
1738148400000,2025-01-29 11:00:00,CUBE/USD,0.5365,0.5365,0.5365,0.5365,0.0,0.0
1738144800000,2025-01-29 10:00:00,CUBE/USD,0.5365,0.5365,0.5365,0.5365,0.0,0.0
1738141200000,2025-01-29 09:00:00,CUBE/USD,0.5365,0.5365,0.5365,0.5365,0.0,0.0
1738137600000,2025-01-29 08:00:00,CUBE/USD,0.5218,0.5369,0.5218,0.5365,1521.483902,816.276113423
1738134000000,2025-01-29 07:00:00,CUBE/USD,0.5218,0.5218,0.5218,0.5218,23.868154,12.4544027572
1738130400000,2025-01-29 06:00:00,CUBE/USD,0.5218,0.5218,0.5218,0.5218,350.925788,183.1130761784
1738126800000,2025-01-29 05:00:00,CUBE/USD,0.521,0.5218,0.521,0.5218,3.641563,1.9001675734000003
1738123200000,2025-01-29 04:00:00,CUBE/USD,0.521,0.521,0.521,0.521,0.0,0.0
1738119600000,2025-01-29 03:00:00,CUBE/USD,0.5285,0.5285,0.521,0.521,800.0,416.8
1738116000000,2025-01-29 02:00:00,CUBE/USD,0.5305,0.5305,0.5285,0.5285,763.355309,403.4332808065
1738112400000,2025-01-29 01:00:00,CUBE/USD,0.53,0.5305,0.53,0.5305,50.656414,26.873227627
1738108800000,2025-01-29 00:00:00,CUBE/USD,0.53,0.53,0.53,0.53,145.6028,77.16948400000001
1738105200000,2025-01-28 23:00:00,CUBE/USD,0.5317,0.5317,0.53,0.53,869.524086,460.84776558000004
1738101600000,2025-01-28 22:00:00,CUBE/USD,0.5429,0.5429,0.5317,0.5317,1344.677794,714.9651830697999
1738098000000,2025-01-28 21:00:00,CUBE/USD,0.5429,0.5429,0.5429,0.5429,0.0,0.0
1738094400000,2025-01-28 20:00:00,CUBE/USD,0.5429,0.5429,0.5429,0.5429,0.0,0.0
1738090800000,2025-01-28 19:00:00,CUBE/USD,0.5429,0.5429,0.5429,0.5429,0.0,0.0
1738087200000,2025-01-28 18:00:00,CUBE/USD,0.5393,0.5429,0.5393,0.5429,361.022539,195.99913642310003
1738083600000,2025-01-28 17:00:00,CUBE/USD,0.5381,0.5393,0.5381,0.5393,46.200815,24.9160995295
1738080000000,2025-01-28 16:00:00,CUBE/USD,0.5397,0.5401,0.5381,0.5381,199.443235,107.3204047535
1738076400000,2025-01-28 15:00:00,CUBE/USD,0.5397,0.5397,0.5397,0.5397,0.0,0.0
1738072800000,2025-01-28 14:00:00,CUBE/USD,0.5405,0.5405,0.5397,0.5397,63.129728,34.0711142016
1738069200000,2025-01-28 13:00:00,CUBE/USD,0.5369,0.5405,0.5369,0.5405,362.617338,195.994671189
1738065600000,2025-01-28 12:00:00,CUBE/USD,0.5365,0.5369,0.5365,0.5369,36.907178,19.815463868200002
1738062000000,2025-01-28 11:00:00,CUBE/USD,0.5341,0.5365,0.5341,0.5365,179.914688,96.524230112
1738058400000,2025-01-28 10:00:00,CUBE/USD,0.5341,0.5341,0.5341,0.5341,0.0,0.0
1738054800000,2025-01-28 09:00:00,CUBE/USD,0.5349,0.5349,0.5341,0.5341,24.81418,13.253253538000001
1738051200000,2025-01-28 08:00:00,CUBE/USD,0.5349,0.5349,0.5349,0.5349,0.0,0.0
1738047600000,2025-01-28 07:00:00,CUBE/USD,0.5402,0.5402,0.5325,0.5349,1323.642517,708.0163823433
1738044000000,2025-01-28 06:00:00,CUBE/USD,0.5402,0.5402,0.5402,0.5402,0.0,0.0
1738040400000,2025-01-28 05:00:00,CUBE/USD,0.5402,0.5402,0.5402,0.5402,0.0,0.0
1738036800000,2025-01-28 04:00:00,CUBE/USD,0.5402,0.5402,0.5402,0.5402,0.0,0.0
1738033200000,2025-01-28 03:00:00,CUBE/USD,0.5449,0.5449,0.54,0.5402,845.271596,456.6157161592
1738029600000,2025-01-28 02:00:00,CUBE/USD,0.5449,0.5449,0.5449,0.5449,0.0,0.0
1738026000000,2025-01-28 01:00:00,CUBE/USD,0.5449,0.5449,0.5449,0.5449,0.0,0.0
1738022400000,2025-01-28 00:00:00,CUBE/USD,0.5473,0.55,0.5449,0.5449,1714.598406,934.2846714294001
1738018800000,2025-01-27 23:00:00,CUBE/USD,0.5465,0.5473,0.5465,0.5473,869.524086,475.89053226780004
1738015200000,2025-01-27 22:00:00,CUBE/USD,0.5465,0.5465,0.5465,0.5465,0.0,0.0
1738011600000,2025-01-27 21:00:00,CUBE/USD,0.5465,0.5465,0.5465,0.5465,0.0,0.0
1738008000000,2025-01-27 20:00:00,CUBE/USD,0.5489,0.5489,0.5465,0.5465,209.599196,114.545960614
1738004400000,2025-01-27 19:00:00,CUBE/USD,0.5481,0.5489,0.5481,0.5489,175.838317,96.51765220130001
1738000800000,2025-01-27 18:00:00,CUBE/USD,0.563,0.566,0.5481,0.5481,3506.754704,1922.0522532624
1737997200000,2025-01-27 17:00:00,CUBE/USD,0.5685,0.5685,0.563,0.563,400.0,225.2
1737993600000,2025-01-27 16:00:00,CUBE/USD,0.5685,0.5685,0.5685,0.5685,0.0,0.0
1737990000000,2025-01-27 15:00:00,CUBE/USD,0.5685,0.5685,0.5685,0.5685,0.0,0.0
1737986400000,2025-01-27 14:00:00,CUBE/USD,0.5685,0.5685,0.5685,0.5685,0.0,0.0
1737982800000,2025-01-27 13:00:00,CUBE/USD,0.5635,0.5685,0.5635,0.5685,344.784739,196.0101241215
1737979200000,2025-01-27 12:00:00,CUBE/USD,0.5635,0.5635,0.5635,0.5635,0.0,0.0
1737975600000,2025-01-27 11:00:00,CUBE/USD,0.5635,0.564,0.5635,0.5635,441.505753,248.7884918155
1737972000000,2025-01-27 10:00:00,CUBE/USD,0.5635,0.5635,0.5635,0.5635,0.0,0.0
1737968400000,2025-01-27 09:00:00,CUBE/USD,0.5635,0.5635,0.5635,0.5635,0.0,0.0
1737964800000,2025-01-27 08:00:00,CUBE/USD,0.573,0.573,0.5635,0.5635,796.197222,448.657134597
1737961200000,2025-01-27 07:00:00,CUBE/USD,0.573,0.573,0.573,0.573,0.0,0.0
1737957600000,2025-01-27 06:00:00,CUBE/USD,0.5829,0.5829,0.573,0.573,841.715077,482.30273912099995
1737954000000,2025-01-27 05:00:00,CUBE/USD,0.5837,0.5837,0.5829,0.5829,50.624642,29.5091038218
1737950400000,2025-01-27 04:00:00,CUBE/USD,0.5924,0.5924,0.5833,0.5837,868.348559,506.8550538883
1737946800000,2025-01-27 03:00:00,CUBE/USD,0.5924,0.5924,0.5924,0.5924,0.0,0.0
1737943200000,2025-01-27 02:00:00,CUBE/USD,0.6106,0.6106,0.5915,0.5924,2464.556979,1460.0035543596
1737939600000,2025-01-27 01:00:00,CUBE/USD,0.5996,0.6106,0.5996,0.6106,1617.95344,987.9223704640001
1737936000000,2025-01-27 00:00:00,CUBE/USD,0.5986,0.5996,0.5981,0.5996,91.102593,54.6251147628
1737932400000,2025-01-26 23:00:00,CUBE/USD,0.5996,0.5996,0.5986,0.5986,28.495763,17.057563731800002
1737928800000,2025-01-26 22:00:00,CUBE/USD,0.6263,0.6263,0.5986,0.5996,3538.204684,2121.5075285264
1737925200000,2025-01-26 21:00:00,CUBE/USD,0.5933,0.6263,0.5933,0.6263,3254.364949,2038.2087675586997
1737921600000,2025-01-26 20:00:00,CUBE/USD,0.5928,0.5933,0.5928,0.5933,50.080692,29.712874563600003
1737918000000,2025-01-26 19:00:00,CUBE/USD,0.592,0.5928,0.592,0.5928,15.165253,8.9899619784
1737914400000,2025-01-26 18:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737910800000,2025-01-26 17:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737907200000,2025-01-26 16:00:00,CUBE/USD,0.592,0.592,0.592,0.592,3.346563,1.981165296
1737903600000,2025-01-26 15:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737900000000,2025-01-26 14:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737896400000,2025-01-26 13:00:00,CUBE/USD,0.592,0.592,0.592,0.592,1.0,0.592
1737892800000,2025-01-26 12:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737889200000,2025-01-26 11:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737885600000,2025-01-26 10:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737882000000,2025-01-26 09:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737878400000,2025-01-26 08:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737874800000,2025-01-26 07:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737871200000,2025-01-26 06:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737867600000,2025-01-26 05:00:00,CUBE/USD,0.592,0.592,0.592,0.592,0.0,0.0
1737864000000,2025-01-26 04:00:00,CUBE/USD,0.5928,0.5928,0.592,0.592,41.02755,24.288309599999998
1737860400000,2025-01-26 03:00:00,CUBE/USD,0.5928,0.5928,0.5928,0.5928,0.0,0.0
1737856800000,2025-01-26 02:00:00,CUBE/USD,0.5928,0.5928,0.5928,0.5928,0.0,0.0
1737853200000,2025-01-26 01:00:00,CUBE/USD,0.5928,0.5928,0.5928,0.5928,0.0,0.0
1737849600000,2025-01-26 00:00:00,CUBE/USD,0.5933,0.5933,0.5928,0.5928,24.024723,14.241855794400001
1737846000000,2025-01-25 23:00:00,CUBE/USD,0.5937,0.5937,0.5933,0.5933,32.21239,19.111610987000002
1737842400000,2025-01-25 22:00:00,CUBE/USD,0.5937,0.5937,0.5937,0.5937,0.0,0.0
1737838800000,2025-01-25 21:00:00,CUBE/USD,0.5937,0.5937,0.5937,0.5937,0.0,0.0
1737835200000,2025-01-25 20:00:00,CUBE/USD,0.5937,0.5937,0.5937,0.5937,0.0,0.0
1737831600000,2025-01-25 19:00:00,CUBE/USD,0.5941,0.5941,0.5937,0.5937,66.33565,39.383475405
1737828000000,2025-01-25 18:00:00,CUBE/USD,0.5971,0.5971,0.5941,0.5941,189.635952,112.66271908319999
1737824400000,2025-01-25 17:00:00,CUBE/USD,0.5958,0.5971,0.5958,0.5971,39.176803,23.3924690713
1737820800000,2025-01-25 16:00:00,CUBE/USD,0.5966,0.5966,0.5958,0.5958,3.535193,2.1062679894
1737817200000,2025-01-25 15:00:00,CUBE/USD,0.5966,0.5966,0.5966,0.5966,0.0,0.0
1737813600000,2025-01-25 14:00:00,CUBE/USD,0.5962,0.5966,0.5962,0.5966,15.860573,9.4624178518
1737810000000,2025-01-25 13:00:00,CUBE/USD,0.5915,0.5962,0.5915,0.5962,411.006341,245.04198050419998
1737806400000,2025-01-25 12:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,16.877637,9.9831222855
1737802800000,2025-01-25 11:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737799200000,2025-01-25 10:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737795600000,2025-01-25 09:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737792000000,2025-01-25 08:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737788400000,2025-01-25 07:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737784800000,2025-01-25 06:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737781200000,2025-01-25 05:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737777600000,2025-01-25 04:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737774000000,2025-01-25 03:00:00,CUBE/USD,0.5911,0.5915,0.5911,0.5915,0.01682,0.009949030000000001
1737770400000,2025-01-25 02:00:00,CUBE/USD,0.5911,0.5911,0.5911,0.5911,0.0,0.0
1737766800000,2025-01-25 01:00:00,CUBE/USD,0.5996,0.5996,0.5911,0.5911,988.464107,584.2811336477
1737763200000,2025-01-25 00:00:00,CUBE/USD,0.5996,0.5996,0.5996,0.5996,0.0,0.0
1737759600000,2025-01-24 23:00:00,CUBE/USD,0.5996,0.5996,0.5996,0.5996,0.0,0.0
1737756000000,2025-01-24 22:00:00,CUBE/USD,0.5996,0.5996,0.5996,0.5996,6.654497,3.9900364012000002
1737752400000,2025-01-24 21:00:00,CUBE/USD,0.5996,0.5996,0.5996,0.5996,0.0,0.0
1737748800000,2025-01-24 20:00:00,CUBE/USD,0.5996,0.5996,0.5996,0.5996,0.0,0.0
1737745200000,2025-01-24 19:00:00,CUBE/USD,0.5986,0.5996,0.5986,0.5996,79.671423,47.7709852308
1737741600000,2025-01-24 18:00:00,CUBE/USD,0.5986,0.5986,0.5986,0.5986,0.0,0.0
1737738000000,2025-01-24 17:00:00,CUBE/USD,0.5937,0.5986,0.5937,0.5986,350.0,209.51000000000002
1737734400000,2025-01-24 16:00:00,CUBE/USD,0.5945,0.5945,0.5937,0.5937,17.86892,10.608777803999999
1737730800000,2025-01-24 15:00:00,CUBE/USD,0.5945,0.5945,0.5945,0.5945,0.0,0.0
1737727200000,2025-01-24 14:00:00,CUBE/USD,0.5945,0.5945,0.5945,0.5945,0.0,0.0
1737723600000,2025-01-24 13:00:00,CUBE/USD,0.5945,0.5945,0.5945,0.5945,0.0,0.0
1737720000000,2025-01-24 12:00:00,CUBE/USD,0.5945,0.5945,0.5945,0.5945,0.0,0.0
1737716400000,2025-01-24 11:00:00,CUBE/USD,0.5924,0.5945,0.5924,0.5945,147.146443,87.47856036350001
1737712800000,2025-01-24 10:00:00,CUBE/USD,0.5915,0.5924,0.5915,0.5924,80.634867,47.768095210800006
1737709200000,2025-01-24 09:00:00,CUBE/USD,0.5915,0.5915,0.5915,0.5915,0.0,0.0
1737705600000,2025-01-24 08:00:00,CUBE/USD,0.5907,0.5915,0.5907,0.5915,39.103232,23.129561728
1737702000000,2025-01-24 07:00:00,CUBE/USD,0.5907,0.5907,0.5907,0.5907,0.0,0.0
1737698400000,2025-01-24 06:00:00,CUBE/USD,0.5907,0.5907,0.5907,0.5907,0.0,0.0
1737694800000,2025-01-24 05:00:00,CUBE/USD,0.5907,0.5907,0.5907,0.5907,0.0,0.0
1737691200000,2025-01-24 04:00:00,CUBE/USD,0.5873,0.5907,0.5873,0.5907,247.449924,146.1686701068
1737687600000,2025-01-24 03:00:00,CUBE/USD,0.6082,0.6082,0.5739,0.5873,6248.434124,3669.7053610252005
1737684000000,2025-01-24 02:00:00,CUBE/USD,0.6091,0.6091,0.6082,0.6082,75.724362,46.0555569684
1737680400000,2025-01-24 01:00:00,CUBE/USD,0.6091,0.6091,0.6091,0.6091,0.0,0.0
1737676800000,2025-01-24 00:00:00,CUBE/USD,0.6096,0.6096,0.6091,0.6091,32.787292,19.970739557199998
1737673200000,2025-01-23 23:00:00,CUBE/USD,0.6043,0.6096,0.6043,0.6096,401.950383,245.0289534768
1737669600000,2025-01-23 22:00:00,CUBE/USD,0.6034,0.6043,0.6034,0.6043,21.830754,13.192324642199997
1737666000000,2025-01-23 21:00:00,CUBE/USD,0.6034,0.6034,0.6034,0.6034,0.0,0.0
1737662400000,2025-01-23 20:00:00,CUBE/USD,0.6065,0.6065,0.6034,0.6034,246.501749,148.7391553466
1737658800000,2025-01-23 19:00:00,CUBE/USD,0.6069,0.6069,0.6065,0.6065,4.407673,2.6732536745
1737655200000,2025-01-23 18:00:00,CUBE/USD,0.6069,0.6069,0.6069,0.6069,0.0,0.0
1737651600000,2025-01-23 17:00:00,CUBE/USD,0.6069,0.6069,0.6069,0.6069,0.0,0.0
1737648000000,2025-01-23 16:00:00,CUBE/USD,0.6074,0.6074,0.6069,0.6069,32.54411,19.751020359
1737644400000,2025-01-23 15:00:00,CUBE/USD,0.6074,0.6074,0.6074,0.6074,16.299918,9.900570193200002
1737640800000,2025-01-23 14:00:00,CUBE/USD,0.6039,0.6074,0.6039,0.6074,1000.429156,607.6606693544
1737637200000,2025-01-23 13:00:00,CUBE/USD,0.6039,0.6039,0.6039,0.6039,0.0,0.0
1737633600000,2025-01-23 12:00:00,CUBE/USD,0.6039,0.6039,0.6039,0.6039,0.0,0.0
1737630000000,2025-01-23 11:00:00,CUBE/USD,0.6039,0.6039,0.6039,0.6039,0.0,0.0
1737626400000,2025-01-23 10:00:00,CUBE/USD,0.6039,0.6039,0.6039,0.6039,0.0,0.0
1737622800000,2025-01-23 09:00:00,CUBE/USD,0.6039,0.6039,0.6039,0.6039,0.0,0.0
1737619200000,2025-01-23 08:00:00,CUBE/USD,0.6039,0.6039,0.6039,0.6039,0.0,0.0
1737615600000,2025-01-23 07:00:00,CUBE/USD,0.6052,0.6052,0.6039,0.6039,49.377381,29.8190003859
1737612000000,2025-01-23 06:00:00,CUBE/USD,0.6047,0.6052,0.6047,0.6052,6.592142,3.9895643383999997
1737608400000,2025-01-23 05:00:00,CUBE/USD,0.6187,0.6187,0.6,0.6047,2472.28293,1494.9894877709999
1737604800000,2025-01-23 04:00:00,CUBE/USD,0.6306,0.6306,0.6187,0.6187,930.703933,575.8265233471001
1737601200000,2025-01-23 03:00:00,CUBE/USD,0.6306,0.6306,0.6306,0.6306,0.0,0.0
1737597600000,2025-01-23 02:00:00,CUBE/USD,0.6311,0.6315,0.6306,0.6306,69.242367,43.6642366302
1737594000000,2025-01-23 01:00:00,CUBE/USD,0.6306,0.6311,0.6306,0.6311,31.685678,19.9968313858
1737590400000,2025-01-23 00:00:00,CUBE/USD,0.6311,0.6311,0.6306,0.6306,77.057819,48.592660661400004
1737586800000,2025-01-22 23:00:00,CUBE/USD,0.6311,0.6311,0.6311,0.6311,0.0,0.0
1737583200000,2025-01-22 22:00:00,CUBE/USD,0.6311,0.6311,0.6311,0.6311,0.0,0.0
1737579600000,2025-01-22 21:00:00,CUBE/USD,0.6338,0.6338,0.6311,0.6311,131.617952,83.0640895072
1737576000000,2025-01-22 20:00:00,CUBE/USD,0.632,0.6338,0.632,0.6338,118.01011,74.794807718
1737572400000,2025-01-22 19:00:00,CUBE/USD,0.6204,0.632,0.6204,0.632,774.937067,489.760226344
1737568800000,2025-01-22 18:00:00,CUBE/USD,0.6223,0.6223,0.6204,0.6204,111.480119,69.1622658276
1737565200000,2025-01-22 17:00:00,CUBE/USD,0.6223,0.6223,0.6223,0.6223,0.0,0.0
1737561600000,2025-01-22 16:00:00,CUBE/USD,0.6223,0.6223,0.6223,0.6223,0.0,0.0
1737558000000,2025-01-22 15:00:00,CUBE/USD,0.633,0.633,0.6223,0.6223,722.9561,449.89558102999996
1737554400000,2025-01-22 14:00:00,CUBE/USD,0.6213,0.633,0.6213,0.633,1285.182332,813.520416156
1737550800000,2025-01-22 13:00:00,CUBE/USD,0.62,0.6213,0.62,0.6213,37.646116,23.3895318708
1737547200000,2025-01-22 12:00:00,CUBE/USD,0.62,0.62,0.62,0.62,0.0,0.0
1737543600000,2025-01-22 11:00:00,CUBE/USD,0.6208,0.6208,0.62,0.62,20.80064,12.896396800000002
1737540000000,2025-01-22 10:00:00,CUBE/USD,0.616,0.6208,0.616,0.6208,315.721153,195.99969178240002
1737536400000,2025-01-22 09:00:00,CUBE/USD,0.616,0.616,0.616,0.616,0.0,0.0
1737532800000,2025-01-22 08:00:00,CUBE/USD,0.616,0.616,0.616,0.616,0.0,0.0
1737529200000,2025-01-22 07:00:00,CUBE/USD,0.616,0.616,0.616,0.616,0.0,0.0
1737525600000,2025-01-22 06:00:00,CUBE/USD,0.6187,0.6187,0.616,0.616,138.572146,85.360441936
1737522000000,2025-01-22 05:00:00,CUBE/USD,0.6187,0.6187,0.6187,0.6187,0.0,0.0
1737518400000,2025-01-22 04:00:00,CUBE/USD,0.6187,0.6187,0.6187,0.6187,0.0,0.0
1737514800000,2025-01-22 03:00:00,CUBE/USD,0.6191,0.6208,0.6121,0.6187,1104.543424,683.3810164288
1737511200000,2025-01-22 02:00:00,CUBE/USD,0.6213,0.6213,0.6191,0.6191,149.758168,92.7152818088
1737507600000,2025-01-22 01:00:00,CUBE/USD,0.6213,0.6213,0.6213,0.6213,0.0,0.0
1737504000000,2025-01-22 00:00:00,CUBE/USD,0.6213,0.6213,0.6213,0.6213,0.0,0.0
1737500400000,2025-01-21 23:00:00,CUBE/USD,0.6168,0.6213,0.6164,0.6213,1977.978491,1228.9180364582999
1737496800000,2025-01-21 22:00:00,CUBE/USD,0.6155,0.6168,0.6155,0.6168,866.192527,534.2675506536
1737493200000,2025-01-21 21:00:00,CUBE/USD,0.6146,0.6155,0.6146,0.6155,1.632719,1.0049385445
1737489600000,2025-01-21 20:00:00,CUBE/USD,0.6484,0.6484,0.6146,0.6146,10743.224879,6602.7860106334
1737486000000,2025-01-21 19:00:00,CUBE/USD,0.6484,0.6484,0.6484,0.6484,0.0,0.0
1737482400000,2025-01-21 18:00:00,CUBE/USD,0.6485,0.6485,0.648,0.6484,15.321837,9.9346791108
1737478800000,2025-01-21 17:00:00,CUBE/USD,0.649,0.649,0.6485,0.6485,29.922405,19.4046796425
1737475200000,2025-01-21 16:00:00,CUBE/USD,0.649,0.649,0.649,0.649,0.0,0.0
1737471600000,2025-01-21 15:00:00,CUBE/USD,0.6475,0.649,0.6475,0.649,180.186621,116.94111702900001
1737468000000,2025-01-21 14:00:00,CUBE/USD,0.661,0.661,0.6475,0.6475,1617.029774,1047.026778665
1737464400000,2025-01-21 13:00:00,CUBE/USD,0.6615,0.6675,0.661,0.661,768.726805,508.12841810500004
1737460800000,2025-01-21 12:00:00,CUBE/USD,0.6615,0.6615,0.6615,0.6615,0.0,0.0
1737457200000,2025-01-21 11:00:00,CUBE/USD,0.6615,0.6615,0.6615,0.6615,0.0,0.0
1737453600000,2025-01-21 10:00:00,CUBE/USD,0.65,0.6627,0.65,0.6615,1582.553387,1046.8590655004998
1737450000000,2025-01-21 09:00:00,CUBE/USD,0.65,0.65,0.65,0.65,0.0,0.0
1737446400000,2025-01-21 08:00:00,CUBE/USD,0.65,0.65,0.65,0.65,0.0,0.0
1737442800000,2025-01-21 07:00:00,CUBE/USD,0.65,0.65,0.65,0.65,9.068193,5.894325450000001
1737439200000,2025-01-21 06:00:00,CUBE/USD,0.65,0.65,0.65,0.65,0.0,0.0
1737435600000,2025-01-21 05:00:00,CUBE/USD,0.65,0.65,0.65,0.65,0.0,0.0
1737432000000,2025-01-21 04:00:00,CUBE/USD,0.65,0.65,0.65,0.65,0.0,0.0
1737428400000,2025-01-21 03:00:00,CUBE/USD,0.656,0.656,0.65,0.65,379.478443,246.66098795000002
1737424800000,2025-01-21 02:00:00,CUBE/USD,0.656,0.656,0.656,0.656,0.0,0.0
1737421200000,2025-01-21 01:00:00,CUBE/USD,0.656,0.656,0.656,0.656,0.0,0.0
1737417600000,2025-01-21 00:00:00,CUBE/USD,0.669,0.669,0.6555,0.656,2345.26003,1538.49057968
1737414000000,2025-01-20 23:00:00,CUBE/USD,0.6675,0.669,0.6675,0.669,56.528851,37.817801319000004
1737410400000,2025-01-20 22:00:00,CUBE/USD,0.6675,0.6675,0.6675,0.6675,0.0,0.0
1737406800000,2025-01-20 21:00:00,CUBE/USD,0.6675,0.6675,0.6675,0.6675,0.0,0.0
1737403200000,2025-01-20 20:00:00,CUBE/USD,0.6675,0.6675,0.6675,0.6675,0.0,0.0
1737399600000,2025-01-20 19:00:00,CUBE/USD,0.6675,0.6675,0.6675,0.6675,10.592185,7.0702834875
1737396000000,2025-01-20 18:00:00,CUBE/USD,0.6675,0.6675,0.6675,0.6675,0.0,0.0
1737392400000,2025-01-20 17:00:00,CUBE/USD,0.668,0.668,0.6675,0.6675,55.352469,36.9477730575
1737388800000,2025-01-20 16:00:00,CUBE/USD,0.6685,0.6685,0.668,0.668,71.242024,47.589672032
1737385200000,2025-01-20 15:00:00,CUBE/USD,0.6685,0.6685,0.6685,0.6685,100.222844,66.998971214
1737381600000,2025-01-20 14:00:00,CUBE/USD,0.6685,0.6685,0.6685,0.6685,0.0,0.0
1737378000000,2025-01-20 13:00:00,CUBE/USD,0.6685,0.6685,0.6685,0.6685,0.0,0.0
1737374400000,2025-01-20 12:00:00,CUBE/USD,0.6685,0.6685,0.6685,0.6685,0.0,0.0
1737370800000,2025-01-20 11:00:00,CUBE/USD,0.6695,0.6695,0.6685,0.6685,22.81998,15.25515663
1737367200000,2025-01-20 10:00:00,CUBE/USD,0.6695,0.6695,0.6695,0.6695,0.0,0.0
1737363600000,2025-01-20 09:00:00,CUBE/USD,0.6695,0.6695,0.6695,0.6695,0.0,0.0
1737360000000,2025-01-20 08:00:00,CUBE/USD,0.6565,0.6695,0.6565,0.6695,1000.0,669.5
1737356400000,2025-01-20 07:00:00,CUBE/USD,0.6196,0.6565,0.6196,0.6565,3293.05,2161.887325
1737352800000,2025-01-20 06:00:00,CUBE/USD,0.6324,0.6324,0.6196,0.6196,1032.658018,639.8349079528001
1737349200000,2025-01-20 05:00:00,CUBE/USD,0.6297,0.6324,0.6297,0.6324,138.572146,87.6330251304
1737345600000,2025-01-20 04:00:00,CUBE/USD,0.6315,0.6315,0.6297,0.6297,89.124484,56.1216875748
1737342000000,2025-01-20 03:00:00,CUBE/USD,0.6315,0.6315,0.6288,0.6315,400.0,252.59999999999997
1737338400000,2025-01-20 02:00:00,CUBE/USD,0.6311,0.6315,0.6311,0.6315,595.0,375.74249999999995
1737334800000,2025-01-20 01:00:00,CUBE/USD,0.632,0.632,0.6302,0.6311,417.186961,263.2866910871
1737331200000,2025-01-20 00:00:00,CUBE/USD,0.6705,0.6705,0.632,0.632,3279.566277,2072.685887064
1737327600000,2025-01-19 23:00:00,CUBE/USD,0.6705,0.6705,0.6705,0.6705,0.0,0.0
1737324000000,2025-01-19 22:00:00,CUBE/USD,0.6695,0.6705,0.6695,0.6705,373.825907,250.65027064349997
1737320400000,2025-01-19 21:00:00,CUBE/USD,0.6705,0.6705,0.6695,0.6695,87.61598,58.658898609999994
1737316800000,2025-01-19 20:00:00,CUBE/USD,0.6705,0.6705,0.6705,0.6705,292.343077,196.0160331285
1737313200000,2025-01-19 19:00:00,CUBE/USD,0.6695,0.6705,0.6695,0.6705,178.209341,119.48936314049999
1737309600000,2025-01-19 18:00:00,CUBE/USD,0.6695,0.6695,0.6695,0.6695,161.452261,108.09228873949999
1737306000000,2025-01-19 17:00:00,CUBE/USD,0.6695,0.6705,0.6695,0.6695,559.257565,374.4229397675
1737302400000,2025-01-19 16:00:00,CUBE/USD,0.6695,0.6695,0.6695,0.6695,87.412211,58.522475264499995
1737298800000,2025-01-19 15:00:00,CUBE/USD,0.6705,0.6705,0.6695,0.6695,475.613293,318.4230996635
1737295200000,2025-01-19 14:00:00,CUBE/USD,0.6695,0.6705,0.6695,0.6705,730.89479,490.064956695
1737291600000,2025-01-19 13:00:00,CUBE/USD,0.6695,0.6695,0.6695,0.6695,1225.754172,820.642418154
1737288000000,2025-01-19 12:00:00,CUBE/USD,0.6695,0.6695,0.6695,0.6695,0.0,0.0
1737284400000,2025-01-19 11:00:00,CUBE/USD,0.6695,0.6695,0.6695,0.6695,0.0,0.0
1737280800000,2025-01-19 10:00:00,CUBE/USD,0.6705,0.6705,0.6695,0.6695,15.177162,10.161109959
1737277200000,2025-01-19 09:00:00,CUBE/USD,0.6705,0.6705,0.6705,0.6705,0.0,0.0
1737273600000,2025-01-19 08:00:00,CUBE/USD,0.6705,0.6705,0.6705,0.6705,0.0,0.0
