https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume INJ,Volume USD
1742353200000,2025-03-19 03:00:00,INJ/USD,9.6091,9.7532,9.6091,9.7532,24.852094,242.3874432008
1742349600000,2025-03-19 02:00:00,INJ/USD,9.6381,9.6381,9.6091,9.6091,2.2539,21.657950489999998
1742346000000,2025-03-19 01:00:00,INJ/USD,9.715,9.715,9.6381,9.6381,21.138364,203.7336660684
1742342400000,2025-03-19 00:00:00,INJ/USD,9.6955,9.7532,9.664,9.715,13.582156,131.95064553999998
1742338800000,2025-03-18 23:00:00,INJ/USD,9.5539,9.7161,9.5539,9.6955,1409.052808,13661.471499963998
1742335200000,2025-03-18 22:00:00,INJ/USD,9.5751,9.5751,9.5539,9.5539,3.062487,29.2586945493
1742331600000,2025-03-18 21:00:00,INJ/USD,9.5042,9.5751,9.5042,9.5751,1.237308,11.847347830800002
1742328000000,2025-03-18 20:00:00,INJ/USD,9.5277,9.5599,9.5042,9.5042,25.334151,240.7808379342
1742324400000,2025-03-18 19:00:00,INJ/USD,9.3758,9.5277,9.3758,9.5277,6.510458,62.02969068659999
1742320800000,2025-03-18 18:00:00,INJ/USD,9.3258,9.3758,9.3258,9.3758,92.821284,870.2737945272
1742317200000,2025-03-18 17:00:00,INJ/USD,9.3523,9.3523,9.3258,9.3258,12.600936,117.51380894879999
1742313600000,2025-03-18 16:00:00,INJ/USD,9.3169,9.3523,9.3169,9.3523,2.607215,24.3834568445
1742310000000,2025-03-18 15:00:00,INJ/USD,9.4776,9.4776,9.3169,9.3169,52.81215,492.04552033500005
1742306400000,2025-03-18 14:00:00,INJ/USD,9.4401,9.503,9.4343,9.4776,146.951219,1392.7448731944003
1742302800000,2025-03-18 13:00:00,INJ/USD,9.5384,9.5384,9.4401,9.4401,22.940298,216.55870714979997
1742299200000,2025-03-18 12:00:00,INJ/USD,9.5384,9.5384,9.5384,9.5384,0.0,0.0
1742295600000,2025-03-18 11:00:00,INJ/USD,9.6204,9.6204,9.5384,9.5384,54.2539,517.4953997599999
1742292000000,2025-03-18 10:00:00,INJ/USD,9.8403,9.8403,9.6204,9.6204,17.369116,167.09784356640003
1742288400000,2025-03-18 09:00:00,INJ/USD,9.7946,9.8464,9.7946,9.8403,5.078941,49.9783031223
1742284800000,2025-03-18 08:00:00,INJ/USD,9.7532,9.7946,9.7532,9.7946,2.489386,24.382540115600005
1742281200000,2025-03-18 07:00:00,INJ/USD,9.6242,9.7532,9.6242,9.7532,2.224158,21.6926578056
1742277600000,2025-03-18 06:00:00,INJ/USD,9.7018,9.7018,9.5961,9.6242,12.668974,121.9287395708
1742274000000,2025-03-18 05:00:00,INJ/USD,9.6448,9.8004,9.6448,9.7018,30.10621,292.084428178
1742270400000,2025-03-18 04:00:00,INJ/USD,9.6898,9.6898,9.6448,9.6448,76.398249,736.8458319552001
1742266800000,2025-03-18 03:00:00,INJ/USD,9.7562,9.7562,9.673,9.6898,10.541013,102.14030776739999
1742263200000,2025-03-18 02:00:00,INJ/USD,9.6783,9.7562,9.6783,9.7562,1391.428407,13575.0538243734
1742259600000,2025-03-18 01:00:00,INJ/USD,9.8562,9.8562,9.6629,9.6783,73.344106,709.8462610998
1742256000000,2025-03-18 00:00:00,INJ/USD,9.9556,9.97,9.85,9.8562,2311.110486,22778.7671721132
1742252400000,2025-03-17 23:00:00,INJ/USD,10.073,10.073,9.9556,9.9556,4.270319,42.5135878364
1742248800000,2025-03-17 22:00:00,INJ/USD,10.1021,10.1021,10.0645,10.073,22.422726,225.864118998
1742245200000,2025-03-17 21:00:00,INJ/USD,10.1021,10.1021,10.1021,10.1021,0.0,0.0
1742241600000,2025-03-17 20:00:00,INJ/USD,10.2867,10.2867,10.1021,10.1021,14.240444,143.8583893324
1742238000000,2025-03-17 19:00:00,INJ/USD,10.2383,10.2973,10.2383,10.2867,7.057728,72.6007306176
1742234400000,2025-03-17 18:00:00,INJ/USD,10.0597,10.2383,10.0597,10.2383,25.606451,262.1665272733
1742230800000,2025-03-17 17:00:00,INJ/USD,9.788,10.0597,9.788,10.0597,922.491679,9279.9895432363
1742227200000,2025-03-17 16:00:00,INJ/USD,9.8512,9.8512,9.788,9.788,40.6,397.3928
1742223600000,2025-03-17 15:00:00,INJ/USD,9.7981,9.8512,9.7981,9.8512,2.72042,26.799401504
1742220000000,2025-03-17 14:00:00,INJ/USD,9.7057,9.7997,9.7057,9.7981,418.541661,4100.9130486441
1742216400000,2025-03-17 13:00:00,INJ/USD,9.8127,9.8127,9.7057,9.7057,2.253889,21.8755704673
1742212800000,2025-03-17 12:00:00,INJ/USD,9.8867,9.9945,9.7947,9.8127,752.015602,7379.303497745399
1742209200000,2025-03-17 11:00:00,INJ/USD,9.8222,9.8867,9.8222,9.8867,25.153069,248.68084728229996
1742205600000,2025-03-17 10:00:00,INJ/USD,9.8769,9.8769,9.8222,9.8222,23.504353,230.8644560366
1742202000000,2025-03-17 09:00:00,INJ/USD,9.8512,9.8769,9.8512,9.8769,23.242157,229.56046047329997
1742198400000,2025-03-17 08:00:00,INJ/USD,9.693,9.8512,9.693,9.8512,4.301652,42.3764341824
1742194800000,2025-03-17 07:00:00,INJ/USD,9.693,9.693,9.693,9.693,0.0,0.0
1742191200000,2025-03-17 06:00:00,INJ/USD,9.8644,9.8644,9.6348,9.693,15.99282,155.01840425999998
1742187600000,2025-03-17 05:00:00,INJ/USD,9.8644,9.8644,9.8644,9.8644,0.0,0.0
1742184000000,2025-03-17 04:00:00,INJ/USD,9.8644,9.8644,9.8644,9.8644,0.0,0.0
1742180400000,2025-03-17 03:00:00,INJ/USD,9.8908,9.8908,9.8595,9.8644,55.579168,548.2551448192
1742176800000,2025-03-17 02:00:00,INJ/USD,9.7514,9.8908,9.7514,9.8908,97.083152,960.2300398016
1742173200000,2025-03-17 01:00:00,INJ/USD,9.7532,9.7532,9.7514,9.7514,5.501116,53.6435825624
1742169600000,2025-03-17 00:00:00,INJ/USD,9.5989,9.7532,9.5989,9.7532,56.557039,551.6121127748
1742166000000,2025-03-16 23:00:00,INJ/USD,9.6026,9.6026,9.5134,9.5989,10.742449,103.1156937061
1742162400000,2025-03-16 22:00:00,INJ/USD,9.6571,9.6571,9.5605,9.6026,48.064485,461.544023661
1742158800000,2025-03-16 21:00:00,INJ/USD,9.6311,9.6571,9.6311,9.6571,2.005228,19.364687318799998
1742155200000,2025-03-16 20:00:00,INJ/USD,9.6311,9.6311,9.6311,9.6311,0.0,0.0
1742151600000,2025-03-16 19:00:00,INJ/USD,9.7992,9.7992,9.6091,9.6311,24.290254,233.9418652994
1742148000000,2025-03-16 18:00:00,INJ/USD,9.8821,9.8821,9.7992,9.7992,170.913215,1674.8127764280002
1742144400000,2025-03-16 17:00:00,INJ/USD,9.9335,9.9335,9.8821,9.8821,50.6,500.03425999999996
1742140800000,2025-03-16 16:00:00,INJ/USD,9.7489,9.9335,9.7489,9.9335,1179.914873,11720.6843909455
1742137200000,2025-03-16 15:00:00,INJ/USD,9.6176,9.7489,9.6176,9.7489,216.391095,2109.5751460455003
1742133600000,2025-03-16 14:00:00,INJ/USD,9.5,9.6358,9.5,9.6176,439.239472,4224.4295459072
1742130000000,2025-03-16 13:00:00,INJ/USD,9.6631,9.6631,9.5,9.5,74.7822,710.4309000000001
1742126400000,2025-03-16 12:00:00,INJ/USD,9.7057,9.7057,9.6485,9.6631,204.205172,1973.2549975532002
1742122800000,2025-03-16 11:00:00,INJ/USD,9.9556,9.9556,9.7057,9.7057,9.986016,96.92127549119999
1742119200000,2025-03-16 10:00:00,INJ/USD,10.0015,10.0015,9.9556,9.9556,2.016415,20.074621174
1742115600000,2025-03-16 09:00:00,INJ/USD,10.078,10.078,10.0015,10.0015,2.253903,22.5424108545
1742112000000,2025-03-16 08:00:00,INJ/USD,10.1112,10.1112,10.078,10.078,35.832347,361.11839306599995
1742108400000,2025-03-16 07:00:00,INJ/USD,10.19,10.19,10.1021,10.1112,25.193902,254.7405819024
1742104800000,2025-03-16 06:00:00,INJ/USD,10.2536,10.2536,10.19,10.19,5.0,50.949999999999996
1742101200000,2025-03-16 05:00:00,INJ/USD,10.1515,10.2536,10.1515,10.2536,2.224158,22.805626468800003
1742097600000,2025-03-16 04:00:00,INJ/USD,10.1515,10.1515,10.1515,10.1515,0.0,0.0
1742094000000,2025-03-16 03:00:00,INJ/USD,10.0015,10.1515,10.0015,10.1515,7.511401,76.25198725150001
1742090400000,2025-03-16 02:00:00,INJ/USD,10.1021,10.1021,10.0015,10.0015,3.425647,34.2616084705
1742086800000,2025-03-16 01:00:00,INJ/USD,10.2281,10.2281,10.1021,10.1021,4.240445,42.8373994345
1742083200000,2025-03-16 00:00:00,INJ/USD,10.2026,10.2293,10.1904,10.2281,164.734822,1684.9242328982
1742079600000,2025-03-15 23:00:00,INJ/USD,10.3229,10.3229,10.2026,10.2026,2.2539,22.99564014
1742076000000,2025-03-15 22:00:00,INJ/USD,10.3556,10.3556,10.3229,10.3229,1.0,10.3229
1742072400000,2025-03-15 21:00:00,INJ/USD,10.1129,10.3556,10.1129,10.3556,20.284355,210.05666663800002
1742068800000,2025-03-15 20:00:00,INJ/USD,10.1129,10.1129,10.1129,10.1129,0.0,0.0
1742065200000,2025-03-15 19:00:00,INJ/USD,10.3151,10.3151,10.1129,10.1129,42.886171,433.7035587059
1742061600000,2025-03-15 18:00:00,INJ/USD,10.3151,10.3151,10.3151,10.3151,0.0,0.0
1742058000000,2025-03-15 17:00:00,INJ/USD,10.3151,10.3151,10.3151,10.3151,0.0,0.0
1742054400000,2025-03-15 16:00:00,INJ/USD,10.2278,10.3151,10.2278,10.3151,361.644005,3730.3940759754996
1742050800000,2025-03-15 15:00:00,INJ/USD,10.1508,10.2536,10.1508,10.2278,3.611167,36.9342938426
1742047200000,2025-03-15 14:00:00,INJ/USD,10.2637,10.2872,10.1021,10.1508,8.530305,86.58941999400001
1742043600000,2025-03-15 13:00:00,INJ/USD,10.1515,10.2973,10.1515,10.2637,72.255049,741.6041464213
1742040000000,2025-03-15 12:00:00,INJ/USD,10.1515,10.1515,10.1515,10.1515,0.0,0.0
1742036400000,2025-03-15 11:00:00,INJ/USD,10.068,10.1515,10.068,10.1515,2.224158,22.578539937000002
1742032800000,2025-03-15 10:00:00,INJ/USD,10.068,10.068,10.068,10.068,0.0,0.0
1742029200000,2025-03-15 09:00:00,INJ/USD,10.068,10.068,10.068,10.068,0.0,0.0
1742025600000,2025-03-15 08:00:00,INJ/USD,10.0015,10.068,10.0015,10.068,54.270672,546.397125696
1742022000000,2025-03-15 07:00:00,INJ/USD,10.1021,10.1021,10.0015,10.0015,2.253904,22.542420856
1742018400000,2025-03-15 06:00:00,INJ/USD,10.1646,10.1646,10.1021,10.1021,2.253901,22.7691332921
1742014800000,2025-03-15 05:00:00,INJ/USD,10.1158,10.2536,10.1158,10.1646,63.487997,645.3300943062
1742011200000,2025-03-15 04:00:00,INJ/USD,10.1323,10.1515,10.1158,10.1158,5.686839,57.5269259562
1742007600000,2025-03-15 03:00:00,INJ/USD,9.8951,10.1323,9.8951,10.1323,36.13031,366.08314001300005
1742004000000,2025-03-15 02:00:00,INJ/USD,10.0113,10.0113,9.8951,9.8951,3.431627,33.9562923277
1742000400000,2025-03-15 01:00:00,INJ/USD,10.007,10.0113,9.9952,10.0113,108.164647,1082.8687305111
1741996800000,2025-03-15 00:00:00,INJ/USD,9.9556,10.007,9.9556,10.007,3.411314,34.137019198
1741993200000,2025-03-14 23:00:00,INJ/USD,10.0623,10.0623,9.9556,9.9556,32.247972,321.0479100432
1741989600000,2025-03-14 22:00:00,INJ/USD,10.1181,10.1181,10.0015,10.0623,32.636962,328.4029027326
1741986000000,2025-03-14 21:00:00,INJ/USD,10.1181,10.1181,10.1181,10.1181,0.0,0.0
1741982400000,2025-03-14 20:00:00,INJ/USD,10.1021,10.1181,10.1021,10.1181,0.604217,6.1135280277
1741978800000,2025-03-14 19:00:00,INJ/USD,10.2536,10.2973,10.1021,10.1021,25.235372,254.93025148120003
1741975200000,2025-03-14 18:00:00,INJ/USD,10.1433,10.2536,10.142,10.2536,6.992133,71.6945349288
1741971600000,2025-03-14 17:00:00,INJ/USD,10.178,10.206,10.1085,10.1433,204.009484,2069.3293990571997
1741968000000,2025-03-14 16:00:00,INJ/USD,10.1086,10.178,10.1086,10.178,1105.051486,11247.214024508
1741964400000,2025-03-14 15:00:00,INJ/USD,9.9503,10.171,9.9503,10.1086,214.011817,2163.3598533261998
1741960800000,2025-03-14 14:00:00,INJ/USD,9.8732,9.9503,9.7316,9.9503,1970.546955,19607.5333663365
1741957200000,2025-03-14 13:00:00,INJ/USD,9.8303,9.8732,9.7852,9.8732,99.625351,983.6210154932
1741953600000,2025-03-14 12:00:00,INJ/USD,9.7135,9.8303,9.7135,9.8303,12.406975,121.96428634249999
1741950000000,2025-03-14 11:00:00,INJ/USD,9.7642,9.7642,9.653,9.7135,16.530511,160.5691185985
1741946400000,2025-03-14 10:00:00,INJ/USD,9.7006,9.7642,9.7006,9.7642,3.307352,32.2936463984
1741942800000,2025-03-14 09:00:00,INJ/USD,9.7006,9.7006,9.7006,9.7006,0.0,0.0
1741939200000,2025-03-14 08:00:00,INJ/USD,9.5728,9.7006,9.5728,9.7006,63.946064,620.3151884384
1741935600000,2025-03-14 07:00:00,INJ/USD,9.4795,9.5728,9.4795,9.5728,5.447777,52.15047966560001
1741932000000,2025-03-14 06:00:00,INJ/USD,9.4795,9.4795,9.4795,9.4795,0.0,0.0
1741928400000,2025-03-14 05:00:00,INJ/USD,9.4626,9.4795,9.4626,9.4795,22.116505,209.65340914749999
1741924800000,2025-03-14 04:00:00,INJ/USD,9.4647,9.5315,9.4626,9.4626,159.867534,1512.7625272284001
1741921200000,2025-03-14 03:00:00,INJ/USD,9.4647,9.4647,9.4647,9.4647,0.0,0.0
1741917600000,2025-03-14 02:00:00,INJ/USD,9.4154,9.4647,9.4154,9.4647,3.307352,31.3030944744
1741914000000,2025-03-14 01:00:00,INJ/USD,9.3704,9.4154,9.3704,9.4154,2.172601,20.4559074554
1741910400000,2025-03-14 00:00:00,INJ/USD,9.2546,9.3704,9.232,9.3704,4.478048,41.961100979200005
1741906800000,2025-03-13 23:00:00,INJ/USD,9.2772,9.3704,9.2546,9.2546,111.994108,1036.4606718968
1741903200000,2025-03-13 22:00:00,INJ/USD,9.07,9.2772,9.07,9.2772,14.691011,136.29144724920002
1741899600000,2025-03-13 21:00:00,INJ/USD,9.1288,9.1288,9.0386,9.07,489.303617,4437.98380619
1741896000000,2025-03-13 20:00:00,INJ/USD,9.0367,9.1288,9.0367,9.1288,2.0,18.2576
1741892400000,2025-03-13 19:00:00,INJ/USD,9.0933,9.0933,9.0367,9.0367,10.787104,97.47982271679999
1741888800000,2025-03-13 18:00:00,INJ/USD,8.946,9.0933,8.946,9.0933,2.224158,20.2249359414
1741885200000,2025-03-13 17:00:00,INJ/USD,9.12,9.12,8.946,8.946,388.770073,3477.937073058
1741881600000,2025-03-13 16:00:00,INJ/USD,9.1789,9.1789,9.12,9.12,27.395514,249.84708767999996
1741878000000,2025-03-13 15:00:00,INJ/USD,9.2251,9.2251,9.1789,9.1789,21.962587,201.5923898143
1741874400000,2025-03-13 14:00:00,INJ/USD,9.1031,9.2251,9.1016,9.2251,39.298697,362.53440969469995
1741870800000,2025-03-13 13:00:00,INJ/USD,9.2773,9.3654,9.1031,9.1031,11.674313,106.27243867029999
1741867200000,2025-03-13 12:00:00,INJ/USD,9.3934,9.5142,9.2773,9.2773,868.654747,8058.770684343101
1741863600000,2025-03-13 11:00:00,INJ/USD,9.4647,9.4647,9.3934,9.3934,54.752579,514.3128755785999
1741860000000,2025-03-13 10:00:00,INJ/USD,9.4356,9.4647,9.4356,9.4647,2.224158,21.0509882226
1741856400000,2025-03-13 09:00:00,INJ/USD,9.1401,9.4356,9.1401,9.4356,271.437427,2561.1749862012
1741852800000,2025-03-13 08:00:00,INJ/USD,9.3704,9.3704,9.1401,9.1401,4.507797,41.2017153597
1741849200000,2025-03-13 07:00:00,INJ/USD,9.2772,9.3704,9.2772,9.3704,324.711307,3042.6748311128
1741845600000,2025-03-13 06:00:00,INJ/USD,9.3788,9.3788,9.0761,9.2772,577.494114,5357.5283944008
1741842000000,2025-03-13 05:00:00,INJ/USD,9.4187,9.4992,9.3788,9.3788,227.458249,2133.2854257211998
1741838400000,2025-03-13 04:00:00,INJ/USD,9.5435,9.5442,9.4187,9.4187,5.536902,52.1504188674
1741834800000,2025-03-13 03:00:00,INJ/USD,9.5974,9.5974,9.5435,9.5435,0.25494,2.43301989
1741831200000,2025-03-13 02:00:00,INJ/USD,9.5867,9.6561,9.5867,9.5974,7.365223,70.6869912202
1741827600000,2025-03-13 01:00:00,INJ/USD,9.5134,9.5948,9.4978,9.5867,128.516247,1232.0467051149
1741824000000,2025-03-13 00:00:00,INJ/USD,9.636,9.636,9.5134,9.5134,32.253908,306.84432836720003
1741820400000,2025-03-12 23:00:00,INJ/USD,9.6561,9.6561,9.6023,9.636,164.805964,1588.0702691039999
1741816800000,2025-03-12 22:00:00,INJ/USD,9.5599,9.6561,9.5599,9.6561,2.224158,21.4766920638
1741813200000,2025-03-12 21:00:00,INJ/USD,9.4391,9.5599,9.4391,9.5599,2.224158,21.2627280642
1741809600000,2025-03-12 20:00:00,INJ/USD,9.4158,9.4391,9.4158,9.4391,17.511482,165.2926297462
1741806000000,2025-03-12 19:00:00,INJ/USD,9.5114,9.5114,9.4158,9.4158,2.396356,22.563608824800003
1741802400000,2025-03-12 18:00:00,INJ/USD,9.5013,9.554,9.5,9.5114,1946.76823,18516.491342822
1741798800000,2025-03-12 17:00:00,INJ/USD,9.4647,9.5768,9.4647,9.5013,35.391402,336.2643278226
1741795200000,2025-03-12 16:00:00,INJ/USD,9.3251,9.4647,9.3251,9.4647,383.699489,3631.6005535383006
1741791600000,2025-03-12 15:00:00,INJ/USD,9.3249,9.3704,9.2197,9.3251,80.094764,746.8916837764001
1741788000000,2025-03-12 14:00:00,INJ/USD,9.5926,9.6122,9.3249,9.3249,114.231313,1065.1955705937
1741784400000,2025-03-12 13:00:00,INJ/USD,9.8033,9.8033,9.5926,9.5926,231.900145,2224.5253309269997
1741780800000,2025-03-12 12:00:00,INJ/USD,9.7006,10.0034,9.7006,9.8033,43.571259,427.1421233547
1741777200000,2025-03-12 11:00:00,INJ/USD,9.3788,9.7006,9.3788,9.7006,13.811147,133.9764125882
1741773600000,2025-03-12 10:00:00,INJ/USD,9.3788,9.3788,9.3788,9.3788,0.0,0.0
1741770000000,2025-03-12 09:00:00,INJ/USD,9.5924,9.6561,9.3788,9.3788,9.580902,89.8573636776
1741766400000,2025-03-12 08:00:00,INJ/USD,9.1599,9.5924,9.1599,9.5924,18.556296,177.99941375039998
1741762800000,2025-03-12 07:00:00,INJ/USD,9.1025,9.1848,9.1025,9.1599,6.738032,61.719699316799996
1741759200000,2025-03-12 06:00:00,INJ/USD,9.0449,9.1025,9.011,9.1025,16.39485,149.234122125
1741755600000,2025-03-12 05:00:00,INJ/USD,8.8355,9.0577,8.8355,9.0449,4.636217,41.9341191433
1741752000000,2025-03-12 04:00:00,INJ/USD,8.959,8.959,8.8355,8.8355,3621.692305,31999.4623608275
1741748400000,2025-03-12 03:00:00,INJ/USD,9.0927,9.1196,8.959,8.959,3407.591299,30528.610447741
1741744800000,2025-03-12 02:00:00,INJ/USD,9.2944,9.2944,9.0912,9.0927,144.318317,1312.2431609859002
1741741200000,2025-03-12 01:00:00,INJ/USD,9.2296,9.3449,9.1714,9.2944,1164.089032,10819.509099020801
1741737600000,2025-03-12 00:00:00,INJ/USD,9.099,9.2296,9.0491,9.2296,191.263617,1765.2866794632
1741734000000,2025-03-11 23:00:00,INJ/USD,9.2485,9.2661,9.099,9.099,34.400708,313.012042092
1741730400000,2025-03-11 22:00:00,INJ/USD,9.3631,9.3631,9.232,9.2485,6.463378,59.776551432999995
1741726800000,2025-03-11 21:00:00,INJ/USD,9.2954,9.3631,9.2954,9.3631,260.421072,2438.3485392432
1741723200000,2025-03-11 20:00:00,INJ/USD,9.4454,9.4454,9.266,9.2954,145.841408,1355.6542239232
1741719600000,2025-03-11 19:00:00,INJ/USD,9.5158,9.5298,9.4099,9.4454,277.725412,2623.2276065048
1741716000000,2025-03-11 18:00:00,INJ/USD,9.1123,9.5243,9.1123,9.5158,118.561522,1128.2077310476
1741712400000,2025-03-11 17:00:00,INJ/USD,9.3537,9.3537,9.0491,9.1123,19.671066,179.2486547118
1741708800000,2025-03-11 16:00:00,INJ/USD,9.1848,9.3704,9.1031,9.3537,112.437182,1051.7036692734
1741705200000,2025-03-11 15:00:00,INJ/USD,8.8644,9.1848,8.8194,9.1848,17.964665,165.001855092
1741701600000,2025-03-11 14:00:00,INJ/USD,9.1773,9.1773,8.71,8.8644,467.725305,4146.104193642
1741698000000,2025-03-11 13:00:00,INJ/USD,8.9586,9.2283,8.9312,9.1773,576.183761,5287.811229825301
1741694400000,2025-03-11 12:00:00,INJ/USD,9.232,9.232,8.9586,8.9586,27.880486,249.77012187960003
1741690800000,2025-03-11 11:00:00,INJ/USD,9.4705,9.4705,9.232,9.232,6.680381,61.673277391999996
1741687200000,2025-03-11 10:00:00,INJ/USD,9.4705,9.4705,9.4705,9.4705,0.0,0.0
1741683600000,2025-03-11 09:00:00,INJ/USD,9.4647,9.4705,9.4231,9.4705,115.998253,1098.5614550365
1741680000000,2025-03-11 08:00:00,INJ/USD,9.279,9.4647,9.279,9.4647,316.785057,2998.2755289879
1741676400000,2025-03-11 07:00:00,INJ/USD,9.279,9.279,9.279,9.279,0.0,0.0
1741672800000,2025-03-11 06:00:00,INJ/USD,9.0698,9.2847,9.0698,9.279,19.881064,184.476392856
1741669200000,2025-03-11 05:00:00,INJ/USD,8.8646,9.1386,8.8646,9.0698,93.55272,848.504459856
1741665600000,2025-03-11 04:00:00,INJ/USD,8.8699,8.9132,8.8179,8.8646,91.378925,810.0376185549999
1741662000000,2025-03-11 03:00:00,INJ/USD,8.74,8.8699,8.74,8.8699,171.620357,1522.2554045543
1741658400000,2025-03-11 02:00:00,INJ/USD,8.5588,8.7667,8.5588,8.74,531.981507,4649.51837118
1741654800000,2025-03-11 01:00:00,INJ/USD,8.3561,8.5738,8.2003,8.5588,1165.335286,9973.8716458168
1741651200000,2025-03-11 00:00:00,INJ/USD,8.7815,8.922,8.1855,8.3561,2446.560324,20443.7027233764
1741647600000,2025-03-10 23:00:00,INJ/USD,8.8919,8.966,8.7815,8.7815,2276.323089,19989.5312060535
1741644000000,2025-03-10 22:00:00,INJ/USD,9.0875,9.0875,8.8698,8.8919,43.237389,384.46253924909996
1741640400000,2025-03-10 21:00:00,INJ/USD,9.1462,9.1489,9.0197,9.0875,93.898104,853.2990201000001
1741636800000,2025-03-10 20:00:00,INJ/USD,9.1008,9.1462,9.0197,9.1462,385.251735,3523.589418657
1741633200000,2025-03-10 19:00:00,INJ/USD,8.8,9.1519,8.7795,9.1008,184.766567,1681.5235729536
1741629600000,2025-03-10 18:00:00,INJ/USD,9.0647,9.2377,8.8,8.8,417.355379,3672.7273352000007
1741626000000,2025-03-10 17:00:00,INJ/USD,9.4799,9.4799,9.0647,9.0647,372.441035,3376.0662499645
1741622400000,2025-03-10 16:00:00,INJ/USD,9.8062,9.8062,9.4799,9.4799,91.639357,868.7319404243001
1741618800000,2025-03-10 15:00:00,INJ/USD,9.5134,9.8062,9.5134,9.8062,315.411018,3092.9835247116002
1741615200000,2025-03-10 14:00:00,INJ/USD,9.9556,9.9556,9.5134,9.5134,350.615275,3335.5433571850003
1741611600000,2025-03-10 13:00:00,INJ/USD,10.1534,10.1534,9.9556,9.9556,52.301359,520.6914096604
1741608000000,2025-03-10 12:00:00,INJ/USD,10.3065,10.3065,10.1534,10.1534,26.354064,267.5833534176
1741604400000,2025-03-10 11:00:00,INJ/USD,10.0752,10.3065,10.0752,10.3065,44.386149,457.46584466850004
1741600800000,2025-03-10 10:00:00,INJ/USD,10.0633,10.0752,10.0015,10.0752,32.284915,325.276975608
1741597200000,2025-03-10 09:00:00,INJ/USD,9.9043,10.3167,9.9043,10.0633,588.508249,5922.3350621617
1741593600000,2025-03-10 08:00:00,INJ/USD,9.9636,9.9636,9.8082,9.9043,35.464734,351.25336495619996
1741590000000,2025-03-10 07:00:00,INJ/USD,10.0532,10.0532,9.9636,9.9636,7.704238,76.7619457368
1741586400000,2025-03-10 06:00:00,INJ/USD,10.035,10.0532,9.9636,10.0532,222.112714,2232.9435363848
1741582800000,2025-03-10 05:00:00,INJ/USD,10.0164,10.035,9.9587,10.035,390.749024,3921.1664558400003
1741579200000,2025-03-10 04:00:00,INJ/USD,9.7575,10.1538,9.7575,10.0164,256.849715,2572.709485326
1741575600000,2025-03-10 03:00:00,INJ/USD,9.7188,9.7575,9.6629,9.7575,20.206868,197.16851451
1741572000000,2025-03-10 02:00:00,INJ/USD,9.7819,9.9043,9.7188,9.7188,114.46641,1112.476145508
1741568400000,2025-03-10 01:00:00,INJ/USD,9.7006,9.8062,9.6705,9.7819,238.095966,2329.0309298154
1741564800000,2025-03-10 00:00:00,INJ/USD,9.4747,9.7006,9.3394,9.7006,188.866799,1832.1212703794
1741561200000,2025-03-09 23:00:00,INJ/USD,9.4773,9.5417,9.3394,9.4747,199.904119,1894.0315562893002
1741557600000,2025-03-09 22:00:00,INJ/USD,9.4799,9.4799,9.3394,9.4773,97.601986,925.0033019178
1741554000000,2025-03-09 21:00:00,INJ/USD,9.6869,9.6869,9.4799,9.4799,160.454808,1521.0955343592002
1741550400000,2025-03-09 20:00:00,INJ/USD,9.7556,9.8062,9.6705,9.6869,413.49101,4005.446064769
1741546800000,2025-03-09 19:00:00,INJ/USD,9.6674,9.8015,9.6225,9.7556,359.244313,3504.6438199027994
1741543200000,2025-03-09 18:00:00,INJ/USD,9.7026,9.7575,9.5134,9.6674,689.58742,6666.517424108
1741539600000,2025-03-09 17:00:00,INJ/USD,9.8863,9.9196,9.7026,9.7026,593.652468,5759.9724360168
1741536000000,2025-03-09 16:00:00,INJ/USD,10.2706,10.2706,9.8863,9.8863,1158.130092,11449.621528539601
1741532400000,2025-03-09 15:00:00,INJ/USD,10.3364,10.424,10.2706,10.2706,173.23645,1779.24228337
1741528800000,2025-03-09 14:00:00,INJ/USD,10.472,10.472,10.3364,10.3364,163.315046,1688.0896414743997
1741525200000,2025-03-09 13:00:00,INJ/USD,10.4963,10.5607,10.472,10.472,68.635299,718.748851128
1741521600000,2025-03-09 12:00:00,INJ/USD,10.5242,10.5242,10.4963,10.4963,78.457551,823.5139925612999
1741518000000,2025-03-09 11:00:00,INJ/USD,10.55,10.6462,10.5242,10.5242,554.37006,5834.3013854519995
1741514400000,2025-03-09 10:00:00,INJ/USD,10.7894,10.7894,10.55,10.55,863.398879,9108.85817345
1741510800000,2025-03-09 09:00:00,INJ/USD,10.8432,10.8432,10.7894,10.7894,7.11457,76.761941558
1741507200000,2025-03-09 08:00:00,INJ/USD,10.859,10.9407,10.8432,10.8432,14.15854,153.52388092799998
1741503600000,2025-03-09 07:00:00,INJ/USD,11.0438,11.1607,10.8272,10.859,76.992477,836.0613077429999
1741500000000,2025-03-09 06:00:00,INJ/USD,11.1623,11.1623,11.0438,11.0438,21.524491,237.71217370579998
1741496400000,2025-03-09 05:00:00,INJ/USD,11.1623,11.1623,11.1623,11.1623,0.0,0.0
1741492800000,2025-03-09 04:00:00,INJ/USD,11.2164,11.2164,11.161,11.1623,174.195294,1944.4201302161998
1741489200000,2025-03-09 03:00:00,INJ/USD,11.1164,11.2164,11.1,11.2164,36.696454,411.60210664560003
