https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTCG,Volume USD
1690909200000,2023-08-01 17:00:00,BTCG/USD,28938.16,28938.16,28936.36,28936.36,1e-05,0.28936360000000005
1690905600000,2023-08-01 16:00:00,BTCG/USD,28808.19,28973.0,28808.19,28938.16,0.01006773,291.3415815768
1690902000000,2023-08-01 15:00:00,BTCG/USD,28841.72,28841.72,28600.0,28808.19,0.0168659,485.87605172099995
1690898400000,2023-08-01 14:00:00,BTCG/USD,28853.41,28853.41,28841.72,28841.72,0.00065792,18.9755444224
1690894800000,2023-08-01 13:00:00,BTCG/USD,28790.0,28853.41,28790.0,28853.41,0.00581651,167.8261477991
1690891200000,2023-08-01 12:00:00,BTCG/USD,28965.0,28965.0,28790.0,28790.0,0.00489476,140.92014039999998
1690887600000,2023-08-01 11:00:00,BTCG/USD,28965.0,28965.0,28965.0,28965.0,0.0,0.0
1690884000000,2023-08-01 10:00:00,BTCG/USD,28965.0,28965.0,28965.0,28965.0,0.0,0.0
1690880400000,2023-08-01 09:00:00,BTCG/USD,28965.0,28965.0,28965.0,28965.0,0.0,0.0
1690876800000,2023-08-01 08:00:00,BTCG/USD,28911.98,28965.0,28911.98,28965.0,0.02,579.3000000000001
1690873200000,2023-08-01 07:00:00,BTCG/USD,28928.0,28928.0,28911.98,28911.98,3.458e-05,0.9997762683999999
1690869600000,2023-08-01 06:00:00,BTCG/USD,28911.77,28928.0,28907.43,28928.0,0.04012037,1160.60206336
1690866000000,2023-08-01 05:00:00,BTCG/USD,28910.0,28911.77,28910.0,28911.77,1e-05,0.28911770000000003
1690862400000,2023-08-01 04:00:00,BTCG/USD,28910.0,28910.0,28910.0,28910.0,0.0,0.0
1690858800000,2023-08-01 03:00:00,BTCG/USD,28758.29,28910.0,28758.29,28910.0,0.0345901,999.999791
1690855200000,2023-08-01 02:00:00,BTCG/USD,29228.01,29228.01,28758.29,28758.29,0.32805306,9434.245034867401
1690851600000,2023-08-01 01:00:00,BTCG/USD,29271.12,29271.12,29228.01,29228.01,0.1,2922.801
1690848000000,2023-08-01 00:00:00,BTCG/USD,29239.28,29271.12,29239.28,29271.12,0.00104476,30.5812953312
1690844400000,2023-07-31 23:00:00,BTCG/USD,29242.68,29242.68,29239.28,29239.28,0.00035154,10.2787764912
