https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USD
1749258000000,2025-06-07 01:00:00,SOL/USD,148.668,148.942,147.495,147.899,620.070835,91707.856425665
1749254400000,2025-06-07 00:00:00,SOL/USD,147.831,148.668,147.044,148.668,420.512866,62516.806762488
1749250800000,2025-06-06 23:00:00,SOL/USD,148.587,148.587,147.831,147.831,838.766262,123995.65527772199
1749247200000,2025-06-06 22:00:00,SOL/USD,149.356,149.356,148.324,148.587,1462.840808,217359.12713829597
1749243600000,2025-06-06 21:00:00,SOL/USD,149.469,149.849,149.263,149.356,779.649305,116445.30159758
1749240000000,2025-06-06 20:00:00,SOL/USD,149.178,150.143,148.98,149.469,1299.076118,194171.608281342
1749236400000,2025-06-06 19:00:00,SOL/USD,148.947,149.803,148.947,149.178,1824.845266,272226.767091348
1749232800000,2025-06-06 18:00:00,SOL/USD,150.233,150.285,148.55,148.947,2436.056072,362843.243756184
1749229200000,2025-06-06 17:00:00,SOL/USD,150.092,150.423,149.283,150.233,2412.926432,362501.17665865604
1749225600000,2025-06-06 16:00:00,SOL/USD,150.805,151.561,149.978,150.092,297.256412,44615.809389904
1749222000000,2025-06-06 15:00:00,SOL/USD,151.387,152.39,150.409,150.805,1622.242091,244642.218533255
1749218400000,2025-06-06 14:00:00,SOL/USD,150.855,152.018,150.67,151.387,1628.026497,246462.04730133901
1749214800000,2025-06-06 13:00:00,SOL/USD,150.631,152.35,150.631,150.855,2533.855335,382244.746561425
1749211200000,2025-06-06 12:00:00,SOL/USD,149.234,152.415,149.234,150.631,3433.95338,517259.83158278
1749207600000,2025-06-06 11:00:00,SOL/USD,148.509,149.611,148.466,149.234,2999.950077,447694.549791018
1749204000000,2025-06-06 10:00:00,SOL/USD,147.709,148.858,147.684,148.509,430.100547,63873.80213442299
1749200400000,2025-06-06 09:00:00,SOL/USD,147.913,148.661,147.693,147.709,731.258523,108013.465173807
1749196800000,2025-06-06 08:00:00,SOL/USD,147.3,148.062,147.3,147.913,545.052394,80620.33475372201
1749193200000,2025-06-06 07:00:00,SOL/USD,147.413,147.981,147.06,147.3,519.583752,76534.6866696
1749189600000,2025-06-06 06:00:00,SOL/USD,147.674,147.985,147.047,147.413,1263.489571,186254.78812982302
1749186000000,2025-06-06 05:00:00,SOL/USD,147.655,147.776,146.985,147.674,178.209126,26316.854472924002
1749182400000,2025-06-06 04:00:00,SOL/USD,146.868,147.83,146.667,147.655,1071.614518,158229.24165529
1749178800000,2025-06-06 03:00:00,SOL/USD,146.619,146.879,146.016,146.868,1586.200349,232962.07285693198
1749175200000,2025-06-06 02:00:00,SOL/USD,145.558,146.667,145.21,146.619,1661.182247,243560.87987289298
1749171600000,2025-06-06 01:00:00,SOL/USD,145.47,145.649,144.756,145.558,807.509217,117539.426608086
1749168000000,2025-06-06 00:00:00,SOL/USD,144.384,145.556,144.306,145.47,3469.716977,504739.72864419
1749164400000,2025-06-05 23:00:00,SOL/USD,144.471,145.0,144.27,144.384,2247.26582,324469.22815488
1749160800000,2025-06-05 22:00:00,SOL/USD,144.432,144.981,143.224,144.471,3246.790156,469067.02062747604
1749157200000,2025-06-05 21:00:00,SOL/USD,141.75,144.659,141.737,144.432,3068.674101,443214.73775563197
1749153600000,2025-06-05 20:00:00,SOL/USD,146.027,146.568,141.515,141.75,6486.678229,919486.63896075
1749150000000,2025-06-05 19:00:00,SOL/USD,149.396,149.563,144.248,146.027,7627.199561,1113777.070294147
1749146400000,2025-06-05 18:00:00,SOL/USD,149.324,150.068,148.412,149.396,1690.024065,252482.83521474
1749142800000,2025-06-05 17:00:00,SOL/USD,148.645,149.857,148.645,149.324,2181.692852,325779.10343204805
1749139200000,2025-06-05 16:00:00,SOL/USD,151.0,151.057,148.272,148.645,2163.490924,321592.10839798005
1749135600000,2025-06-05 15:00:00,SOL/USD,151.238,151.682,150.714,151.0,1037.003108,156587.46930800003
1749132000000,2025-06-05 14:00:00,SOL/USD,150.431,151.606,148.721,151.238,2506.72261,379111.71409117995
1749128400000,2025-06-05 13:00:00,SOL/USD,154.112,154.445,149.951,150.431,4505.103256,677707.1879033361
1749124800000,2025-06-05 12:00:00,SOL/USD,152.452,154.48,152.271,154.112,1927.255247,297013.160625664
1749121200000,2025-06-05 11:00:00,SOL/USD,151.966,152.452,151.355,152.452,765.630955,116721.97035166
1749117600000,2025-06-05 10:00:00,SOL/USD,152.977,153.037,151.545,151.966,1436.734332,218334.76949671202
1749114000000,2025-06-05 09:00:00,SOL/USD,152.096,152.977,152.096,152.977,747.64743,114372.86089911
1749110400000,2025-06-05 08:00:00,SOL/USD,152.532,152.983,151.83,152.096,835.54223,127082.63101408
1749106800000,2025-06-05 07:00:00,SOL/USD,152.228,152.983,152.141,152.532,749.24952,114284.52778464
1749103200000,2025-06-05 06:00:00,SOL/USD,152.533,152.986,152.131,152.228,883.156653,134441.17097288402
1749099600000,2025-06-05 05:00:00,SOL/USD,154.034,154.112,152.043,152.533,1443.706265,220212.84771924498
1749096000000,2025-06-05 04:00:00,SOL/USD,153.868,154.075,153.238,154.034,149.750862,23066.724277308
1749092400000,2025-06-05 03:00:00,SOL/USD,153.63,154.023,153.133,153.868,331.488965,51005.54406662
1749088800000,2025-06-05 02:00:00,SOL/USD,153.282,154.694,153.282,153.63,851.031177,130743.91972250999
1749085200000,2025-06-05 01:00:00,SOL/USD,153.918,154.145,153.16,153.282,580.427965,88969.15933113
1749081600000,2025-06-05 00:00:00,SOL/USD,153.274,154.142,153.071,153.918,838.279711,129026.33655769801
1749078000000,2025-06-04 23:00:00,SOL/USD,153.618,153.834,153.012,153.274,2127.135974,326034.63927887595
1749074400000,2025-06-04 22:00:00,SOL/USD,155.161,155.161,153.411,153.618,1139.476446,175044.09268162798
1749070800000,2025-06-04 21:00:00,SOL/USD,154.578,155.639,153.906,155.161,816.137789,126632.755479029
1749067200000,2025-06-04 20:00:00,SOL/USD,155.493,155.565,154.098,154.578,681.299652,105313.93760685601
1749063600000,2025-06-04 19:00:00,SOL/USD,155.691,156.061,155.39,155.493,1912.105837,297319.072912641
1749060000000,2025-06-04 18:00:00,SOL/USD,156.132,156.553,155.691,155.691,294.597618,45866.197744038
1749056400000,2025-06-04 17:00:00,SOL/USD,157.356,157.474,155.691,156.132,1330.191003,207685.38168039598
1749052800000,2025-06-04 16:00:00,SOL/USD,156.99,157.596,156.46,157.356,865.136784,136134.463783104
1749049200000,2025-06-04 15:00:00,SOL/USD,156.88,158.0,156.642,156.99,1766.365248,277301.68028352
1749045600000,2025-06-04 14:00:00,SOL/USD,155.769,156.894,154.682,156.88,1642.666195,257701.4726716
1749042000000,2025-06-04 13:00:00,SOL/USD,155.915,156.916,155.415,155.769,2441.912136,380374.211512584
1749038400000,2025-06-04 12:00:00,SOL/USD,155.985,156.43,155.346,155.915,1801.31958,280852.7423157
1749034800000,2025-06-04 11:00:00,SOL/USD,156.648,156.886,155.866,155.985,974.612893,152024.992114605
1749031200000,2025-06-04 10:00:00,SOL/USD,157.723,157.973,156.55,156.648,1067.220851,167178.011867448
1749027600000,2025-06-04 09:00:00,SOL/USD,156.745,157.9,156.432,157.723,1204.149906,189922.13562403803
1749024000000,2025-06-04 08:00:00,SOL/USD,156.589,157.168,156.572,156.745,152.394641,23887.098003545
1749020400000,2025-06-04 07:00:00,SOL/USD,156.52,156.821,156.071,156.589,545.184922,85369.961751058
1749016800000,2025-06-04 06:00:00,SOL/USD,156.68,157.064,156.324,156.52,237.921364,37239.451893280006
1749013200000,2025-06-04 05:00:00,SOL/USD,156.509,156.939,155.963,156.68,568.047286,89001.64877048
1749009600000,2025-06-04 04:00:00,SOL/USD,156.585,156.996,156.313,156.509,301.371635,47167.373222215
1749006000000,2025-06-04 03:00:00,SOL/USD,156.268,157.531,156.05,156.585,1331.75853,208533.40942005
1749002400000,2025-06-04 02:00:00,SOL/USD,157.041,157.667,156.224,156.268,1448.852497,226409.28200119603
1748998800000,2025-06-04 01:00:00,SOL/USD,155.469,157.217,155.383,157.041,1597.876733,250932.160027053
1748995200000,2025-06-04 00:00:00,SOL/USD,155.304,155.763,154.309,155.469,1482.440273,230473.506803037
1748991600000,2025-06-03 23:00:00,SOL/USD,155.96,156.354,155.121,155.304,1658.677717,257599.284160968
1748988000000,2025-06-03 22:00:00,SOL/USD,154.872,156.475,154.654,155.96,876.09904,136636.4062784
1748984400000,2025-06-03 21:00:00,SOL/USD,157.675,158.024,154.373,154.872,763.953228,118314.964326816
1748980800000,2025-06-03 20:00:00,SOL/USD,160.759,160.759,156.831,157.675,1829.747103,288505.37446552503
1748977200000,2025-06-03 19:00:00,SOL/USD,160.576,161.307,160.465,160.759,1059.238071,170282.05305588897
1748973600000,2025-06-03 18:00:00,SOL/USD,161.224,161.341,160.206,160.576,1792.667323,287859.348058048
1748970000000,2025-06-03 17:00:00,SOL/USD,160.887,162.077,160.52,161.224,2854.016824,460136.00843257597
1748966400000,2025-06-03 16:00:00,SOL/USD,162.34,162.524,160.861,160.887,3174.355508,510712.534615596
1748962800000,2025-06-03 15:00:00,SOL/USD,163.331,163.694,162.066,162.34,5792.309798,940323.57260732
1748959200000,2025-06-03 14:00:00,SOL/USD,161.0,163.41,159.591,163.331,11195.352659,1828548.145147129
1748955600000,2025-06-03 13:00:00,SOL/USD,161.221,161.668,160.085,161.0,3844.365917,618942.912637
1748952000000,2025-06-03 12:00:00,SOL/USD,160.766,161.602,160.349,161.221,1521.638395,245320.063680295
1748948400000,2025-06-03 11:00:00,SOL/USD,161.328,161.701,160.541,160.766,843.725227,135642.329843882
1748944800000,2025-06-03 10:00:00,SOL/USD,160.083,161.41,159.912,161.328,1318.601141,212727.284875248
1748941200000,2025-06-03 09:00:00,SOL/USD,159.375,160.192,158.822,160.083,1217.497659,194900.67774569703
1748937600000,2025-06-03 08:00:00,SOL/USD,159.862,159.924,158.407,159.375,554.479817,88370.22083437501
1748934000000,2025-06-03 07:00:00,SOL/USD,160.009,160.219,159.485,159.862,537.921514,85993.20907106799
1748930400000,2025-06-03 06:00:00,SOL/USD,159.659,160.009,159.027,160.009,714.621702,114345.90391531799
1748926800000,2025-06-03 05:00:00,SOL/USD,158.389,159.729,158.389,159.659,9750.225364,1556711.231390876
1748923200000,2025-06-03 04:00:00,SOL/USD,159.428,159.611,158.37,158.389,701.830581,111162.24389400902
1748919600000,2025-06-03 03:00:00,SOL/USD,159.941,160.206,158.448,159.428,1799.095409,286826.182866052
1748916000000,2025-06-03 02:00:00,SOL/USD,162.11,162.455,159.706,159.941,2456.068857,392826.10905743705
1748912400000,2025-06-03 01:00:00,SOL/USD,158.879,162.294,158.879,162.11,2519.292744,408402.54672984
1748908800000,2025-06-03 00:00:00,SOL/USD,156.909,159.058,156.493,158.879,4590.28235,729299.4694856501
1748905200000,2025-06-02 23:00:00,SOL/USD,156.212,157.198,156.212,156.909,2329.144991,365463.811392819
1748901600000,2025-06-02 22:00:00,SOL/USD,155.465,156.874,155.465,156.212,1876.859175,293187.9254451
1748898000000,2025-06-02 21:00:00,SOL/USD,154.298,155.52,154.298,155.465,557.762836,86712.59929874
1748894400000,2025-06-02 20:00:00,SOL/USD,152.871,154.505,152.871,154.298,887.346462,136915.784393676
1748890800000,2025-06-02 19:00:00,SOL/USD,153.223,153.71,151.919,152.871,1987.910953,303893.935296063
1748887200000,2025-06-02 18:00:00,SOL/USD,153.69,155.158,153.133,153.223,4091.732571,626947.5397263331
1748883600000,2025-06-02 17:00:00,SOL/USD,153.1,153.936,152.634,153.69,3106.567881,477448.41763089
1748880000000,2025-06-02 16:00:00,SOL/USD,153.182,153.36,152.129,153.1,1646.393029,252062.7727399
1748876400000,2025-06-02 15:00:00,SOL/USD,153.065,153.894,152.083,153.182,4047.767425,620045.10969635
1748872800000,2025-06-02 14:00:00,SOL/USD,152.335,154.288,151.742,153.065,3965.236168,606938.8740549199
1748869200000,2025-06-02 13:00:00,SOL/USD,154.206,154.514,152.045,152.335,2944.446334,448542.23228989006
1748865600000,2025-06-02 12:00:00,SOL/USD,153.5,154.37,153.198,154.206,1913.057338,295004.919863628
1748862000000,2025-06-02 11:00:00,SOL/USD,154.112,154.775,153.316,153.5,1564.336061,240125.5853635
1748858400000,2025-06-02 10:00:00,SOL/USD,153.697,154.245,153.122,154.112,1656.036594,255215.11157452798
1748854800000,2025-06-02 09:00:00,SOL/USD,154.846,154.919,153.331,153.697,3655.066132,561772.699290004
1748851200000,2025-06-02 08:00:00,SOL/USD,155.487,156.537,154.523,154.846,1454.237379,225182.841188634
1748847600000,2025-06-02 07:00:00,SOL/USD,155.775,156.763,155.487,155.487,894.610202,139100.25647837398
1748844000000,2025-06-02 06:00:00,SOL/USD,155.293,156.174,154.745,155.775,1859.200696,289616.9884194
1748840400000,2025-06-02 05:00:00,SOL/USD,155.318,156.259,154.765,155.293,3386.345198,525875.704833014
1748836800000,2025-06-02 04:00:00,SOL/USD,155.602,156.199,155.204,155.318,837.310028,130049.318928904
1748833200000,2025-06-02 03:00:00,SOL/USD,156.849,156.871,155.463,155.602,1620.145937,252097.948089074
1748829600000,2025-06-02 02:00:00,SOL/USD,158.224,158.333,156.827,156.849,1502.831321,235717.58986752896
1748826000000,2025-06-02 01:00:00,SOL/USD,157.932,158.954,157.932,158.224,4689.829563,742043.592776112
1748822400000,2025-06-02 00:00:00,SOL/USD,157.779,158.261,157.241,157.932,2917.357251,460744.06536493194
1748818800000,2025-06-01 23:00:00,SOL/USD,157.276,157.915,157.093,157.779,949.117583,149750.823128157
1748815200000,2025-06-01 22:00:00,SOL/USD,156.916,157.485,156.5,157.276,1486.41246,233777.00605896002
1748811600000,2025-06-01 21:00:00,SOL/USD,155.735,157.25,155.7,156.916,155.483649,24397.872266484002
1748808000000,2025-06-01 20:00:00,SOL/USD,156.0,156.322,155.303,155.735,289.345362,45061.199951070004
1748804400000,2025-06-01 19:00:00,SOL/USD,154.513,156.0,154.513,156.0,552.860331,86246.21163599999
1748800800000,2025-06-01 18:00:00,SOL/USD,156.433,156.433,153.56,154.513,1246.705198,192632.16025857403
1748797200000,2025-06-01 17:00:00,SOL/USD,155.98,156.823,155.668,156.433,737.242147,115329.000781651
1748793600000,2025-06-01 16:00:00,SOL/USD,154.253,156.708,154.166,155.98,1382.287979,215609.27896441997
1748790000000,2025-06-01 15:00:00,SOL/USD,153.346,154.586,153.083,154.253,161.140835,24856.457221255
1748786400000,2025-06-01 14:00:00,SOL/USD,152.079,153.939,152.079,153.346,338.75061,51946.05104106
1748782800000,2025-06-01 13:00:00,SOL/USD,151.022,152.38,151.022,152.079,133.669478,20328.320544762002
1748779200000,2025-06-01 12:00:00,SOL/USD,152.087,152.671,150.733,151.022,2028.731778,306383.130577116
1748775600000,2025-06-01 11:00:00,SOL/USD,151.588,152.374,151.464,152.087,420.80562,63999.06432893999
1748772000000,2025-06-01 10:00:00,SOL/USD,151.277,151.804,150.622,151.588,373.634606,56638.522654328
1748768400000,2025-06-01 09:00:00,SOL/USD,153.155,153.155,150.696,151.277,1140.599892,172546.529862084
1748764800000,2025-06-01 08:00:00,SOL/USD,154.331,154.629,153.0,153.155,725.061873,111046.851159315
1748761200000,2025-06-01 07:00:00,SOL/USD,154.868,154.869,154.331,154.331,98.467611,15196.604873241
1748757600000,2025-06-01 06:00:00,SOL/USD,155.358,155.389,154.727,154.868,176.506944,27335.277403392
1748754000000,2025-06-01 05:00:00,SOL/USD,155.582,155.976,155.237,155.358,265.917249,41312.371970142005
1748750400000,2025-06-01 04:00:00,SOL/USD,154.658,155.818,154.658,155.582,287.268762,44693.84852948399
1748746800000,2025-06-01 03:00:00,SOL/USD,154.85,154.905,153.636,154.658,871.967907,134856.812560806
1748743200000,2025-06-01 02:00:00,SOL/USD,155.254,155.344,154.367,154.85,883.895918,136871.2829023
1748739600000,2025-06-01 01:00:00,SOL/USD,156.262,156.655,154.859,155.254,402.086935,62425.60500648999
1748736000000,2025-06-01 00:00:00,SOL/USD,156.415,156.669,155.818,156.262,459.667263,71828.525850906
1748732400000,2025-05-31 23:00:00,SOL/USD,156.979,157.733,156.389,156.415,919.246183,143783.891713945
1748728800000,2025-05-31 22:00:00,SOL/USD,157.731,157.83,156.971,156.979,461.937654,72514.51098726601
1748725200000,2025-05-31 21:00:00,SOL/USD,157.484,158.088,157.281,157.731,1002.395154,158108.790035574
1748721600000,2025-05-31 20:00:00,SOL/USD,157.568,157.739,157.305,157.484,216.514872,34097.628102048
1748718000000,2025-05-31 19:00:00,SOL/USD,156.707,158.0,156.707,157.568,562.754757,88672.14155097601
1748714400000,2025-05-31 18:00:00,SOL/USD,155.762,156.707,155.738,156.707,150.817139,23634.101401272997
1748710800000,2025-05-31 17:00:00,SOL/USD,156.71,156.779,155.633,155.762,1003.973496,156380.919683952
1748707200000,2025-05-31 16:00:00,SOL/USD,155.754,156.994,155.24,156.71,1182.860664,185366.09465544
1748703600000,2025-05-31 15:00:00,SOL/USD,155.822,156.798,155.487,155.754,1178.648491,183579.217067214
1748700000000,2025-05-31 14:00:00,SOL/USD,154.9,156.034,154.859,155.822,340.518933,53060.341177926
1748696400000,2025-05-31 13:00:00,SOL/USD,155.202,156.012,154.756,154.9,466.699296,72291.7209504
1748692800000,2025-05-31 12:00:00,SOL/USD,153.002,155.232,152.808,155.202,431.578574,66981.857841948
1748689200000,2025-05-31 11:00:00,SOL/USD,153.46,153.635,152.723,153.002,344.089774,52646.423601548
1748685600000,2025-05-31 10:00:00,SOL/USD,153.99,154.678,152.81,153.46,411.016485,63074.5897881
1748682000000,2025-05-31 09:00:00,SOL/USD,155.072,155.072,153.704,153.99,1152.97152,177546.08436480002
1748678400000,2025-05-31 08:00:00,SOL/USD,154.939,155.233,154.359,155.072,1240.644408,192389.209637376
1748674800000,2025-05-31 07:00:00,SOL/USD,155.236,155.323,154.359,154.939,183.610094,28448.364354266
1748671200000,2025-05-31 06:00:00,SOL/USD,154.338,155.513,154.115,155.236,525.848799,81630.664161564
1748667600000,2025-05-31 05:00:00,SOL/USD,155.699,155.855,154.338,154.338,839.175351,129516.645322638
1748664000000,2025-05-31 04:00:00,SOL/USD,154.163,155.792,153.1,155.699,737.487623,114826.085413477
1748660400000,2025-05-31 03:00:00,SOL/USD,152.599,154.438,152.222,154.163,1614.803835,248943.003615105
1748656800000,2025-05-31 02:00:00,SOL/USD,153.124,155.139,152.162,152.599,3172.886719,484179.34043268097
1748653200000,2025-05-31 01:00:00,SOL/USD,155.805,156.845,152.618,153.124,8135.954307,1245809.867305068
1748649600000,2025-05-31 00:00:00,SOL/USD,156.114,157.204,154.658,155.805,4361.857759,679599.248140995
1748646000000,2025-05-30 23:00:00,SOL/USD,156.857,157.5,155.419,156.114,2481.476661,387393.247455354
1748642400000,2025-05-30 22:00:00,SOL/USD,160.0,160.228,156.857,156.857,495.024069,77647.990391133
1748638800000,2025-05-30 21:00:00,SOL/USD,159.964,160.983,159.771,160.0,545.78841,87326.1456
1748635200000,2025-05-30 20:00:00,SOL/USD,160.883,160.883,159.859,159.964,1026.176513,164151.299725532
1748631600000,2025-05-30 19:00:00,SOL/USD,160.467,161.497,160.093,160.883,3552.335453,571510.384684999
1748628000000,2025-05-30 18:00:00,SOL/USD,158.41,160.766,158.336,160.467,3823.510952,613547.3319345841
1748624400000,2025-05-30 17:00:00,SOL/USD,157.853,159.228,157.78,158.41,4307.596675,682366.38928675
1748620800000,2025-05-30 16:00:00,SOL/USD,161.195,161.734,156.054,157.853,7799.202539,1231127.518388767
1748617200000,2025-05-30 15:00:00,SOL/USD,161.083,162.314,160.953,161.195,3495.676524,563485.57728618
1748613600000,2025-05-30 14:00:00,SOL/USD,161.085,162.0,160.117,161.083,4857.662808,782486.898101064
1748610000000,2025-05-30 13:00:00,SOL/USD,163.099,163.308,160.806,161.085,2658.046377,428171.40063904505
1748606400000,2025-05-30 12:00:00,SOL/USD,163.942,163.942,161.789,163.099,2643.801289,431201.34643461095
1748602800000,2025-05-30 11:00:00,SOL/USD,163.886,164.116,163.5,163.942,1121.978971,183939.47646368202
1748599200000,2025-05-30 10:00:00,SOL/USD,163.304,163.886,162.368,163.886,896.966664,147000.278696304
1748595600000,2025-05-30 09:00:00,SOL/USD,163.609,164.085,161.64,163.304,1689.932815,275972.78842076
1748592000000,2025-05-30 08:00:00,SOL/USD,162.725,164.014,162.0,163.609,1081.468311,176937.948894399
1748588400000,2025-05-30 07:00:00,SOL/USD,163.661,164.331,162.693,162.725,1932.184577,314414.735292325
1748584800000,2025-05-30 06:00:00,SOL/USD,165.232,165.317,162.668,163.661,1075.35918,175994.35875798
1748581200000,2025-05-30 05:00:00,SOL/USD,165.403,165.869,164.789,165.232,1301.956304,215124.844022528
1748577600000,2025-05-30 04:00:00,SOL/USD,165.109,165.508,164.54,165.403,1019.304936,168596.094329208
1748574000000,2025-05-30 03:00:00,SOL/USD,165.086,165.726,164.985,165.109,562.852278,92931.976768302
1748570400000,2025-05-30 02:00:00,SOL/USD,163.448,165.342,163.448,165.086,1378.139677,227511.566717222
1748566800000,2025-05-30 01:00:00,SOL/USD,161.839,164.111,161.77,163.448,2112.65519,345309.26549512
1748563200000,2025-05-30 00:00:00,SOL/USD,166.697,167.451,160.1,161.839,3456.000709,559315.6987438509
1748559600000,2025-05-29 23:00:00,SOL/USD,167.07,167.545,165.976,166.697,2636.093337,439428.85099788895
1748556000000,2025-05-29 22:00:00,SOL/USD,168.507,168.507,167.07,167.07,938.014874,156714.14499918
1748552400000,2025-05-29 21:00:00,SOL/USD,167.29,168.507,167.149,168.507,452.33789,76222.10083023
1748548800000,2025-05-29 20:00:00,SOL/USD,166.84,167.634,166.777,167.29,2719.867456,455006.62671423994
1748545200000,2025-05-29 19:00:00,SOL/USD,167.929,168.219,166.074,166.84,2907.324304,485057.98687936005
1748541600000,2025-05-29 18:00:00,SOL/USD,168.871,169.859,167.806,167.929,7336.263312,1231971.3617208481
1748538000000,2025-05-29 17:00:00,SOL/USD,168.49,169.363,168.069,168.871,4328.714699,730994.3799348291
1748534400000,2025-05-29 16:00:00,SOL/USD,169.679,170.246,167.878,168.49,1318.319841,222123.71001009
1748530800000,2025-05-29 15:00:00,SOL/USD,170.775,170.991,169.592,169.679,848.078657,143901.13844110302
1748527200000,2025-05-29 14:00:00,SOL/USD,170.794,171.065,169.141,170.775,1079.521327,184355.25461842498
1748523600000,2025-05-29 13:00:00,SOL/USD,172.008,172.418,170.626,170.794,1240.743271,211911.50622717402
1748520000000,2025-05-29 12:00:00,SOL/USD,172.943,172.943,171.642,172.008,269.136711,46293.667385688
1748516400000,2025-05-29 11:00:00,SOL/USD,172.786,173.522,172.766,172.943,321.325962,55571.07584616601
1748512800000,2025-05-29 10:00:00,SOL/USD,172.786,172.8,172.203,172.786,181.869196,31424.450900056
1748509200000,2025-05-29 09:00:00,SOL/USD,173.163,173.163,172.639,172.786,93.026839,16073.735403453999
1748505600000,2025-05-29 08:00:00,SOL/USD,172.216,173.339,171.885,173.163,158.788343,27496.265838909003
1748502000000,2025-05-29 07:00:00,SOL/USD,172.673,173.0,172.156,172.216,174.652283,30077.917569128003
1748498400000,2025-05-29 06:00:00,SOL/USD,172.101,172.865,171.866,172.673,26.788945,4625.727499985
1748494800000,2025-05-29 05:00:00,SOL/USD,172.0,172.529,171.819,172.101,113.502713,19533.930410013
1748491200000,2025-05-29 04:00:00,SOL/USD,173.59,173.946,170.28,172.0,1013.456127,174314.453844
1748487600000,2025-05-29 03:00:00,SOL/USD,174.972,175.299,173.405,173.59,451.399217,78358.39007903001
1748484000000,2025-05-29 02:00:00,SOL/USD,173.08,175.103,172.371,174.972,1080.05907,188980.09559604002
1748480400000,2025-05-29 01:00:00,SOL/USD,173.692,173.692,172.654,173.08,382.018377,66119.74069116
1748476800000,2025-05-29 00:00:00,SOL/USD,172.281,173.719,171.401,173.692,1759.642476,305635.820941392
1748473200000,2025-05-28 23:00:00,SOL/USD,170.995,172.59,170.987,172.281,1998.598437,344320.537324797
1748469600000,2025-05-28 22:00:00,SOL/USD,171.617,171.617,170.5,170.995,743.032982,127054.92475708999
1748466000000,2025-05-28 21:00:00,SOL/USD,170.852,171.617,170.6,171.617,372.480734,63924.026126877994
1748462400000,2025-05-28 20:00:00,SOL/USD,169.464,170.852,169.294,170.852,1208.779092,206522.325426384
1748458800000,2025-05-28 19:00:00,SOL/USD,170.009,170.853,169.112,169.464,1473.397477,249687.830042328
1748455200000,2025-05-28 18:00:00,SOL/USD,170.892,171.547,169.875,170.009,2871.921272,488252.463531448
1748451600000,2025-05-28 17:00:00,SOL/USD,171.053,171.942,170.332,170.892,1066.337697,182228.581715724
1748448000000,2025-05-28 16:00:00,SOL/USD,169.793,171.053,169.714,171.053,3263.983423,558314.156454419
1748444400000,2025-05-28 15:00:00,SOL/USD,170.367,170.507,169.0,169.793,2712.514276,460565.936464868
1748440800000,2025-05-28 14:00:00,SOL/USD,172.63,172.936,170.072,170.367,1844.962831,314320.782628977
1748437200000,2025-05-28 13:00:00,SOL/USD,174.278,174.451,172.581,172.63,380.9465,65762.794295
1748433600000,2025-05-28 12:00:00,SOL/USD,174.539,175.171,174.272,174.278,365.954978,63777.901655883994
1748430000000,2025-05-28 11:00:00,SOL/USD,174.083,174.583,173.798,174.539,196.663169,34325.392854091
1748426400000,2025-05-28 10:00:00,SOL/USD,173.513,174.272,173.0,174.083,208.785208,36345.955364264
1748422800000,2025-05-28 09:00:00,SOL/USD,174.146,174.146,173.059,173.513,155.542578,26988.659336514
1748419200000,2025-05-28 08:00:00,SOL/USD,173.93,174.341,173.584,174.146,302.685668,52711.498339528
1748415600000,2025-05-28 07:00:00,SOL/USD,174.438,174.575,173.93,173.93,170.942452,29732.02067636
1748412000000,2025-05-28 06:00:00,SOL/USD,174.691,174.691,173.924,174.438,100.356178,17505.930977964
1748408400000,2025-05-28 05:00:00,SOL/USD,175.0,175.132,174.618,174.691,200.586733,35040.696974503
1748404800000,2025-05-28 04:00:00,SOL/USD,175.247,175.386,174.516,175.0,646.262997,113096.02447500001
1748401200000,2025-05-28 03:00:00,SOL/USD,174.726,175.323,174.339,175.247,401.585203,70376.602070141
1748397600000,2025-05-28 02:00:00,SOL/USD,175.379,175.412,174.529,174.726,1744.751651,304853.476972626
1748394000000,2025-05-28 01:00:00,SOL/USD,177.255,177.464,175.379,175.379,2042.254858,358168.61474118195
1748390400000,2025-05-28 00:00:00,SOL/USD,176.845,177.35,175.967,177.255,216.213694,38324.95832997
1748386800000,2025-05-27 23:00:00,SOL/USD,176.73,176.973,176.241,176.845,255.658911,45212.000115794996
1748383200000,2025-05-27 22:00:00,SOL/USD,176.35,176.987,175.71,176.73,565.962417,100022.53795640999
1748379600000,2025-05-27 21:00:00,SOL/USD,178.008,178.331,176.079,176.35,668.721416,117929.0217116
1748376000000,2025-05-27 20:00:00,SOL/USD,177.499,178.63,177.33,178.008,2741.795315,488061.50043252
1748372400000,2025-05-27 19:00:00,SOL/USD,178.72,179.287,177.381,177.499,3520.07858,624810.4278714199
1748368800000,2025-05-27 18:00:00,SOL/USD,178.506,179.11,178.132,178.72,573.922302,102571.39381344
1748365200000,2025-05-27 17:00:00,SOL/USD,178.207,179.358,178.097,178.506,2108.774668,376428.930886008
1748361600000,2025-05-27 16:00:00,SOL/USD,178.502,179.365,177.683,178.207,2086.045257,371747.86711419903
1748358000000,2025-05-27 15:00:00,SOL/USD,177.193,178.624,176.806,178.502,1403.309463,250493.54576442603
1748354400000,2025-05-27 14:00:00,SOL/USD,178.0,178.404,175.143,177.193,2178.255631,385971.65002378303
1748350800000,2025-05-27 13:00:00,SOL/USD,176.907,179.393,176.88,178.0,2463.733496,438544.56228799996
