https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTX,Volume USD
1734544800000,2024-12-18 18:00:00,CTX/USD,2.8473,2.8473,2.7563,2.7563,33.641921,92.7272268523
1734541200000,2024-12-18 17:00:00,CTX/USD,2.8473,2.8473,2.8473,2.8473,0.0,0.0
1734537600000,2024-12-18 16:00:00,CTX/USD,2.8473,2.8473,2.8473,2.8473,0.0,0.0
1734534000000,2024-12-18 15:00:00,CTX/USD,2.8648,2.8648,2.8473,2.8473,8.932,25.432083600000002
1734530400000,2024-12-18 14:00:00,CTX/USD,2.7961,2.8648,2.7961,2.8648,390.022451,1117.3363176248
1734526800000,2024-12-18 13:00:00,CTX/USD,2.7868,2.7961,2.7868,2.7961,44.147999,123.4422200039
1734523200000,2024-12-18 12:00:00,CTX/USD,2.7868,2.7868,2.7868,2.7868,0.0,0.0
1734519600000,2024-12-18 11:00:00,CTX/USD,2.7868,2.7868,2.7868,2.7868,0.0,0.0
1734516000000,2024-12-18 10:00:00,CTX/USD,2.7868,2.7868,2.7868,2.7868,0.0,0.0
1734512400000,2024-12-18 09:00:00,CTX/USD,2.7868,2.7868,2.7868,2.7868,0.0,0.0
1734508800000,2024-12-18 08:00:00,CTX/USD,2.7868,2.7868,2.7868,2.7868,0.0,0.0
1734505200000,2024-12-18 07:00:00,CTX/USD,2.7856,2.7868,2.7856,2.7868,13.571122,37.820002789600004
1734501600000,2024-12-18 06:00:00,CTX/USD,2.81,2.81,2.7856,2.7856,14.066536,39.1837426816
1734498000000,2024-12-18 05:00:00,CTX/USD,2.81,2.81,2.81,2.81,0.0,0.0
1734494400000,2024-12-18 04:00:00,CTX/USD,2.81,2.81,2.81,2.81,928.408221,2608.82710101
1734490800000,2024-12-18 03:00:00,CTX/USD,2.8238,2.8238,2.81,2.81,132.09,371.1729
1734487200000,2024-12-18 02:00:00,CTX/USD,2.8238,2.8238,2.8238,2.8238,0.0,0.0
1734483600000,2024-12-18 01:00:00,CTX/USD,2.824,2.824,2.8238,2.8238,2.130325,6.015611734999999
1734480000000,2024-12-18 00:00:00,CTX/USD,2.824,2.824,2.824,2.824,0.0,0.0
1734476400000,2024-12-17 23:00:00,CTX/USD,2.8602,2.8602,2.8235,2.824,256.69901,724.91800424
1734472800000,2024-12-17 22:00:00,CTX/USD,2.832,2.8602,2.832,2.8602,224.784814,642.9295250028
1734469200000,2024-12-17 21:00:00,CTX/USD,2.8301,2.8476,2.8301,2.832,10.342104,29.288838528
1734465600000,2024-12-17 20:00:00,CTX/USD,2.8379,2.8485,2.8202,2.8301,27.459645,77.71354131449999
1734462000000,2024-12-17 19:00:00,CTX/USD,2.9184,2.9184,2.8164,2.8379,827.649884,2348.7876058036
1734458400000,2024-12-17 18:00:00,CTX/USD,2.9101,2.9184,2.9101,2.9184,20.320063,59.302071859200005
1734454800000,2024-12-17 17:00:00,CTX/USD,2.922,2.9237,2.8892,2.9101,118.515942,344.8932428142
1734451200000,2024-12-17 16:00:00,CTX/USD,2.9214,2.9237,2.9166,2.922,51.060478,149.198716716
1734447600000,2024-12-17 15:00:00,CTX/USD,2.9599,2.9599,2.9214,2.9214,43.079937,125.85372795180001
1734444000000,2024-12-17 14:00:00,CTX/USD,2.97,2.97,2.9599,2.9599,18.331977,54.2608187223
1734440400000,2024-12-17 13:00:00,CTX/USD,2.97,2.97,2.97,2.97,0.0,0.0
1734436800000,2024-12-17 12:00:00,CTX/USD,2.9795,2.9795,2.97,2.97,20.579502,61.12112094000001
1734433200000,2024-12-17 11:00:00,CTX/USD,2.991,2.991,2.9741,2.9795,23.683416,70.564737972
1734429600000,2024-12-17 10:00:00,CTX/USD,2.9788,2.9915,2.9759,2.991,689.476193,2062.223293263
1734426000000,2024-12-17 09:00:00,CTX/USD,2.9788,2.9788,2.9788,2.9788,0.0,0.0
1734422400000,2024-12-17 08:00:00,CTX/USD,2.9788,2.9788,2.9788,2.9788,0.0,0.0
1734418800000,2024-12-17 07:00:00,CTX/USD,2.9788,2.9788,2.9788,2.9788,0.0,0.0
1734415200000,2024-12-17 06:00:00,CTX/USD,2.9788,2.9788,2.9788,2.9788,0.100363,0.2989613044
1734411600000,2024-12-17 05:00:00,CTX/USD,2.9788,2.9788,2.9788,2.9788,2.675618,7.970130898400001
1734408000000,2024-12-17 04:00:00,CTX/USD,2.9795,2.981,2.9631,2.9788,1008.294939,3003.5089642932003
1734404400000,2024-12-17 03:00:00,CTX/USD,2.97,2.981,2.97,2.9795,42.992829,128.09713400549998
1734400800000,2024-12-17 02:00:00,CTX/USD,2.9751,2.9821,2.97,2.97,78.059329,231.83620713000002
1734397200000,2024-12-17 01:00:00,CTX/USD,3.0072,3.0072,2.974,2.9751,65.675926,195.3924474426
1734393600000,2024-12-17 00:00:00,CTX/USD,3.0072,3.0072,3.0072,3.0072,0.831338,2.4999996336000003
1734390000000,2024-12-16 23:00:00,CTX/USD,3.0652,3.0693,3.0072,3.0072,5984.088202,17995.3500410544
1734386400000,2024-12-16 22:00:00,CTX/USD,3.099,3.099,3.0539,3.0652,812.465465,2490.3691433179997
1734382800000,2024-12-16 21:00:00,CTX/USD,3.099,3.099,3.099,3.099,0.0,0.0
1734379200000,2024-12-16 20:00:00,CTX/USD,3.1018,3.1018,3.099,3.099,4.487,13.905213000000002
1734375600000,2024-12-16 19:00:00,CTX/USD,3.1018,3.1018,3.1018,3.1018,0.0,0.0
1734372000000,2024-12-16 18:00:00,CTX/USD,3.1018,3.1018,3.1018,3.1018,0.0,0.0
1734368400000,2024-12-16 17:00:00,CTX/USD,3.1018,3.1018,3.1018,3.1018,0.0,0.0
1734364800000,2024-12-16 16:00:00,CTX/USD,3.1018,3.1018,3.1018,3.1018,3.17679,9.853767222
1734361200000,2024-12-16 15:00:00,CTX/USD,3.1115,3.1115,3.0661,3.1018,940.854789,2918.3433845202
1734357600000,2024-12-16 14:00:00,CTX/USD,3.1228,3.1301,3.1115,3.1115,48.152825,149.8275149875
1734354000000,2024-12-16 13:00:00,CTX/USD,3.1228,3.1228,3.1228,3.1228,0.0,0.0
1734350400000,2024-12-16 12:00:00,CTX/USD,3.1228,3.1228,3.1228,3.1228,0.0,0.0
1734346800000,2024-12-16 11:00:00,CTX/USD,3.1228,3.1228,3.1228,3.1228,0.0,0.0
1734343200000,2024-12-16 10:00:00,CTX/USD,3.1228,3.1228,3.1228,3.1228,0.0,0.0
1734339600000,2024-12-16 09:00:00,CTX/USD,3.1228,3.1228,3.1228,3.1228,0.0,0.0
1734336000000,2024-12-16 08:00:00,CTX/USD,3.1228,3.1228,3.1228,3.1228,0.0,0.0
1734332400000,2024-12-16 07:00:00,CTX/USD,3.1228,3.1228,3.1228,3.1228,0.0,0.0
1734328800000,2024-12-16 06:00:00,CTX/USD,3.1391,3.1391,3.1107,3.1228,57.965271,181.0139482788
1734325200000,2024-12-16 05:00:00,CTX/USD,3.1651,3.1651,3.1391,3.1391,37.820133,118.7211795003
1734321600000,2024-12-16 04:00:00,CTX/USD,3.1688,3.1688,3.132,3.1651,336.356471,1064.6018663620998
1734318000000,2024-12-16 03:00:00,CTX/USD,3.1746,3.1801,3.1688,3.1688,13.541178,42.9092848464
1734314400000,2024-12-16 02:00:00,CTX/USD,3.2164,3.219,3.1746,3.1746,35.246059,111.8921389014
1734310800000,2024-12-16 01:00:00,CTX/USD,3.2125,3.2202,3.2125,3.2164,7.5,24.123
1734307200000,2024-12-16 00:00:00,CTX/USD,3.2125,3.2125,3.2125,3.2125,0.0,0.0
1734303600000,2024-12-15 23:00:00,CTX/USD,3.2076,3.2322,3.2076,3.2125,914.434234,2937.6199767249996
1734300000000,2024-12-15 22:00:00,CTX/USD,3.195,3.2077,3.195,3.2076,595.014086,1908.5671822535999
1734296400000,2024-12-15 21:00:00,CTX/USD,3.194,3.195,3.194,3.195,27.615976,88.23304332
1734292800000,2024-12-15 20:00:00,CTX/USD,3.194,3.194,3.194,3.194,0.0,0.0
1734289200000,2024-12-15 19:00:00,CTX/USD,3.194,3.194,3.194,3.194,0.0,0.0
1734285600000,2024-12-15 18:00:00,CTX/USD,3.1987,3.1987,3.194,3.194,33.336448,106.47661491199999
1734282000000,2024-12-15 17:00:00,CTX/USD,3.1841,3.1987,3.1841,3.1987,0.002,0.0063974
1734278400000,2024-12-15 16:00:00,CTX/USD,3.1841,3.1841,3.1841,3.1841,0.0,0.0
1734274800000,2024-12-15 15:00:00,CTX/USD,3.1841,3.1841,3.1841,3.1841,0.0,0.0
1734271200000,2024-12-15 14:00:00,CTX/USD,3.1841,3.1841,3.1841,3.1841,0.0,0.0
1734267600000,2024-12-15 13:00:00,CTX/USD,3.178,3.1841,3.178,3.1841,35.340644,112.5281445604
1734264000000,2024-12-15 12:00:00,CTX/USD,3.178,3.178,3.178,3.178,0.0,0.0
1734260400000,2024-12-15 11:00:00,CTX/USD,3.178,3.178,3.178,3.178,0.0,0.0
1734256800000,2024-12-15 10:00:00,CTX/USD,3.178,3.178,3.178,3.178,0.0,0.0
1734253200000,2024-12-15 09:00:00,CTX/USD,3.178,3.178,3.178,3.178,0.0,0.0
1734249600000,2024-12-15 08:00:00,CTX/USD,3.178,3.178,3.178,3.178,0.0,0.0
1734246000000,2024-12-15 07:00:00,CTX/USD,3.178,3.178,3.178,3.178,0.0,0.0
1734242400000,2024-12-15 06:00:00,CTX/USD,3.178,3.178,3.178,3.178,0.0,0.0
1734238800000,2024-12-15 05:00:00,CTX/USD,3.178,3.178,3.178,3.178,594.627319,1889.7256197820002
1734235200000,2024-12-15 04:00:00,CTX/USD,3.1878,3.1878,3.1771,3.178,840.3408,2670.6030623999995
1734231600000,2024-12-15 03:00:00,CTX/USD,3.1878,3.1878,3.1878,3.1878,0.0,0.0
1734228000000,2024-12-15 02:00:00,CTX/USD,3.1602,3.1993,3.1602,3.1878,633.340898,2018.9641146444003
1734224400000,2024-12-15 01:00:00,CTX/USD,3.1799,3.1891,3.1602,3.1602,118.524855,374.56224677100005
1734220800000,2024-12-15 00:00:00,CTX/USD,3.1871,3.1871,3.1799,3.1799,30.355466,96.5273463334
1734217200000,2024-12-14 23:00:00,CTX/USD,3.2059,3.2059,3.1871,3.1871,11.973336,38.1602191656
1734213600000,2024-12-14 22:00:00,CTX/USD,3.221,3.221,3.204,3.2059,15.789498,50.6195516382
1734210000000,2024-12-14 21:00:00,CTX/USD,3.2548,3.2548,3.221,3.221,8.152453,26.259051112999998
1734206400000,2024-12-14 20:00:00,CTX/USD,3.2548,3.2548,3.2548,3.2548,0.0,0.0
1734202800000,2024-12-14 19:00:00,CTX/USD,3.2548,3.2548,3.2548,3.2548,0.0,0.0
1734199200000,2024-12-14 18:00:00,CTX/USD,3.2548,3.2548,3.2548,3.2548,0.0,0.0
1734195600000,2024-12-14 17:00:00,CTX/USD,3.2648,3.2648,3.2528,3.2548,37.83444,123.143535312
1734192000000,2024-12-14 16:00:00,CTX/USD,3.2656,3.2656,3.2648,3.2648,2.116203,6.9089795544
1734188400000,2024-12-14 15:00:00,CTX/USD,3.2656,3.2656,3.2656,3.2656,0.0,0.0
1734184800000,2024-12-14 14:00:00,CTX/USD,3.2786,3.2786,3.2656,3.2656,1.267,4.1375152
1734181200000,2024-12-14 13:00:00,CTX/USD,3.2786,3.2786,3.2786,3.2786,0.0,0.0
1734177600000,2024-12-14 12:00:00,CTX/USD,3.2786,3.2786,3.2786,3.2786,0.0,0.0
1734174000000,2024-12-14 11:00:00,CTX/USD,3.2827,3.2827,3.2764,3.2786,8.253414,27.0596431404
1734170400000,2024-12-14 10:00:00,CTX/USD,3.2827,3.2827,3.2827,3.2827,0.0,0.0
1734166800000,2024-12-14 09:00:00,CTX/USD,3.2827,3.2827,3.2827,3.2827,0.0,0.0
1734163200000,2024-12-14 08:00:00,CTX/USD,3.2827,3.2827,3.2827,3.2827,0.0,0.0
1734159600000,2024-12-14 07:00:00,CTX/USD,3.299,3.299,3.2827,3.2827,3.061363,10.049536320100001
1734156000000,2024-12-14 06:00:00,CTX/USD,3.2898,3.299,3.289,3.299,1390.839886,4588.380783914
1734152400000,2024-12-14 05:00:00,CTX/USD,3.3082,3.3082,3.286,3.2898,69.629522,229.06720147559997
1734148800000,2024-12-14 04:00:00,CTX/USD,3.3082,3.3082,3.3082,3.3082,0.0,0.0
1734145200000,2024-12-14 03:00:00,CTX/USD,3.2999,3.3083,3.2999,3.3082,428.872693,1418.7966429826
1734141600000,2024-12-14 02:00:00,CTX/USD,3.3061,3.3061,3.2933,3.2999,104.125,343.6020875
1734138000000,2024-12-14 01:00:00,CTX/USD,3.2933,3.3062,3.2394,3.3061,2166.216218,7161.7274383298
1734134400000,2024-12-14 00:00:00,CTX/USD,3.2515,3.3061,3.2515,3.2933,133.968937,441.19990022210004
1734130800000,2024-12-13 23:00:00,CTX/USD,3.2017,3.2515,3.2017,3.2515,150.728025,490.09217328750003
1734127200000,2024-12-13 22:00:00,CTX/USD,3.2,3.2036,3.2,3.2017,192.395715,615.9933607155
1734123600000,2024-12-13 21:00:00,CTX/USD,3.1842,3.2,3.1842,3.2,30.1648,96.52736
1734120000000,2024-12-13 20:00:00,CTX/USD,3.1841,3.1842,3.1841,3.1842,169.115,538.495983
1734116400000,2024-12-13 19:00:00,CTX/USD,3.179,3.1841,3.179,3.1841,235.764,750.6961524
1734112800000,2024-12-13 18:00:00,CTX/USD,3.1841,3.1841,3.179,3.179,245.0,778.8549999999999
1734109200000,2024-12-13 17:00:00,CTX/USD,3.1841,3.1841,3.1841,3.1841,0.0,0.0
1734105600000,2024-12-13 16:00:00,CTX/USD,3.1841,3.1841,3.1841,3.1841,0.0,0.0
1734102000000,2024-12-13 15:00:00,CTX/USD,3.1386,3.1864,3.1386,3.1841,1557.919002,4960.5698942682
1734098400000,2024-12-13 14:00:00,CTX/USD,3.0963,3.1386,3.0963,3.1386,68.086565,213.69649290899997
1734094800000,2024-12-13 13:00:00,CTX/USD,3.0963,3.0963,3.0963,3.0963,0.0,0.0
1734091200000,2024-12-13 12:00:00,CTX/USD,3.1298,3.1298,3.0951,3.0963,165.505351,512.4542183013
1734087600000,2024-12-13 11:00:00,CTX/USD,3.1298,3.1298,3.1298,3.1298,0.0,0.0
1734084000000,2024-12-13 10:00:00,CTX/USD,3.1298,3.1298,3.1298,3.1298,0.0,0.0
1734080400000,2024-12-13 09:00:00,CTX/USD,3.1292,3.1298,3.1292,3.1298,29.972977,93.8094234146
1734076800000,2024-12-13 08:00:00,CTX/USD,3.1292,3.1292,3.1292,3.1292,0.0,0.0
1734073200000,2024-12-13 07:00:00,CTX/USD,3.145,3.145,3.1292,3.1292,3.741,11.7063372
1734069600000,2024-12-13 06:00:00,CTX/USD,3.145,3.145,3.145,3.145,0.0,0.0
1734066000000,2024-12-13 05:00:00,CTX/USD,3.145,3.145,3.145,3.145,0.0,0.0
1734062400000,2024-12-13 04:00:00,CTX/USD,3.145,3.145,3.145,3.145,0.0,0.0
1734058800000,2024-12-13 03:00:00,CTX/USD,3.1299,3.1503,3.1299,3.145,45.918203,144.412748435
1734055200000,2024-12-13 02:00:00,CTX/USD,3.1289,3.1299,3.1274,3.1299,8.405,26.3068095
1734051600000,2024-12-13 01:00:00,CTX/USD,3.145,3.1631,3.1289,3.1289,90.851355,284.2648046595
1734048000000,2024-12-13 00:00:00,CTX/USD,3.1383,3.145,3.1299,3.145,1019.409669,3206.043409005
1734044400000,2024-12-12 23:00:00,CTX/USD,3.1383,3.1383,3.1383,3.1383,11.223,35.2211409
1734040800000,2024-12-12 22:00:00,CTX/USD,3.1383,3.1383,3.1383,3.1383,7.482,23.4807606
1734037200000,2024-12-12 21:00:00,CTX/USD,3.1274,3.145,3.1274,3.1383,51.992,163.1664936
1734033600000,2024-12-12 20:00:00,CTX/USD,3.1299,3.1299,3.1274,3.1274,28.251492,88.3537160808
1734030000000,2024-12-12 19:00:00,CTX/USD,3.1727,3.1727,3.1265,3.1299,429.854663,1345.4021097237
1734026400000,2024-12-12 18:00:00,CTX/USD,3.1727,3.1727,3.1727,3.1727,0.0,0.0
1734022800000,2024-12-12 17:00:00,CTX/USD,3.1727,3.1727,3.1727,3.1727,0.0,0.0
1734019200000,2024-12-12 16:00:00,CTX/USD,3.1312,3.1727,3.1312,3.1727,784.471431,2488.8925091337
1734015600000,2024-12-12 15:00:00,CTX/USD,3.2027,3.2027,3.1312,3.1312,7.303,22.8671536
1734012000000,2024-12-12 14:00:00,CTX/USD,3.2027,3.2027,3.2027,3.2027,0.0,0.0
1734008400000,2024-12-12 13:00:00,CTX/USD,3.2036,3.2036,3.2013,3.2027,414.087663,1326.1985582901002
1734004800000,2024-12-12 12:00:00,CTX/USD,3.2036,3.2036,3.2036,3.2036,0.0,0.0
1734001200000,2024-12-12 11:00:00,CTX/USD,3.1926,3.2036,3.189,3.2036,14.911327,47.769927177199996
1733997600000,2024-12-12 10:00:00,CTX/USD,3.1926,3.1926,3.1926,3.1926,0.0,0.0
1733994000000,2024-12-12 09:00:00,CTX/USD,3.1964,3.1972,3.1926,3.1926,11.754945,37.528837407
1733990400000,2024-12-12 08:00:00,CTX/USD,3.189,3.1964,3.189,3.1964,8.014,25.6159496
1733986800000,2024-12-12 07:00:00,CTX/USD,3.1635,3.189,3.1635,3.189,14.594004,46.540278756
1733983200000,2024-12-12 06:00:00,CTX/USD,3.136,3.1635,3.136,3.1635,46.904155,148.3812943425
1733979600000,2024-12-12 05:00:00,CTX/USD,3.1299,3.1391,3.1208,3.136,125.168628,392.528817408
1733976000000,2024-12-12 04:00:00,CTX/USD,3.1383,3.1383,3.1289,3.1299,170.870422,534.8073338178
1733972400000,2024-12-12 03:00:00,CTX/USD,3.1383,3.1383,3.1383,3.1383,16.465669,51.6742090227
1733968800000,2024-12-12 02:00:00,CTX/USD,3.1464,3.1464,3.1383,3.1383,11.223,35.2211409
1733965200000,2024-12-12 01:00:00,CTX/USD,3.158,3.158,3.1383,3.1464,9.450423,29.7348109272
1733961600000,2024-12-12 00:00:00,CTX/USD,3.174,3.174,3.1576,3.158,34.575883,109.19063851399999
1733958000000,2024-12-11 23:00:00,CTX/USD,3.174,3.1759,3.174,3.174,7.256,23.030544
1733954400000,2024-12-11 22:00:00,CTX/USD,3.145,3.174,3.145,3.174,31.556695,100.16094993
1733950800000,2024-12-11 21:00:00,CTX/USD,3.1699,3.1699,3.1415,3.145,93.747187,294.834903115
1733947200000,2024-12-11 20:00:00,CTX/USD,3.1817,3.1817,3.1699,3.1699,16.137,51.1526763
1733943600000,2024-12-11 19:00:00,CTX/USD,3.1924,3.1924,3.1817,3.1817,3.525,11.2154925
1733940000000,2024-12-11 18:00:00,CTX/USD,3.1924,3.1924,3.1924,3.1924,0.0,0.0
1733936400000,2024-12-11 17:00:00,CTX/USD,3.1943,3.1943,3.1876,3.1924,19.196806,61.2838834744
1733932800000,2024-12-11 16:00:00,CTX/USD,3.0963,3.1943,3.0963,3.1943,111.058884,354.75539316120006
1733929200000,2024-12-11 15:00:00,CTX/USD,3.0928,3.0963,3.0855,3.0963,13.12355,40.634447865
1733925600000,2024-12-11 14:00:00,CTX/USD,3.1242,3.1415,3.0927,3.0928,50.870233,157.3314566224
1733922000000,2024-12-11 13:00:00,CTX/USD,3.1,3.1299,3.1,3.1242,560.337234,1750.6055864628
1733918400000,2024-12-11 12:00:00,CTX/USD,2.9736,3.1,2.9736,3.1,6213.420293,19261.6029083
1733914800000,2024-12-11 11:00:00,CTX/USD,2.9654,2.9782,2.9654,2.9736,27.452,81.6312672
1733911200000,2024-12-11 10:00:00,CTX/USD,2.9654,2.9654,2.9654,2.9654,0.0,0.0
1733907600000,2024-12-11 09:00:00,CTX/USD,2.9646,2.9736,2.9646,2.9654,11.729253,34.7819268462
1733904000000,2024-12-11 08:00:00,CTX/USD,2.9646,2.972,2.9646,2.9646,36.425389,107.98670822940001
1733900400000,2024-12-11 07:00:00,CTX/USD,2.9646,2.9646,2.9646,2.9646,0.0,0.0
1733896800000,2024-12-11 06:00:00,CTX/USD,2.9555,2.9646,2.9555,2.9646,7.890585,23.392428290999998
1733893200000,2024-12-11 05:00:00,CTX/USD,2.9555,2.9555,2.9555,2.9555,0.0,0.0
1733889600000,2024-12-11 04:00:00,CTX/USD,2.9555,2.9555,2.9555,2.9555,0.0,0.0
1733886000000,2024-12-11 03:00:00,CTX/USD,2.927,2.9555,2.927,2.9555,181.748261,537.1569853855
1733882400000,2024-12-11 02:00:00,CTX/USD,2.9343,2.9343,2.9188,2.927,256.487999,750.740373073
1733878800000,2024-12-11 01:00:00,CTX/USD,2.9574,2.9574,2.9343,2.9343,64.648261,189.6973922523
1733875200000,2024-12-11 00:00:00,CTX/USD,2.9574,2.9574,2.9574,2.9574,0.0,0.0
1733871600000,2024-12-10 23:00:00,CTX/USD,3.0191,3.0191,2.9574,2.9574,1012.563023,2994.5538842202
1733868000000,2024-12-10 22:00:00,CTX/USD,2.9979,3.0215,2.9979,3.0191,37.218979,112.36781949889999
1733864400000,2024-12-10 21:00:00,CTX/USD,2.898,2.9979,2.8787,2.9979,192.384109,576.7483203711
1733860800000,2024-12-10 20:00:00,CTX/USD,2.9061,2.9061,2.8673,2.898,408.503087,1183.841946126
1733857200000,2024-12-10 19:00:00,CTX/USD,2.9,2.9061,2.9,2.9061,44.855685,130.3551061785
1733853600000,2024-12-10 18:00:00,CTX/USD,2.9368,2.9368,2.9,2.9,1272.858242,3691.2889018
1733850000000,2024-12-10 17:00:00,CTX/USD,2.9646,2.9646,2.9368,2.9368,596.109758,1750.6551372944
1733846400000,2024-12-10 16:00:00,CTX/USD,3.0205,3.0205,2.9646,2.9646,470.880403,1395.9720427338
1733842800000,2024-12-10 15:00:00,CTX/USD,3.0205,3.0205,3.0205,3.0205,0.0,0.0
1733839200000,2024-12-10 14:00:00,CTX/USD,3.0205,3.0205,3.0205,3.0205,0.0,0.0
1733835600000,2024-12-10 13:00:00,CTX/USD,3.0205,3.0205,3.0205,3.0205,0.0,0.0
1733832000000,2024-12-10 12:00:00,CTX/USD,3.0205,3.0205,3.0205,3.0205,0.0,0.0
1733828400000,2024-12-10 11:00:00,CTX/USD,3.0214,3.0229,2.9992,3.0205,274.645887,829.5679016835
1733824800000,2024-12-10 10:00:00,CTX/USD,3.0214,3.0214,3.0214,3.0214,0.0,0.0
1733821200000,2024-12-10 09:00:00,CTX/USD,2.9992,3.0214,2.9992,3.0214,4.382,13.2397748
1733817600000,2024-12-10 08:00:00,CTX/USD,2.9992,2.9992,2.9992,2.9992,0.0,0.0
1733814000000,2024-12-10 07:00:00,CTX/USD,2.9983,2.9992,2.9983,2.9992,4.266,12.7945872
1733810400000,2024-12-10 06:00:00,CTX/USD,2.9505,2.9983,2.9505,2.9983,69.444527,208.21552530409997
1733806800000,2024-12-10 05:00:00,CTX/USD,2.9525,2.9525,2.9485,2.9505,132.336895,390.4600086975
1733803200000,2024-12-10 04:00:00,CTX/USD,2.9557,2.9614,2.9525,2.9525,23.685743,69.9321562075
1733799600000,2024-12-10 03:00:00,CTX/USD,3.1107,3.1107,2.9344,2.9557,1620.689602,4790.2722566314005
1733796000000,2024-12-10 02:00:00,CTX/USD,3.1455,3.1455,3.1078,3.1107,69.801517,217.1315789319
1733792400000,2024-12-10 01:00:00,CTX/USD,3.1891,3.2181,3.1455,3.1455,190.710429,599.8796544195001
1733788800000,2024-12-10 00:00:00,CTX/USD,3.1891,3.1891,3.1891,3.1891,0.0,0.0
1733785200000,2024-12-09 23:00:00,CTX/USD,3.2141,3.2141,3.1891,3.1891,4.253,13.563242299999999
1733781600000,2024-12-09 22:00:00,CTX/USD,3.1596,3.2261,3.1596,3.2141,69.198421,222.4106449361
1733778000000,2024-12-09 21:00:00,CTX/USD,3.1658,3.1658,3.151,3.1596,193.200174,610.4352697704
1733774400000,2024-12-09 20:00:00,CTX/USD,3.2995,3.2995,3.1327,3.1658,2332.863589,7385.3795500562
1733770800000,2024-12-09 19:00:00,CTX/USD,3.2995,3.2995,3.2995,3.2995,0.0,0.0
1733767200000,2024-12-09 18:00:00,CTX/USD,3.2995,3.2995,3.2995,3.2995,0.0,0.0
1733763600000,2024-12-09 17:00:00,CTX/USD,3.2995,3.2995,3.2995,3.2995,0.0,0.0
1733760000000,2024-12-09 16:00:00,CTX/USD,3.2995,3.2995,3.2995,3.2995,0.0,0.0
1733756400000,2024-12-09 15:00:00,CTX/USD,3.2499,3.2995,3.2499,3.2995,1008.004023,3325.9092738885
1733752800000,2024-12-09 14:00:00,CTX/USD,3.3,3.3,3.2499,3.2499,201.787426,655.7889557574
1733749200000,2024-12-09 13:00:00,CTX/USD,3.3,3.3,3.3,3.3,0.0,0.0
1733745600000,2024-12-09 12:00:00,CTX/USD,3.3178,3.3178,3.3,3.3,19.32884,63.785171999999996
1733742000000,2024-12-09 11:00:00,CTX/USD,3.3138,3.3178,3.31,3.3178,73.151991,242.7036757398
1733738400000,2024-12-09 10:00:00,CTX/USD,3.3094,3.3138,3.3094,3.3138,59.155056,196.0280245728
1733734800000,2024-12-09 09:00:00,CTX/USD,3.3398,3.3398,3.3094,3.3094,3.901,12.9099694
1733731200000,2024-12-09 08:00:00,CTX/USD,3.3254,3.3398,3.3254,3.3398,4.082,13.6330636
1733727600000,2024-12-09 07:00:00,CTX/USD,3.3958,3.3958,3.3254,3.3254,43.091958,143.2979971332
1733724000000,2024-12-09 06:00:00,CTX/USD,3.3994,3.3994,3.3941,3.3958,15.484528,52.582360182399995
1733720400000,2024-12-09 05:00:00,CTX/USD,3.3865,3.4041,3.3865,3.3994,20.2496,68.83649024
1733716800000,2024-12-09 04:00:00,CTX/USD,3.4072,3.4072,3.3865,3.3865,19.154945,64.8682212425
1733713200000,2024-12-09 03:00:00,CTX/USD,3.4644,3.4644,3.4072,3.4072,65.979606,224.80571356320002
1733709600000,2024-12-09 02:00:00,CTX/USD,3.4965,3.4965,3.4615,3.4644,12.505269,43.3232539236
1733706000000,2024-12-09 01:00:00,CTX/USD,3.4965,3.4965,3.4965,3.4965,0.0,0.0
1733702400000,2024-12-09 00:00:00,CTX/USD,3.4321,3.4995,3.4321,3.4965,2108.531071,7372.4788897515
1733698800000,2024-12-08 23:00:00,CTX/USD,3.3994,3.4321,3.3994,3.4321,80.205635,275.2737598835
1733695200000,2024-12-08 22:00:00,CTX/USD,3.4072,3.4182,3.3891,3.3994,120.93198,411.09617281199996
1733691600000,2024-12-08 21:00:00,CTX/USD,3.4224,3.4224,3.4047,3.4072,21.967,74.84596239999999
1733688000000,2024-12-08 20:00:00,CTX/USD,3.4334,3.4334,3.4224,3.4224,13.958018,47.7699208032
1733684400000,2024-12-08 19:00:00,CTX/USD,3.4787,3.4787,3.4334,3.4334,14.562824,49.9999999216
1733680800000,2024-12-08 18:00:00,CTX/USD,3.4787,3.4787,3.4787,3.4787,0.0,0.0
1733677200000,2024-12-08 17:00:00,CTX/USD,3.5267,3.5297,3.4423,3.4787,64.292281,223.6535579147
1733673600000,2024-12-08 16:00:00,CTX/USD,3.4933,3.5297,3.4933,3.5267,577.73639,2037.502926613
1733670000000,2024-12-08 15:00:00,CTX/USD,3.4867,3.4933,3.4856,3.4933,7.428,25.948232400000002
1733666400000,2024-12-08 14:00:00,CTX/USD,3.5644,3.5644,3.4867,3.4867,229.97734,801.861991378
1733662800000,2024-12-08 13:00:00,CTX/USD,3.5644,3.5644,3.5644,3.5644,0.0,0.0
1733659200000,2024-12-08 12:00:00,CTX/USD,3.5682,3.5682,3.5644,3.5644,7.870963,28.0552605172
1733655600000,2024-12-08 11:00:00,CTX/USD,3.5682,3.5682,3.5682,3.5682,0.0,0.0
1733652000000,2024-12-08 10:00:00,CTX/USD,3.5682,3.5682,3.5682,3.5682,0.0,0.0
